Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Sentença
?	PUNCT	0	6p0_pert_2	6p0	0	0	11		Como juntar e desempilhar elementos em uma estrutura de dados fila ?
Como	ADV	0	6p0_pert_3	6p0	0	0	0	49	Como criar e desempilhar elementos em uma estrutura de dados fila ?
criar	VERB	0	6p0_pert_3	6p0	0	1	1	50	Como criar e desempilhar elementos em uma estrutura de dados fila ?
e	CCONJ	0	6p0_pert_3	6p0	0	0	2	51	Como criar e desempilhar elementos em uma estrutura de dados fila ?
desempilhar	NOUN	1	6p0_pert_3	6p0	0	0	3	52	Como criar e desempilhar elementos em uma estrutura de dados fila ?
elementos	NOUN	0	6p0_pert_3	6p0	0	0	4	53	Como criar e desempilhar elementos em uma estrutura de dados fila ?
em	ADP	0	6p0_pert_3	6p0	0	0	5	54	Como criar e desempilhar elementos em uma estrutura de dados fila ?
uma	DET	0	6p0_pert_3	6p0	0	0	6	55	Como criar e desempilhar elementos em uma estrutura de dados fila ?
estrutura	NOUN	0	6p0_pert_3	6p0	0	0	7	56	Como criar e desempilhar elementos em uma estrutura de dados fila ?
de	ADP	0	6p0_pert_3	6p0	0	0	8	57	Como criar e desempilhar elementos em uma estrutura de dados fila ?
dados	NOUN	0	6p0_pert_3	6p0	0	0	9	58	Como criar e desempilhar elementos em uma estrutura de dados fila ?
fila	NOUN	1	6p0_pert_3	6p0	0	0	10	59	Como criar e desempilhar elementos em uma estrutura de dados fila ?
?	PUNCT	0	6p0_pert_3	6p0	0	0	11		Como criar e desempilhar elementos em uma estrutura de dados fila ?
Como	SCONJ	0	6p0_pert_4	6p0	0	0	0	61	Como adicionar e desempilhar elementos em uma estrutura de dados fila ?
adicionar	VERB	0	6p0_pert_4	6p0	0	1	1	62	Como adicionar e desempilhar elementos em uma estrutura de dados fila ?
e	CCONJ	0	6p0_pert_4	6p0	0	0	2	63	Como adicionar e desempilhar elementos em uma estrutura de dados fila ?
desempilhar	NOUN	1	6p0_pert_4	6p0	0	0	3	64	Como adicionar e desempilhar elementos em uma estrutura de dados fila ?
elementos	NOUN	0	6p0_pert_4	6p0	0	0	4	65	Como adicionar e desempilhar elementos em uma estrutura de dados fila ?
em	ADP	0	6p0_pert_4	6p0	0	0	5	66	Como adicionar e desempilhar elementos em uma estrutura de dados fila ?
uma	DET	0	6p0_pert_4	6p0	0	0	6	67	Como adicionar e desempilhar elementos em uma estrutura de dados fila ?
estrutura	NOUN	0	6p0_pert_4	6p0	0	0	7	68	Como adicionar e desempilhar elementos em uma estrutura de dados fila ?
de	ADP	0	6p0_pert_4	6p0	0	0	8	69	Como adicionar e desempilhar elementos em uma estrutura de dados fila ?
dados	NOUN	0	6p0_pert_4	6p0	0	0	9	70	Como adicionar e desempilhar elementos em uma estrutura de dados fila ?
fila	NOUN	1	6p0_pert_4	6p0	0	0	10	71	Como adicionar e desempilhar elementos em uma estrutura de dados fila ?
?	PUNCT	0	6p0_pert_4	6p0	0	0	11		Como adicionar e desempilhar elementos em uma estrutura de dados fila ?
Como	ADV	0	6p0_pert_5	6p0	0	0	0	73	Como incluir e desempilhar elementos em uma estrutura de dados fila ?
incluir	VERB	0	6p0_pert_5	6p0	0	1	1	74	Como incluir e desempilhar elementos em uma estrutura de dados fila ?
e	CCONJ	0	6p0_pert_5	6p0	0	0	2	75	Como incluir e desempilhar elementos em uma estrutura de dados fila ?
desempilhar	VERB	1	6p0_pert_5	6p0	0	0	3	76	Como incluir e desempilhar elementos em uma estrutura de dados fila ?
elementos	NOUN	0	6p0_pert_5	6p0	0	0	4	77	Como incluir e desempilhar elementos em uma estrutura de dados fila ?
em	ADP	0	6p0_pert_5	6p0	0	0	5	78	Como incluir e desempilhar elementos em uma estrutura de dados fila ?
uma	DET	0	6p0_pert_5	6p0	0	0	6	79	Como incluir e desempilhar elementos em uma estrutura de dados fila ?
estrutura	NOUN	0	6p0_pert_5	6p0	0	0	7	80	Como incluir e desempilhar elementos em uma estrutura de dados fila ?
de	ADP	0	6p0_pert_5	6p0	0	0	8	81	Como incluir e desempilhar elementos em uma estrutura de dados fila ?
dados	NOUN	0	6p0_pert_5	6p0	0	0	9	82	Como incluir e desempilhar elementos em uma estrutura de dados fila ?
fila	NOUN	1	6p0_pert_5	6p0	0	0	10	83	Como incluir e desempilhar elementos em uma estrutura de dados fila ?
?	PUNCT	0	6p0_pert_5	6p0	0	0	11		Como incluir e desempilhar elementos em uma estrutura de dados fila ?
Como	SCONJ	0	6p0_pert_6	6p0	0	0	0	85	Como mover e desempilhar elementos em uma estrutura de dados fila ?
mover	VERB	0	6p0_pert_6	6p0	0	1	1	86	Como mover e desempilhar elementos em uma estrutura de dados fila ?
e	CCONJ	0	6p0_pert_6	6p0	0	0	2	87	Como mover e desempilhar elementos em uma estrutura de dados fila ?
desempilhar	VERB	1	6p0_pert_6	6p0	0	0	3	88	Como mover e desempilhar elementos em uma estrutura de dados fila ?
elementos	NOUN	0	6p0_pert_6	6p0	0	0	4	89	Como mover e desempilhar elementos em uma estrutura de dados fila ?
em	ADP	0	6p0_pert_6	6p0	0	0	5	90	Como mover e desempilhar elementos em uma estrutura de dados fila ?
uma	DET	0	6p0_pert_6	6p0	0	0	6	91	Como mover e desempilhar elementos em uma estrutura de dados fila ?
estrutura	NOUN	0	6p0_pert_6	6p0	0	0	7	92	Como mover e desempilhar elementos em uma estrutura de dados fila ?
de	ADP	0	6p0_pert_6	6p0	0	0	8	93	Como mover e desempilhar elementos em uma estrutura de dados fila ?
dados	NOUN	0	6p0_pert_6	6p0	0	0	9	94	Como mover e desempilhar elementos em uma estrutura de dados fila ?
fila	NOUN	1	6p0_pert_6	6p0	0	0	10	95	Como mover e desempilhar elementos em uma estrutura de dados fila ?
?	PUNCT	0	6p0_pert_6	6p0	0	0	11		Como mover e desempilhar elementos em uma estrutura de dados fila ?
Como	SCONJ	0	6p0_pert_7	6p0	0	0	0	97	Como colocar e desempilhar elementos em uma estrutura de dados fila ?
colocar	VERB	0	6p0_pert_7	6p0	0	1	1	98	Como colocar e desempilhar elementos em uma estrutura de dados fila ?
e	CCONJ	0	6p0_pert_7	6p0	0	0	2	99	Como colocar e desempilhar elementos em uma estrutura de dados fila ?
desempilhar	NOUN	1	6p0_pert_7	6p0	0	0	3	100	Como colocar e desempilhar elementos em uma estrutura de dados fila ?
elementos	NOUN	0	6p0_pert_7	6p0	0	0	4	101	Como colocar e desempilhar elementos em uma estrutura de dados fila ?
em	ADP	0	6p0_pert_7	6p0	0	0	5	102	Como colocar e desempilhar elementos em uma estrutura de dados fila ?
uma	DET	0	6p0_pert_7	6p0	0	0	6	103	Como colocar e desempilhar elementos em uma estrutura de dados fila ?
estrutura	NOUN	0	6p0_pert_7	6p0	0	0	7	104	Como colocar e desempilhar elementos em uma estrutura de dados fila ?
de	ADP	0	6p0_pert_7	6p0	0	0	8	105	Como colocar e desempilhar elementos em uma estrutura de dados fila ?
dados	NOUN	0	6p0_pert_7	6p0	0	0	9	106	Como colocar e desempilhar elementos em uma estrutura de dados fila ?
fila	NOUN	1	6p0_pert_7	6p0	0	0	10	107	Como colocar e desempilhar elementos em uma estrutura de dados fila ?
?	PUNCT	0	6p0_pert_7	6p0	0	0	11		Como colocar e desempilhar elementos em uma estrutura de dados fila ?
Como	SCONJ	0	6p0_pert_8	6p0	0	0	0	109	Como organizar e desempilhar elementos em uma estrutura de dados fila ?
organizar	VERB	0	6p0_pert_8	6p0	0	1	1	110	Como organizar e desempilhar elementos em uma estrutura de dados fila ?
e	CCONJ	0	6p0_pert_8	6p0	0	0	2	111	Como organizar e desempilhar elementos em uma estrutura de dados fila ?
desempilhar	NOUN	1	6p0_pert_8	6p0	0	0	3	112	Como organizar e desempilhar elementos em uma estrutura de dados fila ?
elementos	NOUN	0	6p0_pert_8	6p0	0	0	4	113	Como organizar e desempilhar elementos em uma estrutura de dados fila ?
em	ADP	0	6p0_pert_8	6p0	0	0	5	114	Como organizar e desempilhar elementos em uma estrutura de dados fila ?
uma	DET	0	6p0_pert_8	6p0	0	0	6	115	Como organizar e desempilhar elementos em uma estrutura de dados fila ?
estrutura	NOUN	0	6p0_pert_8	6p0	0	0	7	116	Como organizar e desempilhar elementos em uma estrutura de dados fila ?
de	ADP	0	6p0_pert_8	6p0	0	0	8	117	Como organizar e desempilhar elementos em uma estrutura de dados fila ?
dados	NOUN	0	6p0_pert_8	6p0	0	0	9	118	Como organizar e desempilhar elementos em uma estrutura de dados fila ?
fila	NOUN	1	6p0_pert_8	6p0	0	0	10	119	Como organizar e desempilhar elementos em uma estrutura de dados fila ?
?	PUNCT	0	6p0_pert_8	6p0	0	0	11		Como organizar e desempilhar elementos em uma estrutura de dados fila ?
Como	SCONJ	0	6p0_pert_9	6p0	0	0	0	121	Como localizar e desempilhar elementos em uma estrutura de dados fila ?
localizar	VERB	0	6p0_pert_9	6p0	0	1	1	122	Como localizar e desempilhar elementos em uma estrutura de dados fila ?
e	CCONJ	0	6p0_pert_9	6p0	0	0	2	123	Como localizar e desempilhar elementos em uma estrutura de dados fila ?
desempilhar	NOUN	1	6p0_pert_9	6p0	0	0	3	124	Como localizar e desempilhar elementos em uma estrutura de dados fila ?
elementos	NOUN	0	6p0_pert_9	6p0	0	0	4	125	Como localizar e desempilhar elementos em uma estrutura de dados fila ?
em	ADP	0	6p0_pert_9	6p0	0	0	5	126	Como localizar e desempilhar elementos em uma estrutura de dados fila ?
uma	DET	0	6p0_pert_9	6p0	0	0	6	127	Como localizar e desempilhar elementos em uma estrutura de dados fila ?
estrutura	NOUN	0	6p0_pert_9	6p0	0	0	7	128	Como localizar e desempilhar elementos em uma estrutura de dados fila ?
de	ADP	0	6p0_pert_9	6p0	0	0	8	129	Como localizar e desempilhar elementos em uma estrutura de dados fila ?
dados	NOUN	0	6p0_pert_9	6p0	0	0	9	130	Como localizar e desempilhar elementos em uma estrutura de dados fila ?
fila	NOUN	1	6p0_pert_9	6p0	0	0	10	131	Como localizar e desempilhar elementos em uma estrutura de dados fila ?
?	PUNCT	0	6p0_pert_9	6p0	0	0	11		Como localizar e desempilhar elementos em uma estrutura de dados fila ?
Como	ADV	0	6p0_pert_10	6p0	0	0	0	133	Como lançar e desempilhar elementos em uma estrutura de dados fila ?
lançar	VERB	0	6p0_pert_10	6p0	0	1	1	134	Como lançar e desempilhar elementos em uma estrutura de dados fila ?
e	CCONJ	0	6p0_pert_10	6p0	0	0	2	135	Como lançar e desempilhar elementos em uma estrutura de dados fila ?
desempilhar	NOUN	1	6p0_pert_10	6p0	0	0	3	136	Como lançar e desempilhar elementos em uma estrutura de dados fila ?
elementos	NOUN	0	6p0_pert_10	6p0	0	0	4	137	Como lançar e desempilhar elementos em uma estrutura de dados fila ?
em	ADP	0	6p0_pert_10	6p0	0	0	5	138	Como lançar e desempilhar elementos em uma estrutura de dados fila ?
uma	DET	0	6p0_pert_10	6p0	0	0	6	139	Como lançar e desempilhar elementos em uma estrutura de dados fila ?
estrutura	NOUN	0	6p0_pert_10	6p0	0	0	7	140	Como lançar e desempilhar elementos em uma estrutura de dados fila ?
de	ADP	0	6p0_pert_10	6p0	0	0	8	141	Como lançar e desempilhar elementos em uma estrutura de dados fila ?
dados	NOUN	0	6p0_pert_10	6p0	0	0	9	142	Como lançar e desempilhar elementos em uma estrutura de dados fila ?
fila	NOUN	1	6p0_pert_10	6p0	0	0	10	143	Como lançar e desempilhar elementos em uma estrutura de dados fila ?
?	PUNCT	0	6p0_pert_10	6p0	0	0	11		Como lançar e desempilhar elementos em uma estrutura de dados fila ?
Como	SCONJ	0	6p0_pert_11	6p0	0	0	0	145	Como identificar e desempilhar elementos em uma estrutura de dados fila ?
identificar	VERB	0	6p0_pert_11	6p0	0	1	1	146	Como identificar e desempilhar elementos em uma estrutura de dados fila ?
e	CCONJ	0	6p0_pert_11	6p0	0	0	2	147	Como identificar e desempilhar elementos em uma estrutura de dados fila ?
desempilhar	VERB	1	6p0_pert_11	6p0	0	0	3	148	Como identificar e desempilhar elementos em uma estrutura de dados fila ?
elementos	NOUN	0	6p0_pert_11	6p0	0	0	4	149	Como identificar e desempilhar elementos em uma estrutura de dados fila ?
em	ADP	0	6p0_pert_11	6p0	0	0	5	150	Como identificar e desempilhar elementos em uma estrutura de dados fila ?
uma	DET	0	6p0_pert_11	6p0	0	0	6	151	Como identificar e desempilhar elementos em uma estrutura de dados fila ?
estrutura	NOUN	0	6p0_pert_11	6p0	0	0	7	152	Como identificar e desempilhar elementos em uma estrutura de dados fila ?
de	ADP	0	6p0_pert_11	6p0	0	0	8	153	Como identificar e desempilhar elementos em uma estrutura de dados fila ?
dados	NOUN	0	6p0_pert_11	6p0	0	0	9	154	Como identificar e desempilhar elementos em uma estrutura de dados fila ?
fila	NOUN	1	6p0_pert_11	6p0	0	0	10	155	Como identificar e desempilhar elementos em uma estrutura de dados fila ?
?	PUNCT	0	6p0_pert_11	6p0	0	0	11		Como identificar e desempilhar elementos em uma estrutura de dados fila ?
Como	SCONJ	0	6p0_pert_12	6p0	0	0	0	157	Como cortar e desempilhar elementos em uma estrutura de dados fila ?
cortar	VERB	0	6p0_pert_12	6p0	0	1	1	158	Como cortar e desempilhar elementos em uma estrutura de dados fila ?
e	CCONJ	0	6p0_pert_12	6p0	0	0	2	159	Como cortar e desempilhar elementos em uma estrutura de dados fila ?
desempilhar	VERB	1	6p0_pert_12	6p0	0	0	3	160	Como cortar e desempilhar elementos em uma estrutura de dados fila ?
elementos	NOUN	0	6p0_pert_12	6p0	0	0	4	161	Como cortar e desempilhar elementos em uma estrutura de dados fila ?
em	ADP	0	6p0_pert_12	6p0	0	0	5	162	Como cortar e desempilhar elementos em uma estrutura de dados fila ?
uma	DET	0	6p0_pert_12	6p0	0	0	6	163	Como cortar e desempilhar elementos em uma estrutura de dados fila ?
estrutura	NOUN	0	6p0_pert_12	6p0	0	0	7	164	Como cortar e desempilhar elementos em uma estrutura de dados fila ?
de	ADP	0	6p0_pert_12	6p0	0	0	8	165	Como cortar e desempilhar elementos em uma estrutura de dados fila ?
dados	NOUN	0	6p0_pert_12	6p0	0	0	9	166	Como cortar e desempilhar elementos em uma estrutura de dados fila ?
fila	NOUN	1	6p0_pert_12	6p0	0	0	10	167	Como cortar e desempilhar elementos em uma estrutura de dados fila ?
?	PUNCT	0	6p0_pert_12	6p0	0	0	11		Como cortar e desempilhar elementos em uma estrutura de dados fila ?
Como	ADV	0	6p0_pert_13	6p0	0	0	0	169	Como capturar e desempilhar elementos em uma estrutura de dados fila ?
capturar	VERB	0	6p0_pert_13	6p0	0	1	1	170	Como capturar e desempilhar elementos em uma estrutura de dados fila ?
e	CCONJ	0	6p0_pert_13	6p0	0	0	2	171	Como capturar e desempilhar elementos em uma estrutura de dados fila ?
desempilhar	NOUN	1	6p0_pert_13	6p0	0	0	3	172	Como capturar e desempilhar elementos em uma estrutura de dados fila ?
elementos	NOUN	0	6p0_pert_13	6p0	0	0	4	173	Como capturar e desempilhar elementos em uma estrutura de dados fila ?
em	ADP	0	6p0_pert_13	6p0	0	0	5	174	Como capturar e desempilhar elementos em uma estrutura de dados fila ?
uma	DET	0	6p0_pert_13	6p0	0	0	6	175	Como capturar e desempilhar elementos em uma estrutura de dados fila ?
estrutura	NOUN	0	6p0_pert_13	6p0	0	0	7	176	Como capturar e desempilhar elementos em uma estrutura de dados fila ?
de	ADP	0	6p0_pert_13	6p0	0	0	8	177	Como capturar e desempilhar elementos em uma estrutura de dados fila ?
dados	NOUN	0	6p0_pert_13	6p0	0	0	9	178	Como capturar e desempilhar elementos em uma estrutura de dados fila ?
fila	NOUN	1	6p0_pert_13	6p0	0	0	10	179	Como capturar e desempilhar elementos em uma estrutura de dados fila ?
?	PUNCT	0	6p0_pert_13	6p0	0	0	11		Como capturar e desempilhar elementos em uma estrutura de dados fila ?
Como	ADV	0	6p0_pert_14	6p0	0	0	0	181	Como abrir e desempilhar elementos em uma estrutura de dados fila ?
abrir	VERB	0	6p0_pert_14	6p0	0	1	1	182	Como abrir e desempilhar elementos em uma estrutura de dados fila ?
e	CCONJ	0	6p0_pert_14	6p0	0	0	2	183	Como abrir e desempilhar elementos em uma estrutura de dados fila ?
desempilhar	NOUN	1	6p0_pert_14	6p0	0	0	3	184	Como abrir e desempilhar elementos em uma estrutura de dados fila ?
elementos	NOUN	0	6p0_pert_14	6p0	0	0	4	185	Como abrir e desempilhar elementos em uma estrutura de dados fila ?
em	ADP	0	6p0_pert_14	6p0	0	0	5	186	Como abrir e desempilhar elementos em uma estrutura de dados fila ?
uma	DET	0	6p0_pert_14	6p0	0	0	6	187	Como abrir e desempilhar elementos em uma estrutura de dados fila ?
estrutura	NOUN	0	6p0_pert_14	6p0	0	0	7	188	Como abrir e desempilhar elementos em uma estrutura de dados fila ?
de	ADP	0	6p0_pert_14	6p0	0	0	8	189	Como abrir e desempilhar elementos em uma estrutura de dados fila ?
dados	NOUN	0	6p0_pert_14	6p0	0	0	9	190	Como abrir e desempilhar elementos em uma estrutura de dados fila ?
fila	NOUN	1	6p0_pert_14	6p0	0	0	10	191	Como abrir e desempilhar elementos em uma estrutura de dados fila ?
?	PUNCT	0	6p0_pert_14	6p0	0	0	11		Como abrir e desempilhar elementos em uma estrutura de dados fila ?
Como	SCONJ	0	6p0_pert_15	6p0	0	0	0	193	Como fechar e desempilhar elementos em uma estrutura de dados fila ?
fechar	VERB	0	6p0_pert_15	6p0	0	1	1	194	Como fechar e desempilhar elementos em uma estrutura de dados fila ?
e	CCONJ	0	6p0_pert_15	6p0	0	0	2	195	Como fechar e desempilhar elementos em uma estrutura de dados fila ?
desempilhar	VERB	1	6p0_pert_15	6p0	0	0	3	196	Como fechar e desempilhar elementos em uma estrutura de dados fila ?
elementos	NOUN	0	6p0_pert_15	6p0	0	0	4	197	Como fechar e desempilhar elementos em uma estrutura de dados fila ?
em	ADP	0	6p0_pert_15	6p0	0	0	5	198	Como fechar e desempilhar elementos em uma estrutura de dados fila ?
uma	DET	0	6p0_pert_15	6p0	0	0	6	199	Como fechar e desempilhar elementos em uma estrutura de dados fila ?
estrutura	NOUN	0	6p0_pert_15	6p0	0	0	7	200	Como fechar e desempilhar elementos em uma estrutura de dados fila ?
de	ADP	0	6p0_pert_15	6p0	0	0	8	201	Como fechar e desempilhar elementos em uma estrutura de dados fila ?
dados	NOUN	0	6p0_pert_15	6p0	0	0	9	202	Como fechar e desempilhar elementos em uma estrutura de dados fila ?
fila	NOUN	1	6p0_pert_15	6p0	0	0	10	203	Como fechar e desempilhar elementos em uma estrutura de dados fila ?
?	PUNCT	0	6p0_pert_15	6p0	0	0	11		Como fechar e desempilhar elementos em uma estrutura de dados fila ?
Como	SCONJ	0	6p0_pert_16	6p0	0	0	0	205	Como colar e desempilhar elementos em uma estrutura de dados fila ?
colar	VERB	0	6p0_pert_16	6p0	0	1	1	206	Como colar e desempilhar elementos em uma estrutura de dados fila ?
e	CCONJ	0	6p0_pert_16	6p0	0	0	2	207	Como colar e desempilhar elementos em uma estrutura de dados fila ?
desempilhar	VERB	1	6p0_pert_16	6p0	0	0	3	208	Como colar e desempilhar elementos em uma estrutura de dados fila ?
elementos	NOUN	0	6p0_pert_16	6p0	0	0	4	209	Como colar e desempilhar elementos em uma estrutura de dados fila ?
em	ADP	0	6p0_pert_16	6p0	0	0	5	210	Como colar e desempilhar elementos em uma estrutura de dados fila ?
uma	DET	0	6p0_pert_16	6p0	0	0	6	211	Como colar e desempilhar elementos em uma estrutura de dados fila ?
estrutura	NOUN	0	6p0_pert_16	6p0	0	0	7	212	Como colar e desempilhar elementos em uma estrutura de dados fila ?
de	ADP	0	6p0_pert_16	6p0	0	0	8	213	Como colar e desempilhar elementos em uma estrutura de dados fila ?
dados	NOUN	0	6p0_pert_16	6p0	0	0	9	214	Como colar e desempilhar elementos em uma estrutura de dados fila ?
fila	NOUN	1	6p0_pert_16	6p0	0	0	10	215	Como colar e desempilhar elementos em uma estrutura de dados fila ?
?	PUNCT	0	6p0_pert_16	6p0	0	0	11		Como colar e desempilhar elementos em uma estrutura de dados fila ?
Como	SCONJ	0	6p0_pert_17	6p0	0	0	0	217	Como reunir e desempilhar elementos em uma estrutura de dados fila ?
reunir	VERB	0	6p0_pert_17	6p0	0	1	1	218	Como reunir e desempilhar elementos em uma estrutura de dados fila ?
e	CCONJ	0	6p0_pert_17	6p0	0	0	2	219	Como reunir e desempilhar elementos em uma estrutura de dados fila ?
desempilhar	VERB	1	6p0_pert_17	6p0	0	0	3	220	Como reunir e desempilhar elementos em uma estrutura de dados fila ?
elementos	NOUN	0	6p0_pert_17	6p0	0	0	4	221	Como reunir e desempilhar elementos em uma estrutura de dados fila ?
em	ADP	0	6p0_pert_17	6p0	0	0	5	222	Como reunir e desempilhar elementos em uma estrutura de dados fila ?
uma	DET	0	6p0_pert_17	6p0	0	0	6	223	Como reunir e desempilhar elementos em uma estrutura de dados fila ?
estrutura	NOUN	0	6p0_pert_17	6p0	0	0	7	224	Como reunir e desempilhar elementos em uma estrutura de dados fila ?
de	ADP	0	6p0_pert_17	6p0	0	0	8	225	Como reunir e desempilhar elementos em uma estrutura de dados fila ?
dados	NOUN	0	6p0_pert_17	6p0	0	0	9	226	Como reunir e desempilhar elementos em uma estrutura de dados fila ?
fila	NOUN	1	6p0_pert_17	6p0	0	0	10	227	Como reunir e desempilhar elementos em uma estrutura de dados fila ?
?	PUNCT	0	6p0_pert_17	6p0	0	0	11		Como reunir e desempilhar elementos em uma estrutura de dados fila ?
Como	SCONJ	0	6p0_pert_18	6p0	0	0	0	229	Como unir e desempilhar elementos em uma estrutura de dados fila ?
unir	VERB	0	6p0_pert_18	6p0	0	1	1	230	Como unir e desempilhar elementos em uma estrutura de dados fila ?
e	CCONJ	0	6p0_pert_18	6p0	0	0	2	231	Como unir e desempilhar elementos em uma estrutura de dados fila ?
desempilhar	NOUN	1	6p0_pert_18	6p0	0	0	3	232	Como unir e desempilhar elementos em uma estrutura de dados fila ?
elementos	NOUN	0	6p0_pert_18	6p0	0	0	4	233	Como unir e desempilhar elementos em uma estrutura de dados fila ?
