Token	POS-Tag	OOV	Id	Index	__next__	Granularidade	Documento	Classe	LLM
.	PUNCT	0	2	241	568	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll escreve sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll afirma que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll destaca a pesquisa da química Ana Paula de Souza da Unicamp , a qual investiga a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza analisa os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll afirma que a pesquisadora encontrou que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll destaca que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza enfatiza que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll destaca a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	0	GPT
Com	ADP	0	2	242	569	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll escreve sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll afirma que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll destaca a pesquisa da química Ana Paula de Souza da Unicamp , a qual investiga a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza analisa os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll afirma que a pesquisadora encontrou que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll destaca que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza enfatiza que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll destaca a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	0	GPT
isso	PRON	0	2	243	570	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll escreve sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll afirma que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll destaca a pesquisa da química Ana Paula de Souza da Unicamp , a qual investiga a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza analisa os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll afirma que a pesquisadora encontrou que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll destaca que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza enfatiza que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll destaca a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	0	GPT
,	PUNCT	0	2	244	571	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll escreve sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll afirma que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll destaca a pesquisa da química Ana Paula de Souza da Unicamp , a qual investiga a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza analisa os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll afirma que a pesquisadora encontrou que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll destaca que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza enfatiza que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll destaca a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	0	GPT
Souza	PROPN	0	2	245	572	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll escreve sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll afirma que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll destaca a pesquisa da química Ana Paula de Souza da Unicamp , a qual investiga a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza analisa os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll afirma que a pesquisadora encontrou que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll destaca que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza enfatiza que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll destaca a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	0	GPT
enfatiza	VERB	1	2	246	573	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll escreve sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll afirma que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll destaca a pesquisa da química Ana Paula de Souza da Unicamp , a qual investiga a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza analisa os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll afirma que a pesquisadora encontrou que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll destaca que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza enfatiza que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll destaca a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	0	GPT
que	SCONJ	0	2	247	574	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll escreve sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll afirma que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll destaca a pesquisa da química Ana Paula de Souza da Unicamp , a qual investiga a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza analisa os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll afirma que a pesquisadora encontrou que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll destaca que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza enfatiza que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll destaca a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	0	GPT
é	AUX	0	2	248	575	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll escreve sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll afirma que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll destaca a pesquisa da química Ana Paula de Souza da Unicamp , a qual investiga a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza analisa os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll afirma que a pesquisadora encontrou que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll destaca que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza enfatiza que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll destaca a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	0	GPT
indispensável	ADJ	1	2	249	576	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll escreve sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll afirma que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll destaca a pesquisa da química Ana Paula de Souza da Unicamp , a qual investiga a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza analisa os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll afirma que a pesquisadora encontrou que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll destaca que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza enfatiza que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll destaca a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	0	GPT
a	DET	0	2	250	577	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll escreve sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll afirma que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll destaca a pesquisa da química Ana Paula de Souza da Unicamp , a qual investiga a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza analisa os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll afirma que a pesquisadora encontrou que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll destaca que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza enfatiza que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll destaca a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	0	GPT
atenção	NOUN	0	2	251	578	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll escreve sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll afirma que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll destaca a pesquisa da química Ana Paula de Souza da Unicamp , a qual investiga a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza analisa os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll afirma que a pesquisadora encontrou que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll destaca que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza enfatiza que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll destaca a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	0	GPT
aos	ADP	0	2	252	579	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll escreve sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll afirma que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll destaca a pesquisa da química Ana Paula de Souza da Unicamp , a qual investiga a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza analisa os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll afirma que a pesquisadora encontrou que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll destaca que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza enfatiza que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll destaca a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	0	GPT
níveis	NOUN	0	2	253	580	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll escreve sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll afirma que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll destaca a pesquisa da química Ana Paula de Souza da Unicamp , a qual investiga a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza analisa os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll afirma que a pesquisadora encontrou que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll destaca que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza enfatiza que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll destaca a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	0	GPT
de	ADP	0	2	254	581	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll escreve sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll afirma que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll destaca a pesquisa da química Ana Paula de Souza da Unicamp , a qual investiga a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza analisa os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll afirma que a pesquisadora encontrou que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll destaca que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza enfatiza que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll destaca a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	0	GPT
contaminação	NOUN	1	2	255	582	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll escreve sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll afirma que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll destaca a pesquisa da química Ana Paula de Souza da Unicamp , a qual investiga a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza analisa os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll afirma que a pesquisadora encontrou que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll destaca que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza enfatiza que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll destaca a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	0	GPT
do	ADP	0	2	256	583	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll escreve sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll afirma que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll destaca a pesquisa da química Ana Paula de Souza da Unicamp , a qual investiga a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza analisa os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll afirma que a pesquisadora encontrou que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll destaca que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza enfatiza que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll destaca a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	0	GPT
mel	NOUN	0	2	257	584	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll escreve sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll afirma que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll destaca a pesquisa da química Ana Paula de Souza da Unicamp , a qual investiga a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza analisa os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll afirma que a pesquisadora encontrou que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll destaca que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza enfatiza que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll destaca a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	0	GPT
e	CCONJ	0	2	258	585	0	"No texto Agrotóxicos são detectados em cera e mel de abelha "" ( Jornal da Unicamp 07 a 20/08/2023 ) , Liana Coll escreve sobre a morte expressiva de abelhas no Brasil e como os agrotóxicos podem ser os responsáveis por esse fenômeno . Para isso , Coll afirma que as abelhas são fundamentais para a polinização de 70 % das plantas no planeta e , por isso , a morte desses insetos é preocupante . Nessa lógica de atenção aos possíveis impactos , Liana Coll destaca a pesquisa da química Ana Paula de Souza da Unicamp , a qual investiga a presença de agrotóxicos no mel e na cera de abelhas comuns . Nessa tese de doutorado para a Faculdade de Engenharia de Alimentos , Souza analisa os produtos apícolas – bioindicadores de contaminação - em vez dos insetos polinizadores , já que estes são de difícil manejo por causa do pequeno tamanho e a baixa massa . Como resultado da pesquisa , Coll afirma que a pesquisadora encontrou que das 40 amostras de mel 6 estavam contaminadas com herbicidas e 90 % das ceras analisadas continham um ou mais agrotóxicos . Além disso , Coll destaca que Ana Paula de Souza se interessou pelo tema por causa da preocupação frente à tendência de mortes de abelhas no Brasil , fenômeno que se repete na Europa e nos Estados Unidos , já que esses insetos são indispensáveis para as plantações . Com isso , Souza enfatiza que é indispensável a atenção aos níveis de contaminação do mel e da cera , já que esta é matéria prima para a indústria de cosméticos e aquele é um alimento de amplo uso . Por fim , Liana Coll destaca a recomendação da química Ana Paula de Souza para que as práticas agrícolas possuam mais controle no uso de agrotóxicos , a fim de evitar que esses produtos continuem prejudicando as abelhas e a biodiversidade . """	0	GPT
