Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Sentence
from	ADP	0	56d370aa59d6e414001463c2_pert_4	56d370aa59d6e414001463c2	0	0	9	75	Where was Christina Christian at when she was removed from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_4	56d370aa59d6e414001463c2	0	0	10	76	Where was Christina Christian at when she was removed from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_4	56d370aa59d6e414001463c2	0	0	11	77	Where was Christina Christian at when she was removed from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_4	56d370aa59d6e414001463c2	0	0	12		Where was Christina Christian at when she was removed from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	0	79	Where was Christina Christian at when she was missing from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	1	80	Where was Christina Christian at when she was missing from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	2	81	Where was Christina Christian at when she was missing from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	3	82	Where was Christina Christian at when she was missing from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	4	83	Where was Christina Christian at when she was missing from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	5	84	Where was Christina Christian at when she was missing from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	6	85	Where was Christina Christian at when she was missing from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	7	86	Where was Christina Christian at when she was missing from the show ?
missing	VERB	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	1	8	87	Where was Christina Christian at when she was missing from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	9	88	Where was Christina Christian at when she was missing from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	10	89	Where was Christina Christian at when she was missing from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	11	90	Where was Christina Christian at when she was missing from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	12		Where was Christina Christian at when she was missing from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	0	92	Where was Christina Christian at when she was pulled from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	1	93	Where was Christina Christian at when she was pulled from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	2	94	Where was Christina Christian at when she was pulled from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	3	95	Where was Christina Christian at when she was pulled from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	4	96	Where was Christina Christian at when she was pulled from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	5	97	Where was Christina Christian at when she was pulled from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	6	98	Where was Christina Christian at when she was pulled from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	7	99	Where was Christina Christian at when she was pulled from the show ?
pulled	VERB	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	1	8	100	Where was Christina Christian at when she was pulled from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	9	101	Where was Christina Christian at when she was pulled from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	10	102	Where was Christina Christian at when she was pulled from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	11	103	Where was Christina Christian at when she was pulled from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	12		Where was Christina Christian at when she was pulled from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	0	105	Where was Christina Christian at when she was dismissed from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	1	106	Where was Christina Christian at when she was dismissed from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	2	107	Where was Christina Christian at when she was dismissed from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	3	108	Where was Christina Christian at when she was dismissed from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	4	109	Where was Christina Christian at when she was dismissed from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	5	110	Where was Christina Christian at when she was dismissed from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	6	111	Where was Christina Christian at when she was dismissed from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	7	112	Where was Christina Christian at when she was dismissed from the show ?
dismissed	VERB	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	1	8	113	Where was Christina Christian at when she was dismissed from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	9	114	Where was Christina Christian at when she was dismissed from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	10	115	Where was Christina Christian at when she was dismissed from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	11	116	Where was Christina Christian at when she was dismissed from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	12		Where was Christina Christian at when she was dismissed from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	0	118	Where was Christina Christian at when she was ejected from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	1	119	Where was Christina Christian at when she was ejected from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	2	120	Where was Christina Christian at when she was ejected from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	3	121	Where was Christina Christian at when she was ejected from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	4	122	Where was Christina Christian at when she was ejected from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	5	123	Where was Christina Christian at when she was ejected from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	6	124	Where was Christina Christian at when she was ejected from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	7	125	Where was Christina Christian at when she was ejected from the show ?
ejected	VERB	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	1	8	126	Where was Christina Christian at when she was ejected from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	9	127	Where was Christina Christian at when she was ejected from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	10	128	Where was Christina Christian at when she was ejected from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	11	129	Where was Christina Christian at when she was ejected from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	12		Where was Christina Christian at when she was ejected from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	0	131	Where was Christina Christian at when she was dropped from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	1	132	Where was Christina Christian at when she was dropped from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	2	133	Where was Christina Christian at when she was dropped from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	3	134	Where was Christina Christian at when she was dropped from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	4	135	Where was Christina Christian at when she was dropped from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	5	136	Where was Christina Christian at when she was dropped from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	6	137	Where was Christina Christian at when she was dropped from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	7	138	Where was Christina Christian at when she was dropped from the show ?
dropped	VERB	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	1	8	139	Where was Christina Christian at when she was dropped from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	9	140	Where was Christina Christian at when she was dropped from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	10	141	Where was Christina Christian at when she was dropped from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	11	142	Where was Christina Christian at when she was dropped from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	12		Where was Christina Christian at when she was dropped from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	0	144	Where was Christina Christian at when she was banned from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	1	145	Where was Christina Christian at when she was banned from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	2	146	Where was Christina Christian at when she was banned from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	3	147	Where was Christina Christian at when she was banned from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	4	148	Where was Christina Christian at when she was banned from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	5	149	Where was Christina Christian at when she was banned from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	6	150	Where was Christina Christian at when she was banned from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	7	151	Where was Christina Christian at when she was banned from the show ?
banned	VERB	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	1	8	152	Where was Christina Christian at when she was banned from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	9	153	Where was Christina Christian at when she was banned from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	10	154	Where was Christina Christian at when she was banned from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	11	155	Where was Christina Christian at when she was banned from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	12		Where was Christina Christian at when she was banned from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	0	157	Where was Christina Christian at when she was cut from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	1	158	Where was Christina Christian at when she was cut from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	2	159	Where was Christina Christian at when she was cut from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	3	160	Where was Christina Christian at when she was cut from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	4	161	Where was Christina Christian at when she was cut from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	5	162	Where was Christina Christian at when she was cut from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	6	163	Where was Christina Christian at when she was cut from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	7	164	Where was Christina Christian at when she was cut from the show ?
cut	VERB	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	1	8	165	Where was Christina Christian at when she was cut from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	9	166	Where was Christina Christian at when she was cut from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	10	167	Where was Christina Christian at when she was cut from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	11	168	Where was Christina Christian at when she was cut from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	12		Where was Christina Christian at when she was cut from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	0	170	Where was Christina Christian at when she was taken from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	1	171	Where was Christina Christian at when she was taken from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	2	172	Where was Christina Christian at when she was taken from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	3	173	Where was Christina Christian at when she was taken from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	4	174	Where was Christina Christian at when she was taken from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	5	175	Where was Christina Christian at when she was taken from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	6	176	Where was Christina Christian at when she was taken from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	7	177	Where was Christina Christian at when she was taken from the show ?
taken	VERB	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	1	8	178	Where was Christina Christian at when she was taken from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	9	179	Where was Christina Christian at when she was taken from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	10	180	Where was Christina Christian at when she was taken from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	11	181	Where was Christina Christian at when she was taken from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	12		Where was Christina Christian at when she was taken from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	0	183	Where was Christina Christian at when she was suspended from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	1	184	Where was Christina Christian at when she was suspended from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	2	185	Where was Christina Christian at when she was suspended from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	3	186	Where was Christina Christian at when she was suspended from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	4	187	Where was Christina Christian at when she was suspended from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	5	188	Where was Christina Christian at when she was suspended from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	6	189	Where was Christina Christian at when she was suspended from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	7	190	Where was Christina Christian at when she was suspended from the show ?
