Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Sentence
What	PRON	0	56ce34c7aab44d1400b88596_pert_5	56ce34c7aab44d1400b88596	0	0	0	What was the identity of Estêvão Gomes ?
was	AUX	0	56ce34c7aab44d1400b88596_pert_5	56ce34c7aab44d1400b88596	0	0	1	What was the identity of Estêvão Gomes ?
the	DET	0	56ce34c7aab44d1400b88596_pert_5	56ce34c7aab44d1400b88596	0	0	2	What was the identity of Estêvão Gomes ?
identity	NOUN	0	56ce34c7aab44d1400b88596_pert_5	56ce34c7aab44d1400b88596	0	1	3	What was the identity of Estêvão Gomes ?
of	ADP	0	56ce34c7aab44d1400b88596_pert_5	56ce34c7aab44d1400b88596	0	0	4	What was the identity of Estêvão Gomes ?
Estêvão	PROPN	1	56ce34c7aab44d1400b88596_pert_5	56ce34c7aab44d1400b88596	0	0	5	What was the identity of Estêvão Gomes ?
Gomes	PROPN	1	56ce34c7aab44d1400b88596_pert_5	56ce34c7aab44d1400b88596	0	0	6	What was the identity of Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_5	56ce34c7aab44d1400b88596	0	0	7	What was the identity of Estêvão Gomes ?
What	PRON	0	56ce34c7aab44d1400b88596_pert_6	56ce34c7aab44d1400b88596	0	0	0	What was the work of Estêvão Gomes ?
was	AUX	0	56ce34c7aab44d1400b88596_pert_6	56ce34c7aab44d1400b88596	0	0	1	What was the work of Estêvão Gomes ?
the	DET	0	56ce34c7aab44d1400b88596_pert_6	56ce34c7aab44d1400b88596	0	0	2	What was the work of Estêvão Gomes ?
work	NOUN	0	56ce34c7aab44d1400b88596_pert_6	56ce34c7aab44d1400b88596	0	1	3	What was the work of Estêvão Gomes ?
of	ADP	0	56ce34c7aab44d1400b88596_pert_6	56ce34c7aab44d1400b88596	0	0	4	What was the work of Estêvão Gomes ?
Estêvão	PROPN	1	56ce34c7aab44d1400b88596_pert_6	56ce34c7aab44d1400b88596	0	0	5	What was the work of Estêvão Gomes ?
Gomes	PROPN	1	56ce34c7aab44d1400b88596_pert_6	56ce34c7aab44d1400b88596	0	0	6	What was the work of Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_6	56ce34c7aab44d1400b88596	0	0	7	What was the work of Estêvão Gomes ?
What	PRON	0	56ce34c7aab44d1400b88596_pert_7	56ce34c7aab44d1400b88596	0	0	0	What was the motive of Estêvão Gomes ?
was	AUX	0	56ce34c7aab44d1400b88596_pert_7	56ce34c7aab44d1400b88596	0	0	1	What was the motive of Estêvão Gomes ?
the	DET	0	56ce34c7aab44d1400b88596_pert_7	56ce34c7aab44d1400b88596	0	0	2	What was the motive of Estêvão Gomes ?
motive	NOUN	0	56ce34c7aab44d1400b88596_pert_7	56ce34c7aab44d1400b88596	0	1	3	What was the motive of Estêvão Gomes ?
of	ADP	0	56ce34c7aab44d1400b88596_pert_7	56ce34c7aab44d1400b88596	0	0	4	What was the motive of Estêvão Gomes ?
Estêvão	PROPN	1	56ce34c7aab44d1400b88596_pert_7	56ce34c7aab44d1400b88596	0	0	5	What was the motive of Estêvão Gomes ?
Gomes	PROPN	1	56ce34c7aab44d1400b88596_pert_7	56ce34c7aab44d1400b88596	0	0	6	What was the motive of Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_7	56ce34c7aab44d1400b88596	0	0	7	What was the motive of Estêvão Gomes ?
What	PRON	0	56ce34c7aab44d1400b88596_pert_8	56ce34c7aab44d1400b88596	0	0	0	What was the meaning of Estêvão Gomes ?
was	AUX	0	56ce34c7aab44d1400b88596_pert_8	56ce34c7aab44d1400b88596	0	0	1	What was the meaning of Estêvão Gomes ?
the	DET	0	56ce34c7aab44d1400b88596_pert_8	56ce34c7aab44d1400b88596	0	0	2	What was the meaning of Estêvão Gomes ?
meaning	NOUN	0	56ce34c7aab44d1400b88596_pert_8	56ce34c7aab44d1400b88596	0	1	3	What was the meaning of Estêvão Gomes ?
of	ADP	0	56ce34c7aab44d1400b88596_pert_8	56ce34c7aab44d1400b88596	0	0	4	What was the meaning of Estêvão Gomes ?
Estêvão	PROPN	1	56ce34c7aab44d1400b88596_pert_8	56ce34c7aab44d1400b88596	0	0	5	What was the meaning of Estêvão Gomes ?
Gomes	PROPN	1	56ce34c7aab44d1400b88596_pert_8	56ce34c7aab44d1400b88596	0	0	6	What was the meaning of Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_8	56ce34c7aab44d1400b88596	0	0	7	What was the meaning of Estêvão Gomes ?
What	PRON	0	56ce34c7aab44d1400b88596_pert_9	56ce34c7aab44d1400b88596	0	0	0	What was the significance of Estêvão Gomes ?
was	AUX	0	56ce34c7aab44d1400b88596_pert_9	56ce34c7aab44d1400b88596	0	0	1	What was the significance of Estêvão Gomes ?
the	DET	0	56ce34c7aab44d1400b88596_pert_9	56ce34c7aab44d1400b88596	0	0	2	What was the significance of Estêvão Gomes ?
significance	NOUN	0	56ce34c7aab44d1400b88596_pert_9	56ce34c7aab44d1400b88596	0	1	3	What was the significance of Estêvão Gomes ?
of	ADP	0	56ce34c7aab44d1400b88596_pert_9	56ce34c7aab44d1400b88596	0	0	4	What was the significance of Estêvão Gomes ?
Estêvão	PROPN	1	56ce34c7aab44d1400b88596_pert_9	56ce34c7aab44d1400b88596	0	0	5	What was the significance of Estêvão Gomes ?
Gomes	PROPN	1	56ce34c7aab44d1400b88596_pert_9	56ce34c7aab44d1400b88596	0	0	6	What was the significance of Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_9	56ce34c7aab44d1400b88596	0	0	7	What was the significance of Estêvão Gomes ?
What	PRON	0	56ce34c7aab44d1400b88596_pert_10	56ce34c7aab44d1400b88596	0	0	0	What was the nature of Estêvão Gomes ?
was	AUX	0	56ce34c7aab44d1400b88596_pert_10	56ce34c7aab44d1400b88596	0	0	1	What was the nature of Estêvão Gomes ?
the	DET	0	56ce34c7aab44d1400b88596_pert_10	56ce34c7aab44d1400b88596	0	0	2	What was the nature of Estêvão Gomes ?
nature	NOUN	0	56ce34c7aab44d1400b88596_pert_10	56ce34c7aab44d1400b88596	0	1	3	What was the nature of Estêvão Gomes ?
of	ADP	0	56ce34c7aab44d1400b88596_pert_10	56ce34c7aab44d1400b88596	0	0	4	What was the nature of Estêvão Gomes ?
Estêvão	PROPN	1	56ce34c7aab44d1400b88596_pert_10	56ce34c7aab44d1400b88596	0	0	5	What was the nature of Estêvão Gomes ?
Gomes	PROPN	1	56ce34c7aab44d1400b88596_pert_10	56ce34c7aab44d1400b88596	0	0	6	What was the nature of Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_10	56ce34c7aab44d1400b88596	0	0	7	What was the nature of Estêvão Gomes ?
What	PRON	0	56ce34c7aab44d1400b88596_pert_11	56ce34c7aab44d1400b88596	0	0	0	What was the cause of Estêvão Gomes ?
was	AUX	0	56ce34c7aab44d1400b88596_pert_11	56ce34c7aab44d1400b88596	0	0	1	What was the cause of Estêvão Gomes ?
the	DET	0	56ce34c7aab44d1400b88596_pert_11	56ce34c7aab44d1400b88596	0	0	2	What was the cause of Estêvão Gomes ?
cause	NOUN	0	56ce34c7aab44d1400b88596_pert_11	56ce34c7aab44d1400b88596	0	1	3	What was the cause of Estêvão Gomes ?
of	ADP	0	56ce34c7aab44d1400b88596_pert_11	56ce34c7aab44d1400b88596	0	0	4	What was the cause of Estêvão Gomes ?
Estêvão	PROPN	1	56ce34c7aab44d1400b88596_pert_11	56ce34c7aab44d1400b88596	0	0	5	What was the cause of Estêvão Gomes ?
Gomes	PROPN	1	56ce34c7aab44d1400b88596_pert_11	56ce34c7aab44d1400b88596	0	0	6	What was the cause of Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_11	56ce34c7aab44d1400b88596	0	0	7	What was the cause of Estêvão Gomes ?
What	PRON	0	56ce34c7aab44d1400b88596_pert_12	56ce34c7aab44d1400b88596	0	0	0	What was the history of Estêvão Gomes ?
was	AUX	0	56ce34c7aab44d1400b88596_pert_12	56ce34c7aab44d1400b88596	0	0	1	What was the history of Estêvão Gomes ?
the	DET	0	56ce34c7aab44d1400b88596_pert_12	56ce34c7aab44d1400b88596	0	0	2	What was the history of Estêvão Gomes ?
history	NOUN	0	56ce34c7aab44d1400b88596_pert_12	56ce34c7aab44d1400b88596	0	1	3	What was the history of Estêvão Gomes ?
of	ADP	0	56ce34c7aab44d1400b88596_pert_12	56ce34c7aab44d1400b88596	0	0	4	What was the history of Estêvão Gomes ?
Estêvão	PROPN	1	56ce34c7aab44d1400b88596_pert_12	56ce34c7aab44d1400b88596	0	0	5	What was the history of Estêvão Gomes ?
Gomes	PROPN	1	56ce34c7aab44d1400b88596_pert_12	56ce34c7aab44d1400b88596	0	0	6	What was the history of Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_12	56ce34c7aab44d1400b88596	0	0	7	What was the history of Estêvão Gomes ?
What	PRON	0	56ce34c7aab44d1400b88596_pert_13	56ce34c7aab44d1400b88596	0	0	0	What was the case of Estêvão Gomes ?
was	AUX	0	56ce34c7aab44d1400b88596_pert_13	56ce34c7aab44d1400b88596	0	0	1	What was the case of Estêvão Gomes ?
the	DET	0	56ce34c7aab44d1400b88596_pert_13	56ce34c7aab44d1400b88596	0	0	2	What was the case of Estêvão Gomes ?
case	NOUN	0	56ce34c7aab44d1400b88596_pert_13	56ce34c7aab44d1400b88596	0	1	3	What was the case of Estêvão Gomes ?
of	ADP	0	56ce34c7aab44d1400b88596_pert_13	56ce34c7aab44d1400b88596	0	0	4	What was the case of Estêvão Gomes ?
Estêvão	PROPN	1	56ce34c7aab44d1400b88596_pert_13	56ce34c7aab44d1400b88596	0	0	5	What was the case of Estêvão Gomes ?
Gomes	PROPN	1	56ce34c7aab44d1400b88596_pert_13	56ce34c7aab44d1400b88596	0	0	6	What was the case of Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_13	56ce34c7aab44d1400b88596	0	0	7	What was the case of Estêvão Gomes ?
What	PRON	0	56ce34c7aab44d1400b88596_pert_14	56ce34c7aab44d1400b88596	0	0	0	What was the life of Estêvão Gomes ?
was	AUX	0	56ce34c7aab44d1400b88596_pert_14	56ce34c7aab44d1400b88596	0	0	1	What was the life of Estêvão Gomes ?
the	DET	0	56ce34c7aab44d1400b88596_pert_14	56ce34c7aab44d1400b88596	0	0	2	What was the life of Estêvão Gomes ?
life	NOUN	0	56ce34c7aab44d1400b88596_pert_14	56ce34c7aab44d1400b88596	0	1	3	What was the life of Estêvão Gomes ?
of	ADP	0	56ce34c7aab44d1400b88596_pert_14	56ce34c7aab44d1400b88596	0	0	4	What was the life of Estêvão Gomes ?
Estêvão	PROPN	1	56ce34c7aab44d1400b88596_pert_14	56ce34c7aab44d1400b88596	0	0	5	What was the life of Estêvão Gomes ?
Gomes	PROPN	1	56ce34c7aab44d1400b88596_pert_14	56ce34c7aab44d1400b88596	0	0	6	What was the life of Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_14	56ce34c7aab44d1400b88596	0	0	7	What was the life of Estêvão Gomes ?
What	PRON	0	56ce34c7aab44d1400b88596_pert_15	56ce34c7aab44d1400b88596	0	0	0	What was the place of Estêvão Gomes ?
was	AUX	0	56ce34c7aab44d1400b88596_pert_15	56ce34c7aab44d1400b88596	0	0	1	What was the place of Estêvão Gomes ?
the	DET	0	56ce34c7aab44d1400b88596_pert_15	56ce34c7aab44d1400b88596	0	0	2	What was the place of Estêvão Gomes ?
place	NOUN	0	56ce34c7aab44d1400b88596_pert_15	56ce34c7aab44d1400b88596	0	1	3	What was the place of Estêvão Gomes ?
of	ADP	0	56ce34c7aab44d1400b88596_pert_15	56ce34c7aab44d1400b88596	0	0	4	What was the place of Estêvão Gomes ?
Estêvão	PROPN	1	56ce34c7aab44d1400b88596_pert_15	56ce34c7aab44d1400b88596	0	0	5	What was the place of Estêvão Gomes ?
Gomes	PROPN	1	56ce34c7aab44d1400b88596_pert_15	56ce34c7aab44d1400b88596	0	0	6	What was the place of Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_15	56ce34c7aab44d1400b88596	0	0	7	What was the place of Estêvão Gomes ?
What	PRON	0	56ce34c7aab44d1400b88596_pert_16	56ce34c7aab44d1400b88596	0	0	0	What was the motivation of Estêvão Gomes ?
was	AUX	0	56ce34c7aab44d1400b88596_pert_16	56ce34c7aab44d1400b88596	0	0	1	What was the motivation of Estêvão Gomes ?
the	DET	0	56ce34c7aab44d1400b88596_pert_16	56ce34c7aab44d1400b88596	0	0	2	What was the motivation of Estêvão Gomes ?
motivation	NOUN	0	56ce34c7aab44d1400b88596_pert_16	56ce34c7aab44d1400b88596	0	1	3	What was the motivation of Estêvão Gomes ?
of	ADP	0	56ce34c7aab44d1400b88596_pert_16	56ce34c7aab44d1400b88596	0	0	4	What was the motivation of Estêvão Gomes ?
Estêvão	PROPN	1	56ce34c7aab44d1400b88596_pert_16	56ce34c7aab44d1400b88596	0	0	5	What was the motivation of Estêvão Gomes ?
Gomes	PROPN	1	56ce34c7aab44d1400b88596_pert_16	56ce34c7aab44d1400b88596	0	0	6	What was the motivation of Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_16	56ce34c7aab44d1400b88596	0	0	7	What was the motivation of Estêvão Gomes ?
What	PRON	0	56ce34c7aab44d1400b88596_pert_17	56ce34c7aab44d1400b88596	0	0	0	What was the destiny of Estêvão Gomes ?
was	AUX	0	56ce34c7aab44d1400b88596_pert_17	56ce34c7aab44d1400b88596	0	0	1	What was the destiny of Estêvão Gomes ?
the	DET	0	56ce34c7aab44d1400b88596_pert_17	56ce34c7aab44d1400b88596	0	0	2	What was the destiny of Estêvão Gomes ?
destiny	NOUN	0	56ce34c7aab44d1400b88596_pert_17	56ce34c7aab44d1400b88596	0	1	3	What was the destiny of Estêvão Gomes ?
of	ADP	0	56ce34c7aab44d1400b88596_pert_17	56ce34c7aab44d1400b88596	0	0	4	What was the destiny of Estêvão Gomes ?
Estêvão	PROPN	1	56ce34c7aab44d1400b88596_pert_17	56ce34c7aab44d1400b88596	0	0	5	What was the destiny of Estêvão Gomes ?
Gomes	PROPN	1	56ce34c7aab44d1400b88596_pert_17	56ce34c7aab44d1400b88596	0	0	6	What was the destiny of Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_17	56ce34c7aab44d1400b88596	0	0	7	What was the destiny of Estêvão Gomes ?
What	PRON	0	56ce34c7aab44d1400b88596_pert_18	56ce34c7aab44d1400b88596	0	0	0	What was the position of Estêvão Gomes ?
was	AUX	0	56ce34c7aab44d1400b88596_pert_18	56ce34c7aab44d1400b88596	0	0	1	What was the position of Estêvão Gomes ?
the	DET	0	56ce34c7aab44d1400b88596_pert_18	56ce34c7aab44d1400b88596	0	0	2	What was the position of Estêvão Gomes ?
position	NOUN	0	56ce34c7aab44d1400b88596_pert_18	56ce34c7aab44d1400b88596	0	1	3	What was the position of Estêvão Gomes ?
of	ADP	0	56ce34c7aab44d1400b88596_pert_18	56ce34c7aab44d1400b88596	0	0	4	What was the position of Estêvão Gomes ?
Estêvão	PROPN	1	56ce34c7aab44d1400b88596_pert_18	56ce34c7aab44d1400b88596	0	0	5	What was the position of Estêvão Gomes ?
Gomes	PROPN	1	56ce34c7aab44d1400b88596_pert_18	56ce34c7aab44d1400b88596	0	0	6	What was the position of Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_18	56ce34c7aab44d1400b88596	0	0	7	What was the position of Estêvão Gomes ?
What	PRON	0	56ce34c7aab44d1400b88596_pert_19	56ce34c7aab44d1400b88596	0	0	0	What was the origin of Estêvão Gomes ?
was	AUX	0	56ce34c7aab44d1400b88596_pert_19	56ce34c7aab44d1400b88596	0	0	1	What was the origin of Estêvão Gomes ?
the	DET	0	56ce34c7aab44d1400b88596_pert_19	56ce34c7aab44d1400b88596	0	0	2	What was the origin of Estêvão Gomes ?
origin	NOUN	0	56ce34c7aab44d1400b88596_pert_19	56ce34c7aab44d1400b88596	0	1	3	What was the origin of Estêvão Gomes ?
of	ADP	0	56ce34c7aab44d1400b88596_pert_19	56ce34c7aab44d1400b88596	0	0	4	What was the origin of Estêvão Gomes ?
Estêvão	PROPN	1	56ce34c7aab44d1400b88596_pert_19	56ce34c7aab44d1400b88596	0	0	5	What was the origin of Estêvão Gomes ?
Gomes	PROPN	1	56ce34c7aab44d1400b88596_pert_19	56ce34c7aab44d1400b88596	0	0	6	What was the origin of Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_19	56ce34c7aab44d1400b88596	0	0	7	What was the origin of Estêvão Gomes ?
