Sentença	Id	Origem	__next__	Classe
How to squeeze and pop elements in a queue data structure ?	6p0_pert_7	6p0	114	0
How to tap and pop elements in a queue data structure ?	6p0_pert_8	6p0	115	0
How to jam and pop elements in a queue data structure ?	6p0_pert_9	6p0	116	0
How to smash and pop elements in a queue data structure ?	6p0_pert_10	6p0	117	0
How to put and pop elements in a queue data structure ?	6p0_pert_11	6p0	118	0
How to plug and pop elements in a queue data structure ?	6p0_pert_12	6p0	119	0
How to throw and pop elements in a queue data structure ?	6p0_pert_13	6p0	120	0
How to dump and pop elements in a queue data structure ?	6p0_pert_14	6p0	121	0
How to try and pop elements in a queue data structure ?	6p0_pert_15	6p0	122	0
How to press and pop elements in a queue data structure ?	6p0_pert_16	6p0	123	0
How to sit and pop elements in a queue data structure ?	6p0_pert_17	6p0	124	0
How to scratch and pop elements in a queue data structure ?	6p0_pert_18	6p0	125	0
How to load and pop elements in a queue data structure ?	6p0_pert_19	6p0		0
How to pop elements from a queue ?	7p0	7p0	127	1
How to remove elements from a queue ?	7p0_pert_0	7p0	128	0
How to separate elements from a queue ?	7p0_pert_1	7p0	129	0
How to extract elements from a queue ?	7p0_pert_2	7p0	130	0
How to select elements from a queue ?	7p0_pert_3	7p0	131	0
How to retrieve elements from a queue ?	7p0_pert_4	7p0	132	0
How to pull elements from a queue ?	7p0_pert_5	7p0	133	0
How to draw elements from a queue ?	7p0_pert_6	7p0	134	0
How to pick elements from a queue ?	7p0_pert_7	7p0	135	0
How to choose elements from a queue ?	7p0_pert_8	7p0	136	0
How to create elements from a queue ?	7p0_pert_9	7p0	137	0
How to generate elements from a queue ?	7p0_pert_10	7p0	138	0
How to order elements from a queue ?	7p0_pert_11	7p0	139	0
How to collect elements from a queue ?	7p0_pert_12	7p0	140	0
How to fetch elements from a queue ?	7p0_pert_13	7p0	141	0
How to get elements from a queue ?	7p0_pert_14	7p0	142	0
How to eliminate elements from a queue ?	7p0_pert_15	7p0	143	0
How to use elements from a queue ?	7p0_pert_16	7p0	144	0
How to sort elements from a queue ?	7p0_pert_17	7p0	145	0
How to add elements from a queue ?	7p0_pert_18	7p0	146	0
How to insert elements from a queue ?	7p0_pert_19	7p0		0
How to pop elements in a queue data structure ?	8p0	8p0	148	1
How to manage elements in a queue data structure ?	8p0_pert_0	8p0	149	0
How to organize elements in a queue data structure ?	8p0_pert_1	8p0	150	0
How to store elements in a queue data structure ?	8p0_pert_2	8p0	151	0
How to represent elements in a queue data structure ?	8p0_pert_3	8p0	152	0
How to handle elements in a queue data structure ?	8p0_pert_4	8p0	153	0
How to define elements in a queue data structure ?	8p0_pert_5	8p0	154	0
How to use elements in a queue data structure ?	8p0_pert_6	8p0	155	0
How to arrange elements in a queue data structure ?	8p0_pert_7	8p0	156	0
How to manipulate elements in a queue data structure ?	8p0_pert_8	8p0	157	0
How to sort elements in a queue data structure ?	8p0_pert_9	8p0	158	0
How to describe elements in a queue data structure ?	8p0_pert_10	8p0	159	0
How to separate elements in a queue data structure ?	8p0_pert_11	8p0	160	0
How to place elements in a queue data structure ?	8p0_pert_12	8p0	161	0
How to find elements in a queue data structure ?	8p0_pert_13	8p0	162	0
How to create elements in a queue data structure ?	8p0_pert_14	8p0	163	0
How to identify elements in a queue data structure ?	8p0_pert_15	8p0	164	0
How to process elements in a queue data structure ?	8p0_pert_16	8p0	165	0
How to access elements in a queue data structure ?	8p0_pert_17	8p0	166	0
How to order elements in a queue data structure ?	8p0_pert_18	8p0	167	0
How to implement elements in a queue data structure ?	8p0_pert_19	8p0		0
What is a queue and how to push its element ?	9p0	9p0	169	1
What is a queue and how to find its element ?	9p0_pert_0	9p0	170	0
What is a queue and how to use its element ?	9p0_pert_1	9p0	171	0
What is a queue and how to access its element ?	9p0_pert_2	9p0	172	0
What is a queue and how to manage its element ?	9p0_pert_3	9p0	173	0
What is a queue and how to define its element ?	9p0_pert_4	9p0	174	0
What is a queue and how to identify its element ?	9p0_pert_5	9p0	175	0
What is a queue and how to handle its element ?	9p0_pert_6	9p0	176	0
What is a queue and how to retrieve its element ?	9p0_pert_7	9p0	177	0
What is a queue and how to control its element ?	9p0_pert_8	9p0	178	0
What is a queue and how to select its element ?	9p0_pert_9	9p0	179	0
What is a queue and how to choose its element ?	9p0_pert_10	9p0	180	0
What is a queue and how to create its element ?	9p0_pert_11	9p0	181	0
What is a queue and how to manipulate its element ?	9p0_pert_12	9p0	182	0
What is a queue and how to determine its element ?	9p0_pert_13	9p0	183	0
What is a queue and how to reach its element ?	9p0_pert_14	9p0	184	0
What is a queue and how to organize its element ?	9p0_pert_15	9p0	185	0
What is a queue and how to get its element ?	9p0_pert_16	9p0	186	0
What is a queue and how to sort its element ?	9p0_pert_17	9p0	187	0
What is a queue and how to describe its element ?	9p0_pert_18	9p0	188	0
What is a queue and how to obtain its element ?	9p0_pert_19	9p0		0
What is a stack and how to enqueue its element ?	10p0	10p0	190	1
What is a stack and how to define its element ?	10p0_pert_0	10p0	191	0
What is a stack and how to use its element ?	10p0_pert_1	10p0	192	0
What is a stack and how to find its element ?	10p0_pert_2	10p0	193	0
What is a stack and how to describe its element ?	10p0_pert_3	10p0	194	0
What is a stack and how to manage its element ?	10p0_pert_4	10p0	195	0
What is a stack and how to access its element ?	10p0_pert_5	10p0	196	0
What is a stack and how to represent its element ?	10p0_pert_6	10p0	197	0
What is a stack and how to handle its element ?	10p0_pert_7	10p0	198	0
What is a stack and how to determine its element ?	10p0_pert_8	10p0	199	0
What is a stack and how to calculate its element ?	10p0_pert_9	10p0	200	0
What is a stack and how to manipulate its element ?	10p0_pert_10	10p0	201	0
What is a stack and how to store its element ?	10p0_pert_11	10p0	202	0
What is a stack and how to identify its element ?	10p0_pert_12	10p0	203	0
What is a stack and how to organize its element ?	10p0_pert_13	10p0	204	0
What is a stack and how to implement its element ?	10p0_pert_14	10p0	205	0
What is a stack and how to modify its element ?	10p0_pert_15	10p0	206	0
What is a stack and how to write its element ?	10p0_pert_16	10p0	207	0
What is a stack and how to count its element ?	10p0_pert_17	10p0	208	0
What is a stack and how to construct its element ?	10p0_pert_18	10p0	209	0
What is a stack and how to get its element ?	10p0_pert_19	10p0		0
What is a stack and how to dequeue an element in it ?	11p0	11p0	211	1
What is a stack and how to put an element in it ?	11p0_pert_0	11p0	212	0
What is a stack and how to place an element in it ?	11p0_pert_1	11p0	213	0
What is a stack and how to find an element in it ?	11p0_pert_2	11p0	214	0
What is a stack and how to store an element in it ?	11p0_pert_3	11p0	215	0
What is a stack and how to use an element in it ?	11p0_pert_4	11p0	216	0
What is a stack and how to represent an element in it ?	11p0_pert_5	11p0	217	0
What is a stack and how to define an element in it ?	11p0_pert_6	11p0	218	0
What is a stack and how to manage an element in it ?	11p0_pert_7	11p0	219	0
What is a stack and how to implement an element in it ?	11p0_pert_8	11p0	220	0
What is a stack and how to write an element in it ?	11p0_pert_9	11p0	221	0
What is a stack and how to create an element in it ?	11p0_pert_10	11p0	222	0
What is a stack and how to get an element in it ?	11p0_pert_11	11p0	223	0
What is a stack and how to describe an element in it ?	11p0_pert_12	11p0	224	0
What is a stack and how to handle an element in it ?	11p0_pert_13	11p0	225	0
What is a stack and how to organize an element in it ?	11p0_pert_14	11p0	226	0
What is a stack and how to sort an element in it ?	11p0_pert_15	11p0	227	0
What is a stack and how to manipulate an element in it ?	11p0_pert_16	11p0	228	0
What is a stack and how to locate an element in it ?	11p0_pert_17	11p0	229	0
What is a stack and how to set an element in it ?	11p0_pert_18	11p0	230	0
What is a stack and how to arrange an element in it ?	11p0_pert_19	11p0		0
What is a queue and how to pop an element from it ?	12p0	12p0	232	1
What is a queue and how to extract an element from it ?	12p0_pert_0	12p0	233	0
What is a queue and how to remove an element from it ?	12p0_pert_1	12p0	234	0
What is a queue and how to create an element from it ?	12p0_pert_2	12p0	235	0
What is a queue and how to retrieve an element from it ?	12p0_pert_3	12p0	236	0
What is a queue and how to get an element from it ?	12p0_pert_4	12p0	237	0
What is a queue and how to choose an element from it ?	12p0_pert_5	12p0	238	0
What is a queue and how to select an element from it ?	12p0_pert_6	12p0	239	0
What is a queue and how to generate an element from it ?	12p0_pert_7	12p0	240	0
What is a queue and how to find an element from it ?	12p0_pert_8	12p0	241	0
What is a queue and how to draw an element from it ?	12p0_pert_9	12p0	242	0
What is a queue and how to obtain an element from it ?	12p0_pert_10	12p0	243	0
What is a queue and how to pick an element from it ?	12p0_pert_11	12p0	244	0
What is a queue and how to build an element from it ?	12p0_pert_12	12p0	245	0
What is a queue and how to pull an element from it ?	12p0_pert_13	12p0	246	0
What is a queue and how to separate an element from it ?	12p0_pert_14	12p0	247	0
What is a queue and how to access an element from it ?	12p0_pert_15	12p0	248	0
What is a queue and how to fetch an element from it ?	12p0_pert_16	12p0	249	0
What is a queue and how to produce an element from it ?	12p0_pert_17	12p0	250	0
What is a queue and how to derive an element from it ?	12p0_pert_18	12p0	251	0
What is a queue and how to construct an element from it ?	12p0_pert_19	12p0		0
What is a stack and how to enqueue an element in it ?	13p0	13p0	253	1
What is a stack and how to put an element in it ?	13p0_pert_0	13p0	254	0
What is a stack and how to place an element in it ?	13p0_pert_1	13p0	255	0
What is a stack and how to find an element in it ?	13p0_pert_2	13p0	256	0
What is a stack and how to store an element in it ?	13p0_pert_3	13p0	257	0
What is a stack and how to use an element in it ?	13p0_pert_4	13p0	258	0
What is a stack and how to represent an element in it ?	13p0_pert_5	13p0	259	0
What is a stack and how to define an element in it ?	13p0_pert_6	13p0	260	0
What is a stack and how to manage an element in it ?	13p0_pert_7	13p0	261	0
What is a stack and how to implement an element in it ?	13p0_pert_8	13p0	262	0
What is a stack and how to write an element in it ?	13p0_pert_9	13p0	263	0
What is a stack and how to create an element in it ?	13p0_pert_10	13p0	264	0
What is a stack and how to get an element in it ?	13p0_pert_11	13p0	265	0
What is a stack and how to describe an element in it ?	13p0_pert_12	13p0	266	0
What is a stack and how to handle an element in it ?	13p0_pert_13	13p0	267	0
What is a stack and how to organize an element in it ?	13p0_pert_14	13p0	268	0
What is a stack and how to sort an element in it ?	13p0_pert_15	13p0	269	0
What is a stack and how to manipulate an element in it ?	13p0_pert_16	13p0	270	0
What is a stack and how to locate an element in it ?	13p0_pert_17	13p0	271	0
What is a stack and how to set an element in it ?	13p0_pert_18	13p0	272	0
What is a stack and how to arrange an element in it ?	13p0_pert_19	13p0		0
What is a queue and how to push an element on it ?	14p0	14p0	274	1
What is a queue and how to place an element on it ?	14p0_pert_0	14p0	275	0
What is a queue and how to put an element on it ?	14p0_pert_1	14p0	276	0
What is a queue and how to find an element on it ?	14p0_pert_2	14p0	277	0
What is a queue and how to create an element on it ?	14p0_pert_3	14p0	278	0
What is a queue and how to get an element on it ?	14p0_pert_4	14p0	279	0
What is a queue and how to run an element on it ?	14p0_pert_5	14p0	280	0
What is a queue and how to execute an element on it ?	14p0_pert_6	14p0	281	0
What is a queue and how to store an element on it ?	14p0_pert_7	14p0	282	0
What is a queue and how to build an element on it ?	14p0_pert_8	14p0	283	0
What is a queue and how to load an element on it ?	14p0_pert_9	14p0	284	0
What is a queue and how to add an element on it ?	14p0_pert_10	14p0	285	0
What is a queue and how to implement an element on it ?	14p0_pert_11	14p0	286	0
What is a queue and how to use an element on it ?	14p0_pert_12	14p0	287	0
What is a queue and how to define an element on it ?	14p0_pert_13	14p0	288	0
What is a queue and how to perform an element on it ?	14p0_pert_14	14p0	289	0
What is a queue and how to set an element on it ?	14p0_pert_15	14p0	290	0
What is a queue and how to install an element on it ?	14p0_pert_16	14p0	291	0
What is a queue and how to write an element on it ?	14p0_pert_17	14p0	292	0
What is a queue and how to do an element on it ?	14p0_pert_18	14p0	293	0
What is a queue and how to manage an element on it ?	14p0_pert_19	14p0		0
What is a queue and how to push and pop its elements ?	15p0	15p0	295	1
What is a queue and how to find and pop its elements ?	15p0_pert_0	15p0	296	0
What is a queue and how to mix and pop its elements ?	15p0_pert_1	15p0	297	0
What is a queue and how to create and pop its elements ?	15p0_pert_2	15p0	298	0
What is a queue and how to combine and pop its elements ?	15p0_pert_3	15p0	299	0
What is a queue and how to use and pop its elements ?	15p0_pert_4	15p0	300	0
What is a queue and how to connect and pop its elements ?	15p0_pert_5	15p0	301	0
What is a queue and how to identify and pop its elements ?	15p0_pert_6	15p0	302	0
What is a queue and how to grow and pop its elements ?	15p0_pert_7	15p0	303	0
What is a queue and how to try and pop its elements ?	15p0_pert_8	15p0	304	0
What is a queue and how to organize and pop its elements ?	15p0_pert_9	15p0	305	0
What is a queue and how to shape and pop its elements ?	15p0_pert_10	15p0	306	0
What is a queue and how to separate and pop its elements ?	15p0_pert_11	15p0	307	0
What is a queue and how to discover and pop its elements ?	15p0_pert_12	15p0	308	0
What is a queue and how to collect and pop its elements ?	15p0_pert_13	15p0	309	0
What is a queue and how to blend and pop its elements ?	15p0_pert_14	15p0	310	0
What is a queue and how to catch and pop its elements ?	15p0_pert_15	15p0	311	0
What is a queue and how to define and pop its elements ?	15p0_pert_16	15p0	312	0
What is a queue and how to join and pop its elements ?	15p0_pert_17	15p0	313	0
What is a queue and how to build and pop its elements ?	15p0_pert_18	15p0	314	0
What is a queue and how to manipulate and pop its elements ?	15p0_pert_19	15p0		0
What is a stack and how to enqueue and dequeue its elements ?	16p0	16p0	316	1
What is a stack and how to enqueue and organize its elements ?	16p0_pert_0	16p0	317	0
What is a stack and how to enqueue and combine its elements ?	16p0_pert_1	16p0	318	0
What is a stack and how to enqueue and arrange its elements ?	16p0_pert_2	16p0	319	0
What is a stack and how to enqueue and manage its elements ?	16p0_pert_3	16p0	320	0
What is a stack and how to enqueue and store its elements ?	16p0_pert_4	16p0	321	0
What is a stack and how to enqueue and modify its elements ?	16p0_pert_5	16p0	322	0
What is a stack and how to enqueue and order its elements ?	16p0_pert_6	16p0	323	0
What is a stack and how to enqueue and distribute its elements ?	16p0_pert_7	16p0	324	0
What is a stack and how to enqueue and sort its elements ?	16p0_pert_8	16p0	325	0
What is a stack and how to enqueue and separate its elements ?	16p0_pert_9	16p0	326	0
What is a stack and how to enqueue and label its elements ?	16p0_pert_10	16p0	327	0
What is a stack and how to enqueue and manipulate its elements ?	16p0_pert_11	16p0	328	0
What is a stack and how to enqueue and preserve its elements ?	16p0_pert_12	16p0	329	0
What is a stack and how to enqueue and use its elements ?	16p0_pert_13	16p0	330	0
What is a stack and how to enqueue and link its elements ?	16p0_pert_14	16p0	331	0
What is a stack and how to enqueue and count its elements ?	16p0_pert_15	16p0	332	0
What is a stack and how to enqueue and identify its elements ?	16p0_pert_16	16p0	333	0
What is a stack and how to enqueue and stack its elements ?	16p0_pert_17	16p0	334	0
What is a stack and how to enqueue and index its elements ?	16p0_pert_18	16p0	335	0
What is a stack and how to enqueue and replace its elements ?	16p0_pert_19	16p0		0
How are the operations to push and pop elements in a queue implemented ?	17p0	17p0	337	1
How are the operations to push and pop elements in a queue performed ?	17p0_pert_0	17p0	338	0
How are the operations to push and pop elements in a queue defined ?	17p0_pert_1	17p0	339	0
How are the operations to push and pop elements in a queue implemented ?	17p0_pert_2	17p0	340	0
How are the operations to push and pop elements in a queue handled ?	17p0_pert_3	17p0	341	0
How are the operations to push and pop elements in a queue performing ?	17p0_pert_4	17p0	342	0
How are the operations to push and pop elements in a queue structured ?	17p0_pert_5	17p0	343	0
How are the operations to push and pop elements in a queue related ?	17p0_pert_6	17p0	344	0
How are the operations to push and pop elements in a queue done ?	17p0_pert_7	17p0	345	0
How are the operations to push and pop elements in a queue executed ?	17p0_pert_8	17p0	346	0
How are the operations to push and pop elements in a queue connected ?	17p0_pert_9	17p0	347	0
How are the operations to push and pop elements in a queue organized ?	17p0_pert_10	17p0	348	0
How are the operations to push and pop elements in a queue distributed ?	17p0_pert_11	17p0	349	0
How are the operations to push and pop elements in a queue sorted ?	17p0_pert_12	17p0	350	0
How are the operations to push and pop elements in a queue described ?	17p0_pert_13	17p0	351	0
How are the operations to push and pop elements in a queue represented ?	17p0_pert_14	17p0	352	0
How are the operations to push and pop elements in a queue applied ?	17p0_pert_15	17p0	353	0
How are the operations to push and pop elements in a queue processed ?	17p0_pert_16	17p0	354	0
How are the operations to push and pop elements in a queue separated ?	17p0_pert_17	17p0	355	0
How are the operations to push and pop elements in a queue specified ?	17p0_pert_18	17p0	356	0
How are the operations to push and pop elements in a queue understood ?	17p0_pert_19	17p0		0
How are the operations to enqueue and dequeue elements in a stack implemented ?	18p0	18p0	358	1
How are the operations to store and dequeue elements in a stack implemented ?	18p0_pert_0	18p0	359	0
How are the operations to stack and dequeue elements in a stack implemented ?	18p0_pert_1	18p0	360	0
How are the operations to load and dequeue elements in a stack implemented ?	18p0_pert_2	18p0	361	0
How are the operations to divide and dequeue elements in a stack implemented ?	18p0_pert_3	18p0	362	0
How are the operations to sort and dequeue elements in a stack implemented ?	18p0_pert_4	18p0	363	0
How are the operations to add and dequeue elements in a stack implemented ?	18p0_pert_5	18p0	364	0
How are the operations to index and dequeue elements in a stack implemented ?	18p0_pert_6	18p0	365	0
How are the operations to list and dequeue elements in a stack implemented ?	18p0_pert_7	18p0	366	0
How are the operations to drop and dequeue elements in a stack implemented ?	18p0_pert_8	18p0	367	0
How are the operations to set and dequeue elements in a stack implemented ?	18p0_pert_9	18p0	368	0
How are the operations to label and dequeue elements in a stack implemented ?	18p0_pert_10	18p0	369	0
How are the operations to distribute and dequeue elements in a stack implemented ?	18p0_pert_11	18p0	370	0
How are the operations to move and dequeue elements in a stack implemented ?	18p0_pert_12	18p0	371	0
How are the operations to remove and dequeue elements in a stack implemented ?	18p0_pert_13	18p0	372	0
How are the operations to split and dequeue elements in a stack implemented ?	18p0_pert_14	18p0	373	0
How are the operations to write and dequeue elements in a stack implemented ?	18p0_pert_15	18p0	374	0
How are the operations to flag and dequeue elements in a stack implemented ?	18p0_pert_16	18p0	375	0
How are the operations to map and dequeue elements in a stack implemented ?	18p0_pert_17	18p0	376	0
How are the operations to transfer and dequeue elements in a stack implemented ?	18p0_pert_18	18p0	377	0
How are the operations to hold and dequeue elements in a stack implemented ?	18p0_pert_19	18p0		0
In a stack does the enqueue operation occur at which end ?	19p0	19p0	379	1
In a stack does the enqueue operation specify at which end ?	19p0_pert_0	19p0	380	0
In a stack does the enqueue operation determine at which end ?	19p0_pert_1	19p0	381	0
In a stack does the enqueue operation decide at which end ?	19p0_pert_2	19p0	382	0
In a stack does the enqueue operation matter at which end ?	19p0_pert_3	19p0	383	0
In a stack does the enqueue operation indicate at which end ?	19p0_pert_4	19p0	384	0
In a stack does the enqueue operation say at which end ?	19p0_pert_5	19p0	385	0
In a stack does the enqueue operation define at which end ?	19p0_pert_6	19p0	386	0
In a stack does the enqueue operation know at which end ?	19p0_pert_7	19p0	387	0
In a stack does the enqueue operation depend at which end ?	19p0_pert_8	19p0	388	0
In a stack does the enqueue operation ask at which end ?	19p0_pert_9	19p0	389	0
In a stack does the enqueue operation hold at which end ?	19p0_pert_10	19p0	390	0
In a stack does the enqueue operation change at which end ?	19p0_pert_11	19p0	391	0
In a stack does the enqueue operation denote at which end ?	19p0_pert_12	19p0	392	0
In a stack does the enqueue operation imply at which end ?	19p0_pert_13	19p0	393	0
In a stack does the enqueue operation describe at which end ?	19p0_pert_14	19p0	394	0
In a stack does the enqueue operation affect at which end ?	19p0_pert_15	19p0	395	0
In a stack does the enqueue operation exist at which end ?	19p0_pert_16	19p0	396	0
In a stack does the enqueue operation mean at which end ?	19p0_pert_17	19p0	397	0
In a stack does the enqueue operation require at which end ?	19p0_pert_18	19p0	398	0
In a stack does the enqueue operation tell at which end ?	19p0_pert_19	19p0		0
In a queue does the push operation occur at which end ?	20p0	20p0	400	1
In a queue does the push operation determine at which end ?	20p0_pert_0	20p0	401	0
In a queue does the push operation decide at which end ?	20p0_pert_1	20p0	402	0
In a queue does the push operation matter at which end ?	20p0_pert_2	20p0	403	0
In a queue does the push operation specify at which end ?	20p0_pert_3	20p0	404	0
In a queue does the push operation know at which end ?	20p0_pert_4	20p0	405	0
In a queue does the push operation depend at which end ?	20p0_pert_5	20p0	406	0
In a queue does the push operation say at which end ?	20p0_pert_6	20p0	407	0
In a queue does the push operation indicate at which end ?	20p0_pert_7	20p0	408	0
In a queue does the push operation ask at which end ?	20p0_pert_8	20p0	409	0
In a queue does the push operation stop at which end ?	20p0_pert_9	20p0	410	0
In a queue does the push operation change at which end ?	20p0_pert_10	20p0	411	0
In a queue does the push operation occur at which end ?	20p0_pert_11	20p0	412	0
In a queue does the push operation affect at which end ?	20p0_pert_12	20p0	413	0
In a queue does the push operation define at which end ?	20p0_pert_13	20p0	414	0
In a queue does the push operation work at which end ?	20p0_pert_14	20p0	415	0
In a queue does the push operation apply at which end ?	20p0_pert_15	20p0	416	0
In a queue does the push operation hold at which end ?	20p0_pert_16	20p0	417	0
