id;sentencas;documento
66fbcb509ebe469d96385e31de07bb4f;"['Quem é considerado o autor da frase ”Ciência da Computação tem tanto a ver com o computador como a astronomia com o telescópio […]""?']";"Quem é considerado o autor da frase ”Ciência da Computação tem tanto a ver com o computador como a astronomia com o telescópio […]""?"
3b0fcd5494e84700ac65aaff07b8dc20;['O que Claude Shannon desenvolveu no artigo A Mathematical Theory of Communication?'];O que Claude Shannon desenvolveu no artigo A Mathematical Theory of Communication?
5cde5c185cd146e48f5d13fad9b6b2c6;['O que Claude Shannon percebeu ao ser exposto ao trabalho de George Boole?'];O que Claude Shannon percebeu ao ser exposto ao trabalho de George Boole?
afb217fec90c418f9df75a46eb329f78;['Para que engenheiros eletricistas contruiam circuitos eletrônicos?'];Para que engenheiros eletricistas contruiam circuitos eletrônicos?
98355d419f664393ad000940492a80a3;['Quais áreas são fundamentadas no conteúdo da teoria da informação?'];Quais áreas são fundamentadas no conteúdo da teoria da informação?
e61be5ecb1c94e40ab6c0d8e010ffa56;['O que é ciência da computação?'];O que é ciência da computação?
ae25903048854a818e348025c6af49ef;['Quais estudos além dos algoritmos a ciência da computação envolve?'];Quais estudos além dos algoritmos a ciência da computação envolve?
928f6b56e7be42febf43cbbafae7c28a;['O que a área de ciência da computação sofre?'];O que a área de ciência da computação sofre?
a0c407039e4a4d3a8fdac5c4c154c315;['O que o profissional de computação precisa ter?'];O que o profissional de computação precisa ter?
1e34dcd126c74b61b70df158288cf73e;['O que os cientistas da computação estudam?'];O que os cientistas da computação estudam?
f844210132be4e2397b72e14f4990f8f;['O que é rapidamente modificado com as transformações contínuas sofridas pela área da computação?'];O que é rapidamente modificado com as transformações contínuas sofridas pela área da computação?
8526510cde3749f4802e483f09ae2411;['Como a ciência da computação se classifica enquanto ciência?'];Como a ciência da computação se classifica enquanto ciência?
3cbbb3b3198f45c7b6e1e6f525469042;['O que abordam as metodologias e técnicas ligadas à implementação de software?'];O que abordam as metodologias e técnicas ligadas à implementação de software?
ee2a6e83216b47f5b390be193221f4e5;['Com quem o computador moderno começou a ganhar forma?'];Com quem o computador moderno começou a ganhar forma?
66e879ba73cd4e4a97facf45fadda237;['Por que o dispositivo de Babbage se diferenciava de outros dispositivos?'];Por que o dispositivo de Babbage se diferenciava de outros dispositivos?
26d9ec76d75344b393dc167c202be724;['Quando o computador foi originalmente descrito?'];Quando o computador foi originalmente descrito?
48e86d36b5c6435b932ac95249290ed8;['Quem é considerada a primeira programadora?'];Quem é considerada a primeira programadora?
04623a6529094128a6259fc5a4ae3681;['Qual o termo utilizado para definir sequências de passos para completar uma tarefa?'];Qual o termo utilizado para definir sequências de passos para completar uma tarefa?
490b647d41cc4598b0c712a2bf48484e;['Quando o livro Calculando com numerais hindus foi traduzido para o latim?'];Quando o livro Calculando com numerais hindus foi traduzido para o latim?
33ff5d874422412ba8d6f02ac6cb1fc1;['Quem foi o primeiro a explicar o sistema de numeração hindu-arábico?'];Quem foi o primeiro a explicar o sistema de numeração hindu-arábico?
3d59f0fc4f564c8bba72668ad462fac4;['Quem foi o primeiro a explicar o uso do 0?'];Quem foi o primeiro a explicar o uso do 0?
a8703b766f6240639f3a2ef41543ad9a;['Quem foi responsável pela difusão do sistema de numeração hindu-arábico no Oriente Médio?'];Quem foi responsável pela difusão do sistema de numeração hindu-arábico no Oriente Médio?
1100cf4cf2b54d88bea2eac0e93df77e;['Em que tem impactado os avanços recentes na ciência da computação?'];Em que tem impactado os avanços recentes na ciência da computação?
a522ca722b5046c498e41d97b36fe029;['Os estudos da ciência da computação podem ser aplicadas em quais áreas?'];Os estudos da ciência da computação podem ser aplicadas em quais áreas?
17de82e57fe7429388a3cd03d9230fbf;['Quais as áreas que tem mais impactado a sociedade contemporânea?'];Quais as áreas que tem mais impactado a sociedade contemporânea?
ef5b758fd4fe44a38b538cb37f9abea9;['O que deve haver para que um cálculo possa ser realizado por um algoritmo sendo executado em um computador?'];O que deve haver para que um cálculo possa ser realizado por um algoritmo sendo executado em um computador?
0c5af052543447e081b723ed3f7aca08;['O que diz a Tese de Church-Turing?'];O que diz a Tese de Church-Turing?
b9d4a99cc94e4df9b52a33db272f6360;['O que foi definido com a formalização de um algoritmo por Alan Turing e Alonzo Church?'];O que foi definido com a formalização de um algoritmo por Alan Turing e Alonzo Church?
89053f61e36c44c0a43f1a1ffc4a45d5;['O que mostra o teorema da incompletude?'];O que mostra o teorema da incompletude?
1d27e2dc7a8e4014ae7e22f34b8fbd28;['Qual teorema levou a definição de conceitos como recursividade e cálculo lambda?'];Qual teorema levou a definição de conceitos como recursividade e cálculo lambda?
13c20d4e1a8a4ae9a556e6986524cefa;['Com o que estão relacionados as inovações e aspectos teóricos da computação?'];Com o que estão relacionados as inovações e aspectos teóricos da computação?
95cea743eb4c4328958d41f7e445d950;['Em que a maioria dos cientistas da computação estão interessados?'];Em que a maioria dos cientistas da computação estão interessados?
63a3885e63c441bcb9d6cdda4e386f20;['Para que várias pessoas estudam ciência da computação?'];Para que várias pessoas estudam ciência da computação?
3b903d50fe304c0bbeb031034d4444b8;['Por que existem várias definições alternativas para a ciência da computação?'];Por que existem várias definições alternativas para a ciência da computação?
337aebb1dbb04bf99b942db828454aeb;"['A quem é credita a frase ""Ciência é para a Ciência da Computação assim como a hidrodinâmica é para a construção de encanamentos""?']";"A quem é credita a frase ""Ciência é para a Ciência da Computação assim como a hidrodinâmica é para a construção de encanamentos""?"
1f6876b6addd4f70b0ab72102629a9f4;['O que a ciência da computação é considerada a mais do que teórica?'];O que a ciência da computação é considerada a mais do que teórica?
2bed28b7350a4f46acb4213e448c8ec0;['Por que a ciência da computação é criticada?'];Por que a ciência da computação é criticada?
6bf4fc5e7c284d6a92bad7a9398947ac;['Em que é utilizado o sistema de numeração binário?'];Em que é utilizado o sistema de numeração binário?
e98e9e52a66c420ba22910c17265c229;['O que foi ilustrado pelo tear controlado por cartão perfurado?'];O que foi ilustrado pelo tear controlado por cartão perfurado?
f6d39f5220f947d4b625afdfa89f1acc;['O que indicavam as áreas não furadas no tear controlado por cartão perfurado?'];O que indicavam as áreas não furadas no tear controlado por cartão perfurado?
b6cd60a93a0e47b387289b8c2accaa27;['Quais informações podem ser representadas por uns e zeros?'];Quais informações podem ser representadas por uns e zeros?
92fdc7beec314787b00b4c4e0d430ad8;['Quando foi publicada a álgebra booleana?'];Quando foi publicada a álgebra booleana?
497bc26ae5ca4f26b3875acbfb2b431e;['Quem inventou o sistema de numeração binário?'];Quem inventou o sistema de numeração binário?
31a4178898a94d8fbb1ab1c7ef7e63e0;['Em que é utilizado o nome de Turing?'];Em que é utilizado o nome de Turing?
0211e41566044a14859c928290110cbb;['Por que uma máquina que possui uma fita de tamanho infinito não pode ser construída?'];Por que uma máquina que possui uma fita de tamanho infinito não pode ser construída?
7e320bf9101343f69feaca32edfe0e25;['Quando Turing cometeu suicídio?'];Quando Turing cometeu suicídio?
0dbb0762de034e91a84613bb8dcfc264;['À que Turing contribuiu?'];À que Turing contribuiu?
fc575f2197e941d1acabef62abf41a1a;['Como a ciência da computação é chamada em francês?'];Como a ciência da computação é chamada em francês?
35235f810fc84abb8dc36265b8537194;['O termo informática é sinônimo de que em Portugal?'];O termo informática é sinônimo de que em Portugal?
42f80be9b714475c898f28c1d4f3c0e8;['Para que é usado o termo informática no inglês e no português?'];Para que é usado o termo informática no inglês e no português?
33c59ddc361a4288b6594f2152db7b9d;['Como podemos armazenar números maiores na memória?'];Como podemos armazenar números maiores na memória?
34567128b8be4639ad4b6c43d8a26330;['Como é dividida a memória do computador?'];Como é dividida a memória do computador?
be20d3d7f27e4d7c948345299183b132;['Onde é feita parte da memória do computador?'];Onde é feita parte da memória do computador?
01abaa15500d49c5bc0b370986aea86f;['Quais números um byte representa?'];Quais números um byte representa?
5f2b766f6db04fb6bf26e3eafd947a12;['Qual a utilidade da memória?'];Qual a utilidade da memória?
1dae3fc8d01144af82a247679e1698e3;['Quantos bits as posições de memória nos computadores modernos armazena?'];Quantos bits as posições de memória nos computadores modernos armazena?
ef1bc02f6bef4ae992b8a2fa9dbe1257;['Quantos bytes em sequência geralmente são utilizados para armazenar números maiores?'];Quantos bytes em sequência geralmente são utilizados para armazenar números maiores?
992c12a7782a470ea48a1438c5ae7a0e;['Quantos números um byte representa?'];Quantos números um byte representa?
2db891709f7d44ddaae6a1016cc4c51b;['Como era controlada a máquina de tecer números de Babbage?'];Como era controlada a máquina de tecer números de Babbage?
3b7293145a384882b3fd99feb0310c8f;['O que era o calculador analítico?'];O que era o calculador analítico?
7d461349c9a54560af24d18a40e7ef30;['O que inspirou Babbage a desenvolver a máquina de tecer números?'];O que inspirou Babbage a desenvolver a máquina de tecer números?
32ff57978a214146b797eeea9214df41;['Qual é o nome dado à máquina que calcula polinômios por meio de diferenças?'];Qual é o nome dado à máquina que calcula polinômios por meio de diferenças?
9ae58ffb344042d68c2f8cd740dd5c55;['Quem inventou o tear mecânico?'];Quem inventou o tear mecânico?
754dfbcc661f4d718523580f52017950;['O que distingue o computador de outras máquinas?'];O que distingue o computador de outras máquinas?
7b4254642ce74207b4955122cbfeca30;['Qual a principal característica dos computadores de hoje em dia?'];Qual a principal característica dos computadores de hoje em dia?
725779fc9a0c49528abc303dc83752ff;['Como é chamada a memória da CPU?'];Como é chamada a memória da CPU?
3ef2535984e5427eb6b4ddae160fd4db;['O que a unidade de controle informa à ULA?'];O que a unidade de controle informa à ULA?
7b22ca291aad4501b13716107b49e6f9;['O que é armazenado na unidade de controle?'];O que é armazenado na unidade de controle?
cb15aef2f647472c9b4f87e21b169e63;['Onde a unidade de controle busca a informação que a ULA precisa?'];Onde a unidade de controle busca a informação que a ULA precisa?
6d29de5b8a674d7685457daba539eb0b;['Onde geralmente fica a próxima instrução?'];Onde geralmente fica a próxima instrução?
c60406d80338483ea77d8beacbb854c8;['Para que servem os registradores?'];Para que servem os registradores?
09646c629655424090feb82da04be1e7;['A quem foi aplicado o termo computador?'];A quem foi aplicado o termo computador?
5b5f263d3c1546ddaee84a1a848d2704;['O que é computador?'];O que é computador?
d73b3ee997dd4f0b8bd8b2968ef67715;['Para que servem os sistemas embarcados?'];Para que servem os sistemas embarcados?
b74772acc3f149498a35481c365dbf97;['Quais as formas mais comuns de computador em uso?'];Quais as formas mais comuns de computador em uso?
932c99ca90d4498ca4c849144a466809;['Quais tipos de dispositivos os sistemas embarcados controlam?'];Quais tipos de dispositivos os sistemas embarcados controlam?
44033fafb0af47a8b1ff1da0be3e5194;['Quem são os ícones da era da informação?'];Quem são os ícones da era da informação?
77c2e4b820704cd9ad5d07ef366a5994;['Como a CPU executa as instruções de um programa?'];Como a CPU executa as instruções de um programa?
34d2f2b4719b4aa793e5118e9fe80832;['O que o compartilhamento de tempo da CPU gera?'];O que o compartilhamento de tempo da CPU gera?
3726147cc69b4a3b98fe7a31fa4f961a;['Como a linguagem de programação é traduzida para a linguagem de máquina?'];Como a linguagem de programação é traduzida para a linguagem de máquina?
01f4290b50cb406eb8ebc51106637734;['Como são representadas as instruções no computador?'];Como são representadas as instruções no computador?
59ca719898f047158aead30e19e65d36;['Em que o prolog é baseado?'];Em que o prolog é baseado?
0862560f53a044ac92a41ebba517ac95;['O que é linguagem de máquina?'];O que é linguagem de máquina?
d36826bb9cbb40b7a47074cff2c2c014;['Qual linguagem de programação é parecida com a linguagem de máquina?'];Qual linguagem de programação é parecida com a linguagem de máquina?
4ca3471fa4314310a457304a2505fd1d;['Como eram gravadas as tabelas de multiplicação de John Napier?'];Como eram gravadas as tabelas de multiplicação de John Napier?
5f8cb2e08f0d4865b60c00c3ee75be91;['Quais eram as operações que a máquina construída por Wilhelm Schickard era capaz de fazer?'];Quais eram as operações que a máquina construída por Wilhelm Schickard era capaz de fazer?
bc4fc1089e864943a2943853483ffbef;['Qual era o objetivo da máquina de pascal?'];Qual era o objetivo da máquina de pascal?
582872d1a6084badad5bb572535c742c;['Qual era o sonho de Gottfried?'];Qual era o sonho de Gottfried?
39b709f2ed5847edaa67bc838a9ec78b;['Quando a máquina de Schickard foi perdida?'];Quando a máquina de Schickard foi perdida?
5c91b3d0d6f54872b84b68e61cca84ca;['Quem construiu a primeira máquina de verdade?'];Quem construiu a primeira máquina de verdade?
42f1e4ed6b614b149ab18de686215571;['Quem inventou o cálculo?'];Quem inventou o cálculo?
095cce836d6f4b5286038a974bbd2bcd;['Quem inventou os logarítmos?'];Quem inventou os logarítmos?
665136ecffb849c5b0491add66c920ca;['De quando eram os primeiros computadores?'];De quando eram os primeiros computadores?
c726073eee924addae48bde0d5deb0e1;['O que interconecta os setores do computador?'];O que interconecta os setores do computador?
210b3fcad3934c3490559ce555e26dcf;['Por quem foi proposta a arquitetura de von Neumann?'];Por quem foi proposta a arquitetura de von Neumann?
db2a4c7266bf44d6ab07d90227c1312b;['Quais são os componentes da CPU?'];Quais são os componentes da CPU?
f3af9f8da73a4080bfc09b994b5f6518;['Quais são os principais setores do computador?'];Quais são os principais setores do computador?
c7f7e4802aa542b191565b82fe0fbd94;['Quantas sessões principais o computador possui?'];Quantas sessões principais o computador possui?
dd3f5ea3ed4f404ab1359896e2a98513;['A quem Zuse tentou vender o Z1?'];A quem Zuse tentou vender o Z1?
bb9ce6fcdda2466ca777711c04188028;['Até quando o ENIAC foi mantido em segredo?'];Até quando o ENIAC foi mantido em segredo?
7c6762138ebb4e20b4c16479233b4031;['Como Zuse construiu o Z1?'];Como Zuse construiu o Z1?
bbca4bfb0a98484e87709baa4b0105be;['Em quantos segundos o Mark I conseguia multiplicar dois números de dez dígitos?'];Em quantos segundos o Mark I conseguia multiplicar dois números de dez dígitos?
0eb400da4b774b6d9eb90c7469535a5a;['Em que foi baseado o Mark I?'];Em que foi baseado o Mark I?
bad977e5c7cc4d6da4a7e55cba8a598a;['Para que servia o ENIAC?'];Para que servia o ENIAC?
368ad0b5e7804b4eaaf4087417ca05e8;['Por que o Z1 foi desprezado pelo governo alemão?'];Por que o Z1 foi desprezado pelo governo alemão?
536fd8c1b1a943ecb74a79aa72ff8a48;['Por que o Z1 foi desprezado pelo governo alemão?'];Por que o Z1 foi desprezado pelo governo alemão?
bcebb3e0214941ef80ac9c6dc394229d;['Qual foi o primeiro computador a válvulas?'];Qual foi o primeiro computador a válvulas?
da534dfa075d4429912e374814eeeee1;['Quando nasceram os computadores atuais?'];Quando nasceram os computadores atuais?
727df9c010244019ab3a8b07a85d94fc;['Quem criou o Mark I?'];Quem criou o Mark I?
d0b4d7d5901643719e812aab15d70068;['Como os primeiros processadores eram construídos?'];Como os primeiros processadores eram construídos?
2dc3a794aae64b028153bd5652739949;['Desde quando os processadores vêm sendo construídos em um único circuito integrado?'];Desde quando os processadores vêm sendo construídos em um único circuito integrado?
098b659ca633459ca850d9666e7eeb68;['O que a unidade lógica e aritmética faz?'];O que a unidade lógica e aritmética faz?
06cb438e08cf4a03bfd907115c827f47;['O que é a unidade lógica e aritmética?'];O que é a unidade lógica e aritmética?
4d51ad2856a14f6c871884700a11b797;['Para que servem os pontos flutuantes?'];Para que servem os pontos flutuantes?
e8504b304dfc47a096167d0f13f52774;['Quais são os parâmetros da ULA?'];Quais são os parâmetros da ULA?
1d746320923348268c07ffb59dff6a5f;['Qual as tarefas do processador?'];Qual as tarefas do processador?
fdc574cee9a740ff9215fdaadb708d18;['Como é conhecida a empresa fundada por Hollerith atualmente?'];Como é conhecida a empresa fundada por Hollerith atualmente?
0de62d7bff0c429d9bbc09b5eab6b757;['Em que a máquina de Hollerith foi pioneira?'];Em que a máquina de Hollerith foi pioneira?
cd9533b23e1d45aaaf643966d1e87e0d;['Em que a máquina de Hollerith foi pioneira?'];Em que a máquina de Hollerith foi pioneira?
9a8c027ff4c4496e821dac93fedcd812;['Em que a máquina de Hollerith foi utilizada?'];Em que a máquina de Hollerith foi utilizada?
5c0a4fafc77746038a1f26e6e3eb8c9d;['O que Hollerith inventou?'];O que Hollerith inventou?
939e08851c6c469da76d0c58d47e225c;['O que é IBM?'];O que é IBM?
28c3c251291c4b788ff9bd8573e3956f;['Para quantos anos a máquina de Hollerith reduziu o tempo de processamento de dados?'];Para quantos anos a máquina de Hollerith reduziu o tempo de processamento de dados?
d6bbaaa07cfe47d5b9eefba2d1efd40a;['O que são dispositivos de entrada e saída?'];O que são dispositivos de entrada e saída?
7506d37b1b824ad1a6d54208e9f24e1f;['Quais são os dispositivos de entrada mais comuns em computadores pessoais modernos?'];Quais são os dispositivos de entrada mais comuns em computadores pessoais modernos?
2feb66989611496eba5d6f50f4677af0;['Quantas fases o processamento de dados de um sistema de computadores digital possui?'];Quantas fases o processamento de dados de um sistema de computadores digital possui?
39b55469ac19414db4eaf98c9df2fdce;['Como os dispositivos da placa-mãe são conectados?'];Como os dispositivos da placa-mãe são conectados?
