Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Sentença
how	SCONJ	0	16p0_pert_4	16p0	0	0	5	What is a stack and how to enqueue and store its elements ?
to	PART	0	16p0_pert_4	16p0	0	0	6	What is a stack and how to enqueue and store its elements ?
enqueue	VERB	1	16p0_pert_4	16p0	0	0	7	What is a stack and how to enqueue and store its elements ?
and	CCONJ	0	16p0_pert_4	16p0	0	0	8	What is a stack and how to enqueue and store its elements ?
store	VERB	0	16p0_pert_4	16p0	0	1	9	What is a stack and how to enqueue and store its elements ?
its	PRON	0	16p0_pert_4	16p0	0	0	10	What is a stack and how to enqueue and store its elements ?
elements	NOUN	0	16p0_pert_4	16p0	0	0	11	What is a stack and how to enqueue and store its elements ?
?	PUNCT	0	16p0_pert_4	16p0	0	0	12	What is a stack and how to enqueue and store its elements ?
What	PRON	0	16p0_pert_5	16p0	0	0	0	What is a stack and how to enqueue and modify its elements ?
is	AUX	0	16p0_pert_5	16p0	0	0	1	What is a stack and how to enqueue and modify its elements ?
a	DET	0	16p0_pert_5	16p0	0	0	2	What is a stack and how to enqueue and modify its elements ?
stack	NOUN	0	16p0_pert_5	16p0	0	0	3	What is a stack and how to enqueue and modify its elements ?
and	CCONJ	0	16p0_pert_5	16p0	0	0	4	What is a stack and how to enqueue and modify its elements ?
how	SCONJ	0	16p0_pert_5	16p0	0	0	5	What is a stack and how to enqueue and modify its elements ?
to	PART	0	16p0_pert_5	16p0	0	0	6	What is a stack and how to enqueue and modify its elements ?
enqueue	VERB	1	16p0_pert_5	16p0	0	0	7	What is a stack and how to enqueue and modify its elements ?
and	CCONJ	0	16p0_pert_5	16p0	0	0	8	What is a stack and how to enqueue and modify its elements ?
modify	VERB	0	16p0_pert_5	16p0	0	1	9	What is a stack and how to enqueue and modify its elements ?
its	PRON	0	16p0_pert_5	16p0	0	0	10	What is a stack and how to enqueue and modify its elements ?
elements	NOUN	0	16p0_pert_5	16p0	0	0	11	What is a stack and how to enqueue and modify its elements ?
?	PUNCT	0	16p0_pert_5	16p0	0	0	12	What is a stack and how to enqueue and modify its elements ?
What	PRON	0	16p0_pert_6	16p0	0	0	0	What is a stack and how to enqueue and order its elements ?
is	AUX	0	16p0_pert_6	16p0	0	0	1	What is a stack and how to enqueue and order its elements ?
a	DET	0	16p0_pert_6	16p0	0	0	2	What is a stack and how to enqueue and order its elements ?
stack	NOUN	0	16p0_pert_6	16p0	0	0	3	What is a stack and how to enqueue and order its elements ?
and	CCONJ	0	16p0_pert_6	16p0	0	0	4	What is a stack and how to enqueue and order its elements ?
how	SCONJ	0	16p0_pert_6	16p0	0	0	5	What is a stack and how to enqueue and order its elements ?
to	PART	0	16p0_pert_6	16p0	0	0	6	What is a stack and how to enqueue and order its elements ?
enqueue	VERB	1	16p0_pert_6	16p0	0	0	7	What is a stack and how to enqueue and order its elements ?
and	CCONJ	0	16p0_pert_6	16p0	0	0	8	What is a stack and how to enqueue and order its elements ?
order	VERB	0	16p0_pert_6	16p0	0	1	9	What is a stack and how to enqueue and order its elements ?
its	PRON	0	16p0_pert_6	16p0	0	0	10	What is a stack and how to enqueue and order its elements ?
elements	NOUN	0	16p0_pert_6	16p0	0	0	11	What is a stack and how to enqueue and order its elements ?
?	PUNCT	0	16p0_pert_6	16p0	0	0	12	What is a stack and how to enqueue and order its elements ?
What	PRON	0	16p0_pert_7	16p0	0	0	0	What is a stack and how to enqueue and distribute its elements ?
is	AUX	0	16p0_pert_7	16p0	0	0	1	What is a stack and how to enqueue and distribute its elements ?
a	DET	0	16p0_pert_7	16p0	0	0	2	What is a stack and how to enqueue and distribute its elements ?
stack	NOUN	0	16p0_pert_7	16p0	0	0	3	What is a stack and how to enqueue and distribute its elements ?
and	CCONJ	0	16p0_pert_7	16p0	0	0	4	What is a stack and how to enqueue and distribute its elements ?
how	SCONJ	0	16p0_pert_7	16p0	0	0	5	What is a stack and how to enqueue and distribute its elements ?
to	PART	0	16p0_pert_7	16p0	0	0	6	What is a stack and how to enqueue and distribute its elements ?
enqueue	VERB	1	16p0_pert_7	16p0	0	0	7	What is a stack and how to enqueue and distribute its elements ?
and	CCONJ	0	16p0_pert_7	16p0	0	0	8	What is a stack and how to enqueue and distribute its elements ?
distribute	VERB	0	16p0_pert_7	16p0	0	1	9	What is a stack and how to enqueue and distribute its elements ?
its	PRON	0	16p0_pert_7	16p0	0	0	10	What is a stack and how to enqueue and distribute its elements ?
elements	NOUN	0	16p0_pert_7	16p0	0	0	11	What is a stack and how to enqueue and distribute its elements ?
?	PUNCT	0	16p0_pert_7	16p0	0	0	12	What is a stack and how to enqueue and distribute its elements ?
What	PRON	0	16p0_pert_8	16p0	0	0	0	What is a stack and how to enqueue and sort its elements ?
is	AUX	0	16p0_pert_8	16p0	0	0	1	What is a stack and how to enqueue and sort its elements ?
a	DET	0	16p0_pert_8	16p0	0	0	2	What is a stack and how to enqueue and sort its elements ?
stack	NOUN	0	16p0_pert_8	16p0	0	0	3	What is a stack and how to enqueue and sort its elements ?
and	CCONJ	0	16p0_pert_8	16p0	0	0	4	What is a stack and how to enqueue and sort its elements ?
how	SCONJ	0	16p0_pert_8	16p0	0	0	5	What is a stack and how to enqueue and sort its elements ?
to	PART	0	16p0_pert_8	16p0	0	0	6	What is a stack and how to enqueue and sort its elements ?
enqueue	VERB	1	16p0_pert_8	16p0	0	0	7	What is a stack and how to enqueue and sort its elements ?
and	CCONJ	0	16p0_pert_8	16p0	0	0	8	What is a stack and how to enqueue and sort its elements ?
sort	VERB	0	16p0_pert_8	16p0	0	1	9	What is a stack and how to enqueue and sort its elements ?
its	PRON	0	16p0_pert_8	16p0	0	0	10	What is a stack and how to enqueue and sort its elements ?
elements	NOUN	0	16p0_pert_8	16p0	0	0	11	What is a stack and how to enqueue and sort its elements ?
?	PUNCT	0	16p0_pert_8	16p0	0	0	12	What is a stack and how to enqueue and sort its elements ?
What	PRON	0	16p0_pert_9	16p0	0	0	0	What is a stack and how to enqueue and separate its elements ?
is	AUX	0	16p0_pert_9	16p0	0	0	1	What is a stack and how to enqueue and separate its elements ?
a	DET	0	16p0_pert_9	16p0	0	0	2	What is a stack and how to enqueue and separate its elements ?
stack	NOUN	0	16p0_pert_9	16p0	0	0	3	What is a stack and how to enqueue and separate its elements ?
and	CCONJ	0	16p0_pert_9	16p0	0	0	4	What is a stack and how to enqueue and separate its elements ?
how	SCONJ	0	16p0_pert_9	16p0	0	0	5	What is a stack and how to enqueue and separate its elements ?
to	PART	0	16p0_pert_9	16p0	0	0	6	What is a stack and how to enqueue and separate its elements ?
enqueue	VERB	1	16p0_pert_9	16p0	0	0	7	What is a stack and how to enqueue and separate its elements ?
and	CCONJ	0	16p0_pert_9	16p0	0	0	8	What is a stack and how to enqueue and separate its elements ?
separate	VERB	0	16p0_pert_9	16p0	0	1	9	What is a stack and how to enqueue and separate its elements ?
its	PRON	0	16p0_pert_9	16p0	0	0	10	What is a stack and how to enqueue and separate its elements ?
elements	NOUN	0	16p0_pert_9	16p0	0	0	11	What is a stack and how to enqueue and separate its elements ?
?	PUNCT	0	16p0_pert_9	16p0	0	0	12	What is a stack and how to enqueue and separate its elements ?
What	PRON	0	16p0_pert_10	16p0	0	0	0	What is a stack and how to enqueue and label its elements ?
is	AUX	0	16p0_pert_10	16p0	0	0	1	What is a stack and how to enqueue and label its elements ?
a	DET	0	16p0_pert_10	16p0	0	0	2	What is a stack and how to enqueue and label its elements ?
stack	NOUN	0	16p0_pert_10	16p0	0	0	3	What is a stack and how to enqueue and label its elements ?
and	CCONJ	0	16p0_pert_10	16p0	0	0	4	What is a stack and how to enqueue and label its elements ?
how	SCONJ	0	16p0_pert_10	16p0	0	0	5	What is a stack and how to enqueue and label its elements ?
to	PART	0	16p0_pert_10	16p0	0	0	6	What is a stack and how to enqueue and label its elements ?
enqueue	VERB	1	16p0_pert_10	16p0	0	0	7	What is a stack and how to enqueue and label its elements ?
and	CCONJ	0	16p0_pert_10	16p0	0	0	8	What is a stack and how to enqueue and label its elements ?
label	VERB	0	16p0_pert_10	16p0	0	1	9	What is a stack and how to enqueue and label its elements ?
its	PRON	0	16p0_pert_10	16p0	0	0	10	What is a stack and how to enqueue and label its elements ?
elements	NOUN	0	16p0_pert_10	16p0	0	0	11	What is a stack and how to enqueue and label its elements ?
?	PUNCT	0	16p0_pert_10	16p0	0	0	12	What is a stack and how to enqueue and label its elements ?
What	PRON	0	16p0_pert_11	16p0	0	0	0	What is a stack and how to enqueue and manipulate its elements ?
is	AUX	0	16p0_pert_11	16p0	0	0	1	What is a stack and how to enqueue and manipulate its elements ?
a	DET	0	16p0_pert_11	16p0	0	0	2	What is a stack and how to enqueue and manipulate its elements ?
stack	NOUN	0	16p0_pert_11	16p0	0	0	3	What is a stack and how to enqueue and manipulate its elements ?
and	CCONJ	0	16p0_pert_11	16p0	0	0	4	What is a stack and how to enqueue and manipulate its elements ?
how	SCONJ	0	16p0_pert_11	16p0	0	0	5	What is a stack and how to enqueue and manipulate its elements ?
to	PART	0	16p0_pert_11	16p0	0	0	6	What is a stack and how to enqueue and manipulate its elements ?
enqueue	VERB	1	16p0_pert_11	16p0	0	0	7	What is a stack and how to enqueue and manipulate its elements ?
and	CCONJ	0	16p0_pert_11	16p0	0	0	8	What is a stack and how to enqueue and manipulate its elements ?
manipulate	VERB	0	16p0_pert_11	16p0	0	1	9	What is a stack and how to enqueue and manipulate its elements ?
its	PRON	0	16p0_pert_11	16p0	0	0	10	What is a stack and how to enqueue and manipulate its elements ?
elements	NOUN	0	16p0_pert_11	16p0	0	0	11	What is a stack and how to enqueue and manipulate its elements ?
?	PUNCT	0	16p0_pert_11	16p0	0	0	12	What is a stack and how to enqueue and manipulate its elements ?
What	PRON	0	16p0_pert_12	16p0	0	0	0	What is a stack and how to enqueue and preserve its elements ?
is	AUX	0	16p0_pert_12	16p0	0	0	1	What is a stack and how to enqueue and preserve its elements ?
a	DET	0	16p0_pert_12	16p0	0	0	2	What is a stack and how to enqueue and preserve its elements ?
stack	NOUN	0	16p0_pert_12	16p0	0	0	3	What is a stack and how to enqueue and preserve its elements ?
and	CCONJ	0	16p0_pert_12	16p0	0	0	4	What is a stack and how to enqueue and preserve its elements ?
how	SCONJ	0	16p0_pert_12	16p0	0	0	5	What is a stack and how to enqueue and preserve its elements ?
to	PART	0	16p0_pert_12	16p0	0	0	6	What is a stack and how to enqueue and preserve its elements ?
enqueue	VERB	1	16p0_pert_12	16p0	0	0	7	What is a stack and how to enqueue and preserve its elements ?
and	CCONJ	0	16p0_pert_12	16p0	0	0	8	What is a stack and how to enqueue and preserve its elements ?
preserve	VERB	0	16p0_pert_12	16p0	0	1	9	What is a stack and how to enqueue and preserve its elements ?
its	PRON	0	16p0_pert_12	16p0	0	0	10	What is a stack and how to enqueue and preserve its elements ?
elements	NOUN	0	16p0_pert_12	16p0	0	0	11	What is a stack and how to enqueue and preserve its elements ?
?	PUNCT	0	16p0_pert_12	16p0	0	0	12	What is a stack and how to enqueue and preserve its elements ?
What	PRON	0	16p0_pert_13	16p0	0	0	0	What is a stack and how to enqueue and use its elements ?
is	AUX	0	16p0_pert_13	16p0	0	0	1	What is a stack and how to enqueue and use its elements ?
a	DET	0	16p0_pert_13	16p0	0	0	2	What is a stack and how to enqueue and use its elements ?
stack	NOUN	0	16p0_pert_13	16p0	0	0	3	What is a stack and how to enqueue and use its elements ?
and	CCONJ	0	16p0_pert_13	16p0	0	0	4	What is a stack and how to enqueue and use its elements ?
how	SCONJ	0	16p0_pert_13	16p0	0	0	5	What is a stack and how to enqueue and use its elements ?
to	PART	0	16p0_pert_13	16p0	0	0	6	What is a stack and how to enqueue and use its elements ?
enqueue	VERB	1	16p0_pert_13	16p0	0	0	7	What is a stack and how to enqueue and use its elements ?
and	CCONJ	0	16p0_pert_13	16p0	0	0	8	What is a stack and how to enqueue and use its elements ?
use	VERB	0	16p0_pert_13	16p0	0	1	9	What is a stack and how to enqueue and use its elements ?
its	PRON	0	16p0_pert_13	16p0	0	0	10	What is a stack and how to enqueue and use its elements ?
elements	NOUN	0	16p0_pert_13	16p0	0	0	11	What is a stack and how to enqueue and use its elements ?
?	PUNCT	0	16p0_pert_13	16p0	0	0	12	What is a stack and how to enqueue and use its elements ?
What	PRON	0	16p0_pert_14	16p0	0	0	0	What is a stack and how to enqueue and link its elements ?
is	AUX	0	16p0_pert_14	16p0	0	0	1	What is a stack and how to enqueue and link its elements ?
a	DET	0	16p0_pert_14	16p0	0	0	2	What is a stack and how to enqueue and link its elements ?
stack	NOUN	0	16p0_pert_14	16p0	0	0	3	What is a stack and how to enqueue and link its elements ?
and	CCONJ	0	16p0_pert_14	16p0	0	0	4	What is a stack and how to enqueue and link its elements ?
how	SCONJ	0	16p0_pert_14	16p0	0	0	5	What is a stack and how to enqueue and link its elements ?
to	PART	0	16p0_pert_14	16p0	0	0	6	What is a stack and how to enqueue and link its elements ?
enqueue	VERB	1	16p0_pert_14	16p0	0	0	7	What is a stack and how to enqueue and link its elements ?
and	CCONJ	0	16p0_pert_14	16p0	0	0	8	What is a stack and how to enqueue and link its elements ?
link	VERB	0	16p0_pert_14	16p0	0	1	9	What is a stack and how to enqueue and link its elements ?
its	PRON	0	16p0_pert_14	16p0	0	0	10	What is a stack and how to enqueue and link its elements ?
elements	NOUN	0	16p0_pert_14	16p0	0	0	11	What is a stack and how to enqueue and link its elements ?
?	PUNCT	0	16p0_pert_14	16p0	0	0	12	What is a stack and how to enqueue and link its elements ?
What	PRON	0	16p0_pert_15	16p0	0	0	0	What is a stack and how to enqueue and count its elements ?
is	AUX	0	16p0_pert_15	16p0	0	0	1	What is a stack and how to enqueue and count its elements ?
a	DET	0	16p0_pert_15	16p0	0	0	2	What is a stack and how to enqueue and count its elements ?
stack	NOUN	0	16p0_pert_15	16p0	0	0	3	What is a stack and how to enqueue and count its elements ?
and	CCONJ	0	16p0_pert_15	16p0	0	0	4	What is a stack and how to enqueue and count its elements ?
how	SCONJ	0	16p0_pert_15	16p0	0	0	5	What is a stack and how to enqueue and count its elements ?
to	PART	0	16p0_pert_15	16p0	0	0	6	What is a stack and how to enqueue and count its elements ?
enqueue	VERB	1	16p0_pert_15	16p0	0	0	7	What is a stack and how to enqueue and count its elements ?
and	CCONJ	0	16p0_pert_15	16p0	0	0	8	What is a stack and how to enqueue and count its elements ?
count	VERB	0	16p0_pert_15	16p0	0	1	9	What is a stack and how to enqueue and count its elements ?
its	PRON	0	16p0_pert_15	16p0	0	0	10	What is a stack and how to enqueue and count its elements ?
elements	NOUN	0	16p0_pert_15	16p0	0	0	11	What is a stack and how to enqueue and count its elements ?
?	PUNCT	0	16p0_pert_15	16p0	0	0	12	What is a stack and how to enqueue and count its elements ?
What	PRON	0	16p0_pert_16	16p0	0	0	0	What is a stack and how to enqueue and identify its elements ?
is	AUX	0	16p0_pert_16	16p0	0	0	1	What is a stack and how to enqueue and identify its elements ?
a	DET	0	16p0_pert_16	16p0	0	0	2	What is a stack and how to enqueue and identify its elements ?
stack	NOUN	0	16p0_pert_16	16p0	0	0	3	What is a stack and how to enqueue and identify its elements ?
and	CCONJ	0	16p0_pert_16	16p0	0	0	4	What is a stack and how to enqueue and identify its elements ?
how	SCONJ	0	16p0_pert_16	16p0	0	0	5	What is a stack and how to enqueue and identify its elements ?
to	PART	0	16p0_pert_16	16p0	0	0	6	What is a stack and how to enqueue and identify its elements ?
enqueue	VERB	1	16p0_pert_16	16p0	0	0	7	What is a stack and how to enqueue and identify its elements ?
and	CCONJ	0	16p0_pert_16	16p0	0	0	8	What is a stack and how to enqueue and identify its elements ?
identify	VERB	0	16p0_pert_16	16p0	0	1	9	What is a stack and how to enqueue and identify its elements ?
its	PRON	0	16p0_pert_16	16p0	0	0	10	What is a stack and how to enqueue and identify its elements ?
elements	NOUN	0	16p0_pert_16	16p0	0	0	11	What is a stack and how to enqueue and identify its elements ?
?	PUNCT	0	16p0_pert_16	16p0	0	0	12	What is a stack and how to enqueue and identify its elements ?
What	PRON	0	16p0_pert_17	16p0	0	0	0	What is a stack and how to enqueue and stack its elements ?
is	AUX	0	16p0_pert_17	16p0	0	0	1	What is a stack and how to enqueue and stack its elements ?
a	DET	0	16p0_pert_17	16p0	0	0	2	What is a stack and how to enqueue and stack its elements ?
stack	NOUN	0	16p0_pert_17	16p0	0	0	3	What is a stack and how to enqueue and stack its elements ?
and	CCONJ	0	16p0_pert_17	16p0	0	0	4	What is a stack and how to enqueue and stack its elements ?
how	SCONJ	0	16p0_pert_17	16p0	0	0	5	What is a stack and how to enqueue and stack its elements ?
to	PART	0	16p0_pert_17	16p0	0	0	6	What is a stack and how to enqueue and stack its elements ?
enqueue	VERB	1	16p0_pert_17	16p0	0	0	7	What is a stack and how to enqueue and stack its elements ?
and	CCONJ	0	16p0_pert_17	16p0	0	0	8	What is a stack and how to enqueue and stack its elements ?
stack	VERB	0	16p0_pert_17	16p0	0	0	9	What is a stack and how to enqueue and stack its elements ?
its	PRON	0	16p0_pert_17	16p0	0	0	10	What is a stack and how to enqueue and stack its elements ?
elements	NOUN	0	16p0_pert_17	16p0	0	0	11	What is a stack and how to enqueue and stack its elements ?
?	PUNCT	0	16p0_pert_17	16p0	0	0	12	What is a stack and how to enqueue and stack its elements ?
What	PRON	0	16p0_pert_18	16p0	0	0	0	What is a stack and how to enqueue and index its elements ?
is	AUX	0	16p0_pert_18	16p0	0	0	1	What is a stack and how to enqueue and index its elements ?
a	DET	0	16p0_pert_18	16p0	0	0	2	What is a stack and how to enqueue and index its elements ?
stack	NOUN	0	16p0_pert_18	16p0	0	0	3	What is a stack and how to enqueue and index its elements ?
and	CCONJ	0	16p0_pert_18	16p0	0	0	4	What is a stack and how to enqueue and index its elements ?
how	SCONJ	0	16p0_pert_18	16p0	0	0	5	What is a stack and how to enqueue and index its elements ?
to	PART	0	16p0_pert_18	16p0	0	0	6	What is a stack and how to enqueue and index its elements ?
enqueue	VERB	1	16p0_pert_18	16p0	0	0	7	What is a stack and how to enqueue and index its elements ?
and	CCONJ	0	16p0_pert_18	16p0	0	0	8	What is a stack and how to enqueue and index its elements ?
index	VERB	0	16p0_pert_18	16p0	0	1	9	What is a stack and how to enqueue and index its elements ?
its	PRON	0	16p0_pert_18	16p0	0	0	10	What is a stack and how to enqueue and index its elements ?
elements	NOUN	0	16p0_pert_18	16p0	0	0	11	What is a stack and how to enqueue and index its elements ?
?	PUNCT	0	16p0_pert_18	16p0	0	0	12	What is a stack and how to enqueue and index its elements ?
What	PRON	0	16p0_pert_19	16p0	0	0	0	What is a stack and how to enqueue and replace its elements ?
is	AUX	0	16p0_pert_19	16p0	0	0	1	What is a stack and how to enqueue and replace its elements ?
a	DET	0	16p0_pert_19	16p0	0	0	2	What is a stack and how to enqueue and replace its elements ?
stack	NOUN	0	16p0_pert_19	16p0	0	0	3	What is a stack and how to enqueue and replace its elements ?
and	CCONJ	0	16p0_pert_19	16p0	0	0	4	What is a stack and how to enqueue and replace its elements ?
how	SCONJ	0	16p0_pert_19	16p0	0	0	5	What is a stack and how to enqueue and replace its elements ?
to	PART	0	16p0_pert_19	16p0	0	0	6	What is a stack and how to enqueue and replace its elements ?
enqueue	VERB	1	16p0_pert_19	16p0	0	0	7	What is a stack and how to enqueue and replace its elements ?
and	CCONJ	0	16p0_pert_19	16p0	0	0	8	What is a stack and how to enqueue and replace its elements ?
replace	VERB	0	16p0_pert_19	16p0	0	1	9	What is a stack and how to enqueue and replace its elements ?
its	PRON	0	16p0_pert_19	16p0	0	0	10	What is a stack and how to enqueue and replace its elements ?
elements	NOUN	0	16p0_pert_19	16p0	0	0	11	What is a stack and how to enqueue and replace its elements ?
?	PUNCT	0	16p0_pert_19	16p0	0	0	12	What is a stack and how to enqueue and replace its elements ?
