id;sentencas;documento;respondivel
56de677dcffd8e1900b4b87f;['Qual era o nome de solteira da mãe de Schwarzenegger?'];Qual era o nome de solteira da mãe de Schwarzenegger?;1
57300d78b2c2fd14005687b2;['Como são financiadas a maioria das organizações de estudantes da Universidade de Washington?'];Como são financiadas a maioria das organizações de estudantes da Universidade de Washington?;1
56e11322cd28a01900c67561;['Que outras línguas românicas ibéricas são encontradas nessa área?'];Que outras línguas românicas ibéricas são encontradas nessa área?;1
570bfcd5ec8fbc190045bbff;['Os valores de deslocamento dos símbolos nos teclados modernos correspondem estreitamente à tabela ASCII?'];Os valores de deslocamento dos símbolos nos teclados modernos correspondem estreitamente à tabela ASCII?;1
57312489497a881900248bad;['Por causa do erro de Colombo, as Américas passaram a ser conhecidas como o quê?'];Por causa do erro de Colombo, as Américas passaram a ser conhecidas como o quê?;1
5a285f5bd1a287001a6d0bd8;['Quais gêneros foram menos influenciados pelo pós-punk?'];Quais gêneros foram menos influenciados pelo pós-punk?;0
5ad01c1b77cf76001a686a48;['Em que ano o Vasco da Gama navegou pela Índia e pela África?'];Em que ano o Vasco da Gama navegou pela Índia e pela África?;0
5727c79f3acd2414000dec2f;['Onde é realizada a Corrida All-Star da Sprint?'];Onde é realizada a Corrida All-Star da Sprint?;1
5726d2ce5951b619008f7f19;['Em que século foram usados detalhes góticos distintos em novas construções em Oxford e Cambridge?'];Em que século foram usados detalhes góticos distintos em novas construções em Oxford e Cambridge?;1
572846aa4b864d1900164897;['Em que região do Iraque os curdos vivem?'];Em que região do Iraque os curdos vivem?;1
56ddcf4166d3e219004dacf9;['Quais elementos das páginas da web não são usados pelo Wayback Machine?'];Quais elementos das páginas da web não são usados pelo Wayback Machine?;1
570b3a9eec8fbc190045b8f2;['Quem foi o Secretário de Guerra que modernizou as forças armadas dos EUA no início do século XX?'];Quem foi o Secretário de Guerra que modernizou as forças armadas dos EUA no início do século XX?;1
56cda41362d2951400fa679e;['Qual publicação foi associada ao lançamento da trilha sonora?'];Qual publicação foi associada ao lançamento da trilha sonora?;1
5a8ddf58df8bba001a0f9ce0;['Que doença Arline superou?'];Que doença Arline superou?;0
5ad547945b96ef001a10ac1b;['O que todos esses modelos não têm em comum?'];O que todos esses modelos não têm em comum?;0
5a57e4aa770dc0001aeefe83;['Qual é a taxa de fertilidade das comunidades judaicas americanas?'];Qual é a taxa de fertilidade das comunidades judaicas americanas?;0
56db40d4e7c41114004b4fc0;['Quantos anos consecutivos o American Idol foi o programa com melhor classificação?'];Quantos anos consecutivos o American Idol foi o programa com melhor classificação?;1
5ad3ebe9604f3c001a3ff743;['Em que ano o Yale Daily News foi fechado?'];Em que ano o Yale Daily News foi fechado?;0
570a71dd6d058f1900182e74;['Junto com Cooley, de quem trabalho Scheff derivou a teoria dos laços sociais?'];Junto com Cooley, de quem trabalho Scheff derivou a teoria dos laços sociais?;1
5acfa24977cf76001a685640;['Em que data, em 1978, o Conselho de Segurança da ONU aprovou a Resolução 2372?'];Em que data, em 1978, o Conselho de Segurança da ONU aprovou a Resolução 2372?;0
570ffff5b654c5140001f723;['O que mostrou um estudo sobre a excitação sexual de homens e mulheres?'];O que mostrou um estudo sobre a excitação sexual de homens e mulheres?;1
56d2706859d6e41400145fdc;['A maioria das evidências existentes sobre as origens do Mhayana vem de que tipo de tradução?'];A maioria das evidências existentes sobre as origens do Mhayana vem de que tipo de tradução?;1
5a397a882f14dd001ac72399;['Como é chamado esse movimento cultural que envolve uma mudança nas relações de gênero, excluindo principalmente as mulheres?'];Como é chamado esse movimento cultural que envolve uma mudança nas relações de gênero, excluindo principalmente as mulheres?;0
57299ee01d0469140077958e;['Para que o nome acabou sendo usado?'];Para que o nome acabou sendo usado?;1
5ad423f3604f3c001a400872;['Quantas organizações com fins lucrativos são membros do Centro Médico?'];Quantas organizações com fins lucrativos são membros do Centro Médico?;0
57287f113acd2414000dfa47;['Quando os rohingya perderam os direitos de cidadania na Birmânia?'];Quando os rohingya perderam os direitos de cidadania na Birmânia?;1
5a036c09af157d001818f3e0;['Além da Grande Manchester, parte de Tameside se tornou uma parte do que outro município?'];Além da Grande Manchester, parte de Tameside se tornou uma parte do que outro município?;0
5a671f70f038b7001ab0c218;['Qual é o nome do método de fabricação de vidro que envolveu séculos?'];Qual é o nome do método de fabricação de vidro que envolveu séculos?;0
572840674b864d1900164803;['Fora de Londres, onde é tipicamente ouvido o sotaque Cockney?'];Fora de Londres, onde é tipicamente ouvido o sotaque Cockney?;1
5727774b5951b619008f8a8b;['Que religião todos os naturalistas trabalhavam nas duas universidades inglesas?'];Que religião todos os naturalistas trabalhavam nas duas universidades inglesas?;1
5733b5a64776f419006610fc;['Onde exatamente é o Tajiquistão?'];Onde exatamente é o Tajiquistão?;1
5a627e68f8d794001af1c04a;['Qual salão está localizado no Centro de Recursos para as Artes?'];Qual salão está localizado no Centro de Recursos para as Artes?;0
56e77bc037bdd419002c4018;['Que processo o RIBA usa em seu sistema de credenciamento?'];Que processo o RIBA usa em seu sistema de credenciamento?;1
570d4227fed7b91900d45dc7;['Em que ano ocorreu a insurreição cantonalista?'];Em que ano ocorreu a insurreição cantonalista?;1
570fcc475ab6b81900391013;['Em que cidade Elizabeth nasceu?'];Em que cidade Elizabeth nasceu?;1
57265693dd62a815002e81ee;['O que árbitros especiais têm a capacidade de fazer?'];O que árbitros especiais têm a capacidade de fazer?;1
571a8a9010f8ca14003050ff;['O que encontrou um estudo semelhante feito por Garry?'];O que encontrou um estudo semelhante feito por Garry?;1
5acd9b8e07355d001abf4805;['Quem foi o republicano da era da metade da reconstrução eleito?'];Quem foi o republicano da era da metade da reconstrução eleito?;0
5ad420ea604f3c001a40072c;['Onde o Texas colocou as empresas da Fortune 500?'];Onde o Texas colocou as empresas da Fortune 500?;0
5726a764f1498d1400e8e639;['A que Montini se encarregou de responder em nome de Pio XII?'];A que Montini se encarregou de responder em nome de Pio XII?;1
5a79ce7517ab25001a8a008d;['Que organização disse que existem conexões históricas para associar o futebol a outros jogos fora da Europa?'];Que organização disse que existem conexões históricas para associar o futebol a outros jogos fora da Europa?;0
57265e2ff1498d1400e8dd6b;['Qual cantor usou os estúdios Trident além do Queen e dos Beatles?'];Qual cantor usou os estúdios Trident além do Queen e dos Beatles?;1
56df93a338dc42170015207a;['Quanto Wilber disse que Bell deu a ele para examinar a papelada de Gray?'];Quanto Wilber disse que Bell deu a ele para examinar a papelada de Gray?;1
5a473e445fd40d001a27dd8b;['Após as guerras napoleônicas, quantos estados formaram a Federação da Alemanha do Norte?'];Após as guerras napoleônicas, quantos estados formaram a Federação da Alemanha do Norte?;0
57070b1490286e26004fc840;['Em que a definição do Censo não se baseia?'];Em que a definição do Censo não se baseia?;1
570a72e64103511400d59727;['Que tipo de estratégia envolve evitar uma situação em que emoções indesejadas possam ser vivenciadas?'];Que tipo de estratégia envolve evitar uma situação em que emoções indesejadas possam ser vivenciadas?;1
5ad2a888d7d075001a429e1b;['Em que foi creditado Flinder Matthews?'];Em que foi creditado Flinder Matthews?;0
5732860f57eb1f1400fd2d7a;"['Qual foi a principal ação do humanismo durante o Renascimento&gt;']";"Qual foi a principal ação do humanismo durante o Renascimento&gt;";1
57107932a58dae1900cd69cb;['Quem liderou a expedição colonial huguenote da América do Norte?'];Quem liderou a expedição colonial huguenote da América do Norte?;1
572ef06703f9891900756af6;['Qual opinião do cônjuge de um casamento arranjado foi considerada mais importante?'];Qual opinião do cônjuge de um casamento arranjado foi considerada mais importante?;1
5728046cff5b5019007d9b05;['Como os bytes de bit são transmitidos?'];Como os bytes de bit são transmitidos?;1
56df9e1338dc4217001520ec;['Que representante permanente do grupo os caçadores-coletores não têm?'];Que representante permanente do grupo os caçadores-coletores não têm?;1
5ad25ba0d7d075001a428e79;"['Quem criticou a ""Sociedade Aberta""?']";"Quem criticou a ""Sociedade Aberta""?";0
572a0ce11d04691400779701;['Que proteína Staphylococcus aureus produz para tornar os anticorpos ineficazes?'];Que proteína Staphylococcus aureus produz para tornar os anticorpos ineficazes?;1
5732824557eb1f1400fd2d55;['Em seu discurso de despedida, de que complexo Eisenhower alertou o povo americano?'];Em seu discurso de despedida, de que complexo Eisenhower alertou o povo americano?;1
5acd8c2507355d001abf46b1;['A Flórida Central tem a menor quantidade de ocorrências meteorológicas no país?'];A Flórida Central tem a menor quantidade de ocorrências meteorológicas no país?;0
5a56892f6349e2001acdce11;['Qual é a sede do governo de Sua Majestade?'];Qual é a sede do governo de Sua Majestade?;0
5708077a9e06ca38007e9513;['Quais são os Ismailis Mustalianos comumente conhecidos como?'];Quais são os Ismailis Mustalianos comumente conhecidos como?;1
5ad36fee604f3c001a3fe236;"['Quem fabricou o ""Elixir cosmético""?']";"Quem fabricou o ""Elixir cosmético""?";0
5a2ab26e5b078a001a2f06b8;['Qual publicação em Gujarat começou há mais de cinco anos?'];Qual publicação em Gujarat começou há mais de cinco anos?;0
5acd177707355d001abf3456;['Qual é a força da cerveja em bares?'];Qual é a força da cerveja em bares?;0
5ad23316d7d075001a42878b;['Que estudioso de Bagdá identificou injustificadamente sete diferentes leituras do Alcorão?'];Que estudioso de Bagdá identificou injustificadamente sete diferentes leituras do Alcorão?;0
57318a6305b4da19006bd265;['Que organização matou os netos de Kadafi?'];Que organização matou os netos de Kadafi?;1
56e79d9037bdd419002c4241;['Quais são as duas músicas que fazem referência às cores da equipe da escola em seus títulos?'];Quais são as duas músicas que fazem referência às cores da equipe da escola em seus títulos?;1
5706adf975f01819005e7d1b;['Mayday e Thomas Barnett lançaram o hit em 1987?'];Mayday e Thomas Barnett lançaram o hit em 1987?;1
56dfefe9231d4119001abec6;['Que negócio que vende álcool barato às vezes é considerado como resultado do declínio de bares?'];Que negócio que vende álcool barato às vezes é considerado como resultado do declínio de bares?;1
59d284cc2763a6001828405d;['Quais motores a Rolls-Royce plc. Construir?'];Quais motores a Rolls-Royce plc. Construir?;0
57324734e99e3014001e6630;['O papel estratégico do líder da minoria é sempre consistente?'];O papel estratégico do líder da minoria é sempre consistente?;1
572edc20c246551400ce474d;['Quem foi o líder da Luftwaffe?'];Quem foi o líder da Luftwaffe?;1
57099f19200fba14003681e7;['Que organização recomendou que as categorias de raça e etnia fossem combinadas em uma pergunta para o censo de 2000 nos EUA?'];Que organização recomendou que as categorias de raça e etnia fossem combinadas em uma pergunta para o censo de 2000 nos EUA?;1
571cc6f85efbb31900334de5;['Qual é a clareza do oxigênio líquido?'];Qual é a clareza do oxigênio líquido?;1
56de73fd4396321400ee2939;['Qual revista chamou o imigrante mais famoso da Schwarzenegger America?'];Qual revista chamou o imigrante mais famoso da Schwarzenegger America?;1
5727606bdd62a815002e9bce;['Quem inventou a impressora móvel?'];Quem inventou a impressora móvel?;1
570a4e444103511400d595f1;['As participações restritas do Colégio seriam consideradas parte de qual parte da carteira?'];As participações restritas do Colégio seriam consideradas parte de qual parte da carteira?;1
56e8f5740b45c0140094cd9d;['Quando o órgão foi usado pela primeira vez?'];Quando o órgão foi usado pela primeira vez?;1
56e6c9946fe0821900b8eb72;['Que tipo de músicos eram artistas como Diana Ross, James Taylor, Carly Simon, Carole King e Janis Ian?'];Que tipo de músicos eram artistas como Diana Ross, James Taylor, Carly Simon, Carole King e Janis Ian?;1
5acd4d2c07355d001abf3c73;['Em que ano Nero foi feito imperador?'];Em que ano Nero foi feito imperador?;0
573091be2461fd1900a9cead;['Os controladores de torre usam o que localizar a posição de uma aeronave no espaço tridimensional?'];Os controladores de torre usam o que localizar a posição de uma aeronave no espaço tridimensional?;1
5acfb03577cf76001a685887;['Como os produtos chegaram ao seu alcance financeiro, que conceito começou a interessar a classe baixa?'];Como os produtos chegaram ao seu alcance financeiro, que conceito começou a interessar a classe baixa?;0
5725d3e4271a42140099d273;['Qual é a principal liga de basquete?'];Qual é a principal liga de basquete?;1
5730ebd0497a881900248a4d;['Quando foi formado o Comando de Ataque Global da Força Aérea?'];Quando foi formado o Comando de Ataque Global da Força Aérea?;1
5728418cff5b5019007da017;['Que massa de água faz fronteira com a Estônia a oeste?'];Que massa de água faz fronteira com a Estônia a oeste?;1
57302590b2c2fd140056896d;['Em que ano a constituição da Suazilândia foi suspensa?'];Em que ano a constituição da Suazilândia foi suspensa?;1
57109e32b654c5140001f9ce;['Quem foram os dois líderes do movimento filosófico de Paris?'];Quem foram os dois líderes do movimento filosófico de Paris?;1
5a551d22134fea001a0e193b;['Qual foi o primeiro serviço móvel da Somália?'];Qual foi o primeiro serviço móvel da Somália?;0
5ad14c25645df0001a2d1638;['O que os evangélicos não queriam separar?'];O que os evangélicos não queriam separar?;0
5726bf89f1498d1400e8ea22;"[""De quem era o apelido 'Task Force Lynch'?""]";De quem era o apelido 'Task Force Lynch'?;1
56fae4b5f34c681400b0c183;"['Qual é a profissão do indivíduo que se referiu à Somália como uma ""nação de bardos""?']";"Qual é a profissão do indivíduo que se referiu à Somália como uma ""nação de bardos""?";1
56d650911c8504140094709f;['Quem ignorou a questão da escola?'];Quem ignorou a questão da escola?;1
572aa053f75d5e190021fbc6;['Quando foi o pico da população da Filadélfia?'];Quando foi o pico da população da Filadélfia?;1
5733ef4b4776f41900661551;['Qual time recebeu a aprovação da Premier League para se mudar para Dublin?'];Qual time recebeu a aprovação da Premier League para se mudar para Dublin?;1
570c23e1ec8fbc190045bc80;['O FBI transferiu agentes de contra-inteligência para crimes violentos?'];O FBI transferiu agentes de contra-inteligência para crimes violentos?;1
56e1ded7cd28a01900c67bd5;['Qual é o nome de um problema que atende à afirmação de Ladner?'];Qual é o nome de um problema que atende à afirmação de Ladner?;1
57316ff8e6313a140071cf3b;['Qual era o nome do grupo revolucionário liderado por Kadafi?'];Qual era o nome do grupo revolucionário liderado por Kadafi?;1
572ffa79a23a5019007fcbe9;['O atual Mar Mediterrâneo desce de que mar?'];O atual Mar Mediterrâneo desce de que mar?;1
570d6cf1fed7b91900d460a8;['Ao cair da noite, um componente importante dos VII e VII Corps retirou-se para qual posição da Prússia?'];Ao cair da noite, um componente importante dos VII e VII Corps retirou-se para qual posição da Prússia?;1
56f824aba6d7ea1400e17411;['Qual é a indústria dominante na região alpina?'];Qual é a indústria dominante na região alpina?;1
56d11b4a17492d1400aab994;['A ponte de Queensboro utilizou que tipo de construção?'];A ponte de Queensboro utilizou que tipo de construção?;1
5a8c9b1bfd22b3001a8d8bc2;['Para que os perdedores da FA Cup se qualificam?'];Para que os perdedores da FA Cup se qualificam?;0
573076f78ab72b1400f9c515;['Quem disse que a Albânia é o país mais pró-americano da Europa?'];Quem disse que a Albânia é o país mais pró-americano da Europa?;1
56fdf89e761e401900d28c7f;['Que parte do computador possui células de memória chamadas registradoras?'];Que parte do computador possui células de memória chamadas registradoras?;1
5728d21b2ca10214002da8b3;['Os objetivos dos organismos mudam junto com qual processo genético notável?'];Os objetivos dos organismos mudam junto com qual processo genético notável?;1
56e08070231d4119001ac200;['Quem compartilha o código de chamada +290 com Santa Helena?'];Quem compartilha o código de chamada +290 com Santa Helena?;1
57280fe04b864d190016437d;['Esses teoremas precisam assumir que teoria está correta?'];Esses teoremas precisam assumir que teoria está correta?;1
5705f90475f01819005e77f9;['Onde o falcão de Eleonora se reproduz?'];Onde o falcão de Eleonora se reproduz?;1
5a7e620448f7d9001a063692;['Qual poeta era mais famoso, Lucan ou Statius?'];Qual poeta era mais famoso, Lucan ou Statius?;0
5a10eb6d06e79900185c3478;['O que os ISPs removem de suas redes para desencorajar as agências de inteligência?'];O que os ISPs removem de suas redes para desencorajar as agências de inteligência?;0
5acd2cd607355d001abf37d9;['Armênio ocidental aspirado corresponde ao leste americano o quê?'];Armênio ocidental aspirado corresponde ao leste americano o quê?;0
5a57a531770dc0001aeefcb5;['O que não é um requisito religioso em relação às leis alimentares?'];O que não é um requisito religioso em relação às leis alimentares?;0
57323373b9d445190005e8b7;['Que tipo de armênio é falado pelos armênios no Irã e na Rússia?'];Que tipo de armênio é falado pelos armênios no Irã e na Rússia?;1
5a6b165fa9e0c9001a4e9ed1;['Qual juiz anulou a decisão de Polska?'];Qual juiz anulou a decisão de Polska?;0
5acd955807355d001abf4796;['Quais são as várias cervejas fabricadas na Etiópia?'];Quais são as várias cervejas fabricadas na Etiópia?;0
5acd45d907355d001abf3b9b;['Quando o baixo saxão deixou de fazer parte da língua estoniana?'];Quando o baixo saxão deixou de fazer parte da língua estoniana?;0
5ad27a0dd7d075001a4295cb;['Quem argumentou que o falsificacionismo era defensável apenas por razões lógicas?'];Quem argumentou que o falsificacionismo era defensável apenas por razões lógicas?;0
570ff55ab654c5140001f6f0;['Quem Demarcus Sears sequestrou?'];Quem Demarcus Sears sequestrou?;1
5ad50d5b5b96ef001a10aaff;['Quanto o consumo mundial de papel diminuiu nos últimos 40 anos?'];Quanto o consumo mundial de papel diminuiu nos últimos 40 anos?;0
56d0a745234ae51400d9c3fc;['Quais são os oito fatores do Nobre Caminho Óctuplo?'];Quais são os oito fatores do Nobre Caminho Óctuplo?;1
572a20e4af94a219006aa812;['Começando e terminando com que anos Lee argumenta que as regras do Império eram incompetentes?'];Começando e terminando com que anos Lee argumenta que as regras do Império eram incompetentes?;1
5a567c226349e2001acdcdb3;['Em que porcentagem os CDs independentes e de bricolage aumentaram?'];Em que porcentagem os CDs independentes e de bricolage aumentaram?;0
572671565951b619008f72cb;['Quando a Laidlaw Leeds foi fundada?'];Quando a Laidlaw Leeds foi fundada?;1
572786b5dd62a815002e9f8a;['Qual era a estimativa original de Darwin para a quantidade de tempo que seu livro levaria para escrever?'];Qual era a estimativa original de Darwin para a quantidade de tempo que seu livro levaria para escrever?;1
5726d061f1498d1400e8ec12;['Que documento afirma que a igreja católica não está sujeita a nenhum governo particular?'];Que documento afirma que a igreja católica não está sujeita a nenhum governo particular?;1
57273326f1498d1400e8f47d;['Qual era o objetivo principal da Ordem Executiva 11114?'];Qual era o objetivo principal da Ordem Executiva 11114?;1
56db19b5e7c41114004b4d07;['Quantas pessoas fizeram o teste para estar no American Idol?'];Quantas pessoas fizeram o teste para estar no American Idol?;1
5726a292dd62a815002e8b95;['Quem era o secretário particular de William Gerard Hamilton?'];Quem era o secretário particular de William Gerard Hamilton?;1
572efd66cb0c0d14000f16cd;['O último czar da Rússia, Nicholas ll encontrou seu primeiro elevador no Hotel Adloin, em que cidade?'];O último czar da Rússia, Nicholas ll encontrou seu primeiro elevador no Hotel Adloin, em que cidade?;1
5a7e4fc870df9f001a8756f1;['Que tipo de casas de culto estão localizadas na Romênia?'];Que tipo de casas de culto estão localizadas na Romênia?;0
5733a70c4776f41900660f64;['Que entidade fornece ajuda com o gerenciamento do tempo para os novos alunos de Notre Dame?'];Que entidade fornece ajuda com o gerenciamento do tempo para os novos alunos de Notre Dame?;1
573365634776f419006609cb;['St. Barts era anteriormente parte de que comuna francesa?'];St. Barts era anteriormente parte de que comuna francesa?;1
5a8c89b3fd22b3001a8d8a43;['Qual é a natureza das palavras que as Testemunhas de Jeová usam para descrever madeira?'];Qual é a natureza das palavras que as Testemunhas de Jeová usam para descrever madeira?;0
