id;sentencas;documento;respondivel
5ad2ee21604f3c001a3fd9ea;['What is other title does the President of the College of Cardinals receive?'];What is other title does the President of the College of Cardinals receive?;0
5ad261cfd7d075001a429064;['What is the oldest example of financial fault lines?'];What is the oldest example of financial fault lines?;0
571a9ace10f8ca14003051a5;['What two factors contributed the increase in Jewish settlers along the Rhine and other similar areas?'];What two factors contributed the increase in Jewish settlers along the Rhine and other similar areas?;1
57340645d058e614000b67fa;['What does Heer Ranjha sing about?'];What does Heer Ranjha sing about?;1
573121fca5e9cc1400cdbc66;['What treaty addresses nuclear weapons?'];What treaty addresses nuclear weapons?;1
572990451d04691400779538;['The chemicals used by insects to communicate are called what?'];The chemicals used by insects to communicate are called what?;1
5726a9f3f1498d1400e8e680;['How much of the rainforest remains in Norfolk Island today?'];How much of the rainforest remains in Norfolk Island today?;1
56d2a34459d6e41400146179;['What is often referred to as a religion by many sources?'];What is often referred to as a religion by many sources?;1
5706d3592eaba6190074ad1e;['What place was originally left off of the tourism district?'];What place was originally left off of the tourism district?;1
57317e0505b4da19006bd1e9;['What was the name of the abortive political union between Tunisia and Libya in 1974?'];What was the name of the abortive political union between Tunisia and Libya in 1974?;1
5ad35760604f3c001a3fddf6;['Who convinced Michael Dell to use retailers to sell PCs?'];Who convinced Michael Dell to use retailers to sell PCs?;0
5ad49618ba00c4001a268ca7;['What is the point of far field communications?'];What is the point of far field communications?;0
57302051947a6a140053d14e;['When was the printed circuit released for commercial use in the U.S.?'];When was the printed circuit released for commercial use in the U.S.?;1
5ad420ea604f3c001a40072d;['When was Texas ranked the best city for shopping?'];When was Texas ranked the best city for shopping?;0
5a8475a07cf838001a46a81a;['Who was eventually bankrupt due to their virtual monopoly?'];Who was eventually bankrupt due to their virtual monopoly?;0
5733f9cfd058e614000b66ed;"[""Since the 90's, how has Portugal's economic development model been changing?""]";Since the 90's, how has Portugal's economic development model been changing?;1
572fdc34a23a5019007fca94;['What was the seat of former party leader David McLetchie?'];What was the seat of former party leader David McLetchie?;1
570e5b3b0dc6ce1900204f8b;['Do the Docklands, St. Kilda Road, and Southbank areas feature high-density or low-density forms?'];Do the Docklands, St. Kilda Road, and Southbank areas feature high-density or low-density forms?;1
5ad28932d7d075001a42997c;['Under what guise does the east perform their international policing?'];Under what guise does the east perform their international policing?;0
5a55606b134fea001a0e1a69;['How can a cell phone increase computer security?'];How can a cell phone increase computer security?;0
5726e48f5951b619008f81a9;['What may be contracted into single characters?'];What may be contracted into single characters?;1
5706149552bb891400689881;['How many teams did Los Angeles used to have?'];How many teams did Los Angeles used to have?;1
5ad40ec6604f3c001a400130;['What happens to the lead fusible plugs if the water level of the fire drops?'];What happens to the lead fusible plugs if the water level of the fire drops?;0
56d118a217492d1400aab91a;['When did Kanye West annouce his Pastelle Clothing line?'];When did Kanye West annouce his Pastelle Clothing line?;1
5727e6f53acd2414000def54;['In modern times, from which year have children attended school in Galician?'];In modern times, from which year have children attended school in Galician?;1
572a4f507a1753140016ae93;['In the Soviet section to the north, what did they want to expel from their land?'];In the Soviet section to the north, what did they want to expel from their land?;1
57301409a23a5019007fcd16;['Who opposed the influx of vai forming an alliance with maine?'];Who opposed the influx of vai forming an alliance with maine?;1
57069b2452bb891400689abe;['what style of music did afrika bambaataa play?'];what style of music did afrika bambaataa play?;1
57325d96b9d445190005eab4;['In the 2008 primary, how much of the Bronx vote did Obama get?'];In the 2008 primary, how much of the Bronx vote did Obama get?;1
56e0cb867aa994140058e6ff;['What accounted for 1.1% of browser use in April 2011?'];What accounted for 1.1% of browser use in April 2011?;1
56e4b61539bdeb14003479ac;['What kind of movement was modern architecture in the beginning?'];What kind of movement was modern architecture in the beginning?;1
572671a5f1498d1400e8dfe5;['Stretched rocks that pinch into lenses are known by what word?'];Stretched rocks that pinch into lenses are known by what word?;1
5ad3c82a604f3c001a3ff066;"[""How doesn't the Personal Video Recorder store content?""]";How doesn't the Personal Video Recorder store content?;0
5a81e2e631013a001a334f6c;['Which equation is are used for the square?'];Which equation is are used for the square?;0
56f876bda6d7ea1400e1768a;['Who came up with the general classification?'];Who came up with the general classification?;1
5a6127e5e9e1cc001a33cfb6;['What kind of pass limits injuries?'];What kind of pass limits injuries?;0
5a1c8ea7b4fb5d00187146cf;['In what year were there 366,233 people in Jacksonville?'];In what year were there 366,233 people in Jacksonville?;0
5728cab72ca10214002da7f1;['Of what nationality were the officers in the Indian Army?'];Of what nationality were the officers in the Indian Army?;1
5726ee3cf1498d1400e8f034;['What actions were taken to help the PVA?'];What actions were taken to help the PVA?;1
572684a7dd62a815002e87f4;['When did Presbyterianism arrive in America?'];When did Presbyterianism arrive in America?;1
5728ea302ca10214002daa89;['Which politician purposely created strong state divisions to a weaker national party?'];Which politician purposely created strong state divisions to a weaker national party?;1
56de677dcffd8e1900b4b87f;"[""What was Schwarzenegger's mother's maiden name?""]";What was Schwarzenegger's mother's maiden name?;1
57300d78b2c2fd14005687b2;['How are most student organizations at Washington University funded?'];How are most student organizations at Washington University funded?;1
56e11322cd28a01900c67561;['What other Iberian Romance languages are found in this area?'];What other Iberian Romance languages are found in this area?;1
570bfcd5ec8fbc190045bbff;['Do shift values for symbols on modern keyboards correspond closely to the ASCII table?'];Do shift values for symbols on modern keyboards correspond closely to the ASCII table?;1
57312489497a881900248bad;"[""Because of Columbus' mistake, the Americas came to be known as what?""]";Because of Columbus' mistake, the Americas came to be known as what?;1
5a285f5bd1a287001a6d0bd8;['Which genres were least influenced by post-punk?'];Which genres were least influenced by post-punk?;0
5ad01c1b77cf76001a686a48;['In what year did Vasco da Gama sail through India and Africa?'];In what year did Vasco da Gama sail through India and Africa?;0
5727c79f3acd2414000dec2f;['Where is the Sprint All-Star Race held?'];Where is the Sprint All-Star Race held?;1
5726d2ce5951b619008f7f19;['In what century were distinct Gothic details used on new construction at Oxford and Cambridge?'];In what century were distinct Gothic details used on new construction at Oxford and Cambridge?;1
572846aa4b864d1900164897;['Which region of Iraq do the Kurds live in?'];Which region of Iraq do the Kurds live in?;1
56ddcf4166d3e219004dacf9;['What elements of webpages are not used by Wayback Machine?'];What elements of webpages are not used by Wayback Machine?;1
570b3a9eec8fbc190045b8f2;['Who was the Secretary of War who modernized the US military at the beginning of the 20th century?'];Who was the Secretary of War who modernized the US military at the beginning of the 20th century?;1
56cda41362d2951400fa679e;['Which publication was associated with the soundtrack release?'];Which publication was associated with the soundtrack release?;1
5a8ddf58df8bba001a0f9ce0;['Which disease did Arline overcome?'];Which disease did Arline overcome?;0
5ad547945b96ef001a10ac1b;['What do all these models not have in common?'];What do all these models not have in common?;0
5a57e4aa770dc0001aeefe83;['What is the fertility rate of American Jewish communities?'];What is the fertility rate of American Jewish communities?;0
56db40d4e7c41114004b4fc0;['How many consecutive years was American Idol the top rated show?'];How many consecutive years was American Idol the top rated show?;1
5ad3ebe9604f3c001a3ff743;['In what year was the Yale Daily News closed?'];In what year was the Yale Daily News closed?;0
570a71dd6d058f1900182e74;['Along with Cooley, from whose work did Scheff derive social bond theory?'];Along with Cooley, from whose work did Scheff derive social bond theory?;1
5acfa24977cf76001a685640;['On what date in 1978 did the UN Security Council pass Resolution 2372?'];On what date in 1978 did the UN Security Council pass Resolution 2372?;0
570ffff5b654c5140001f723;['What did a study on men and womens sexual arousal show?'];What did a study on men and womens sexual arousal show?;1
56d2706859d6e41400145fdc;['Most of the early extant evidence for the origins of Mhayana comes from what type of translations?'];Most of the early extant evidence for the origins of Mhayana comes from what type of translations?;1
5a397a882f14dd001ac72399;['What is this cultural movement called that involves a shift in gender relations mainly excluding women?'];What is this cultural movement called that involves a shift in gender relations mainly excluding women?;0
57299ee01d0469140077958e;['What was the name eventually used for?'];What was the name eventually used for?;1
5ad423f3604f3c001a400872;['How many for-profit organizations are members of the Medical Center?'];How many for-profit organizations are members of the Medical Center?;0
57287f113acd2414000dfa47;['When did the Rohingya lose citizenship rights in Burma?'];When did the Rohingya lose citizenship rights in Burma?;1
5a036c09af157d001818f3e0;['In addition to Greater Manchester, part of Tameside became a portion of what other county?'];In addition to Greater Manchester, part of Tameside became a portion of what other county?;0
5a671f70f038b7001ab0c218;['What is the name for the glassmaking method that involved centuries?'];What is the name for the glassmaking method that involved centuries?;0
572840674b864d1900164803;['Outside of London, where is the Cockney accent typically heard?'];Outside of London, where is the Cockney accent typically heard?;1
5727774b5951b619008f8a8b;['What religion were all naturalists working at the two English universities?'];What religion were all naturalists working at the two English universities?;1
5733b5a64776f419006610fc;['Where exactly is Tajikistan?'];Where exactly is Tajikistan?;1
5a627e68f8d794001af1c04a;['What hall is located in the Resource Centre for the Arts?'];What hall is located in the Resource Centre for the Arts?;0
56e77bc037bdd419002c4018;['What process does RIBA use in its accreditation system?'];What process does RIBA use in its accreditation system?;1
570d4227fed7b91900d45dc7;['In what year did the cantonalist uprising occur?'];In what year did the cantonalist uprising occur?;1
570fcc475ab6b81900391013;['In what city was Elizabeth born?'];In what city was Elizabeth born?;1
57265693dd62a815002e81ee;['What do special referees have the ability to do?'];What do special referees have the ability to do?;1
571a8a9010f8ca14003050ff;['What did a similar study done by Garry find?'];What did a similar study done by Garry find?;1
5acd9b8e07355d001abf4805;['Who was the mid-reconstruction era republican elected?'];Who was the mid-reconstruction era republican elected?;0
5ad420ea604f3c001a40072c;['Where did Texas place for Fortune 500 companies?'];Where did Texas place for Fortune 500 companies?;0
5726a764f1498d1400e8e639;['What did Montini take charge of responding to on behalf of Pius XII?'];What did Montini take charge of responding to on behalf of Pius XII?;1
5a79ce7517ab25001a8a008d;['What organization has said that there is historical connections to association football with other games outside of Europe?'];What organization has said that there is historical connections to association football with other games outside of Europe?;0
57265e2ff1498d1400e8dd6b;['Which singer used Trident studios in addition to Queen and the Beatles?'];Which singer used Trident studios in addition to Queen and the Beatles?;1
56df93a338dc42170015207a;"[""How much did Wilber say Bell gave him in order to look at Gray's paperwork?""]";How much did Wilber say Bell gave him in order to look at Gray's paperwork?;1
5a473e445fd40d001a27dd8b;['After the Napoleonic Wars how many states formed the North German Federation?'];After the Napoleonic Wars how many states formed the North German Federation?;0
57070b1490286e26004fc840;['What is the Census definition not based on?'];What is the Census definition not based on?;1
570a72e64103511400d59727;['What type of strategy involves avoiding a situation where unwanted emotions might be experienced?'];What type of strategy involves avoiding a situation where unwanted emotions might be experienced?;1
5ad2a888d7d075001a429e1b;['What was Flinder Matthews credited with?'];What was Flinder Matthews credited with?;0
5732860f57eb1f1400fd2d7a;['What was the main action of humanism during the Renaissance>'];What was the main action of humanism during the Renaissance>;1
57107932a58dae1900cd69cb;['Who led the North American Huguenot colonial expedition?'];Who led the North American Huguenot colonial expedition?;1
572ef06703f9891900756af6;['Whose opinion on the spouse of an arranged marriage was considered to be more important?'];Whose opinion on the spouse of an arranged marriage was considered to be more important?;1
5728046cff5b5019007d9b05;['How are the bit bytes transmitted?'];How are the bit bytes transmitted?;1
56df9e1338dc4217001520ec;['What permanent group representative do hunter-gatherers not have?'];What permanent group representative do hunter-gatherers not have?;1
5ad25ba0d7d075001a428e79;"['Who criticized the ""Open Society""?']";"Who criticized the ""Open Society""?";0
572a0ce11d04691400779701;['What protein does Staphylococcus aureus produce to make antibodies ineffective?'];What protein does Staphylococcus aureus produce to make antibodies ineffective?;1
5732824557eb1f1400fd2d55;['In his farewell speech, what complex did Eisenhower warn the American people of?'];In his farewell speech, what complex did Eisenhower warn the American people of?;1
5acd8c2507355d001abf46b1;['Central florida has the least amount of which weather occurrence in the country?'];Central florida has the least amount of which weather occurrence in the country?;0
5a56892f6349e2001acdce11;"[""What is the headquarters of Her Majesty's Government?""]";What is the headquarters of Her Majesty's Government?;0
5708077a9e06ca38007e9513;['What are the Mustalian Ismailis commonly known as?'];What are the Mustalian Ismailis commonly known as?;1
5ad36fee604f3c001a3fe236;"['Who manufactured ""Cosmetic Elixir""?']";"Who manufactured ""Cosmetic Elixir""?";0
5a2ab26e5b078a001a2f06b8;['Which publication in Gujarat started more than five years ago?'];Which publication in Gujarat started more than five years ago?;0
5acd177707355d001abf3456;['What is the strength of beer in pubs?'];What is the strength of beer in pubs?;0
5ad23316d7d075001a42878b;['Which Baghdad scholar identified unjustified seven different Quranic readings?'];Which Baghdad scholar identified unjustified seven different Quranic readings?;0
57318a6305b4da19006bd265;"[""What organization killed Gaddafi's grandsons?""]";What organization killed Gaddafi's grandsons?;1
56e79d9037bdd419002c4241;"[""What are two songs that reference the school's team colors in their titles?""]";What are two songs that reference the school's team colors in their titles?;1
5706adf975f01819005e7d1b;['Mayday and Thomas Barnett released what hit in 1987?'];Mayday and Thomas Barnett released what hit in 1987?;1
56dfefe9231d4119001abec6;['What business that sells cheap alcohol has sometimes been held to have resulted in the decline of pubs?'];What business that sells cheap alcohol has sometimes been held to have resulted in the decline of pubs?;1
59d284cc2763a6001828405d;['What engines did Rolls-Royce plc. build?'];What engines did Rolls-Royce plc. build?;0
57324734e99e3014001e6630;"[""Is the minority leader's strategic role always consitent?""]";Is the minority leader's strategic role always consitent?;1
572edc20c246551400ce474d;['Who was the leader of the Luftwaffe?'];Who was the leader of the Luftwaffe?;1
57099f19200fba14003681e7;['What organization recommended that race and ethnicity categories be combined into one question for the 2000 US census?'];What organization recommended that race and ethnicity categories be combined into one question for the 2000 US census?;1
571cc6f85efbb31900334de5;['What is the clarity of liquid oxygen?'];What is the clarity of liquid oxygen?;1
56de73fd4396321400ee2939;"[""What magazine called Schwarzenegger America's most famous immigrant?""]";What magazine called Schwarzenegger America's most famous immigrant?;1
5727606bdd62a815002e9bce;['Who invented the movable printing press?'];Who invented the movable printing press?;1
570a4e444103511400d595f1;"[""The College's restricted equity holdings would be considered a part of which portion of the portfolio?""]";The College's restricted equity holdings would be considered a part of which portion of the portfolio?;1
56e8f5740b45c0140094cd9d;['When was the organ first used?'];When was the organ first used?;1
56e6c9946fe0821900b8eb72;['What type of musicians were artists such as Diana Ross, James Taylor, Carly Simon, Carole King and Janis Ian?'];What type of musicians were artists such as Diana Ross, James Taylor, Carly Simon, Carole King and Janis Ian?;1
5acd4d2c07355d001abf3c73;['In what year was Nero made emperor?'];In what year was Nero made emperor?;0
573091be2461fd1900a9cead;"[""Tower controllers use what to locate an aircraft's position in three-dimensional space?""]";Tower controllers use what to locate an aircraft's position in three-dimensional space?;1
5acfb03577cf76001a685887;['As products came within their financial reach what concept began to interest the lower class?'];As products came within their financial reach what concept began to interest the lower class?;0
5725d3e4271a42140099d273;['What is the premier basketball league?'];What is the premier basketball league?;1
5730ebd0497a881900248a4d;['When was the Air Force Global Strike Command formed?'];When was the Air Force Global Strike Command formed?;1
5728418cff5b5019007da017;['What body of water borders Estonia on the west?'];What body of water borders Estonia on the west?;1
57302590b2c2fd140056896d;['In what year was the constitution of Swaziland suspended?'];In what year was the constitution of Swaziland suspended?;1
57109e32b654c5140001f9ce;"[""Who were the two leaders of Paris' philosophic movement?""]";Who were the two leaders of Paris' philosophic movement?;1
5a551d22134fea001a0e193b;"[""What was Somalia's first mobile service?""]";What was Somalia's first mobile service?;0
5ad14c25645df0001a2d1638;"[""What didn't evangelicals want to keep apart?""]";What didn't evangelicals want to keep apart?;0
5726bf89f1498d1400e8ea22;"[""Whose nickname was 'Task Force Lynch'?""]";Whose nickname was 'Task Force Lynch'?;1
56fae4b5f34c681400b0c183;"['What is the profession of the individual who referred to Somalia as a ""Nation of Bards""?']";"What is the profession of the individual who referred to Somalia as a ""Nation of Bards""?";1
56d650911c8504140094709f;['Who has ignored the school issue?'];Who has ignored the school issue?;1
572aa053f75d5e190021fbc6;"[""When was the peak of Philadelphia's population?""]";When was the peak of Philadelphia's population?;1
5733ef4b4776f41900661551;['Which team received Premier League approval to relocate to Dublin?'];Which team received Premier League approval to relocate to Dublin?;1
570c23e1ec8fbc190045bc80;['Did the FBI reassign agents from counter-intelligence to violent crime?'];Did the FBI reassign agents from counter-intelligence to violent crime?;1
56e1ded7cd28a01900c67bd5;"[""What is the name for a problem that meets Ladner's assertion?""]";What is the name for a problem that meets Ladner's assertion?;1
57316ff8e6313a140071cf3b;['What was the name of the revolutionary group led by Gaddafi?'];What was the name of the revolutionary group led by Gaddafi?;1
572ffa79a23a5019007fcbe9;['The present Mediterranean Sea descends from what sea?'];The present Mediterranean Sea descends from what sea?;1
570d6cf1fed7b91900d460a8;['By nightfall a major component of the VII and VII Corps withdrew towards what Prussian position?'];By nightfall a major component of the VII and VII Corps withdrew towards what Prussian position?;1
56f824aba6d7ea1400e17411;['What is the dominant industry in the Alpine region?'];What is the dominant industry in the Alpine region?;1
56d11b4a17492d1400aab994;['The Queensboro Bridge utilized what type of construction?'];The Queensboro Bridge utilized what type of construction?;1
5a8c9b1bfd22b3001a8d8bc2;['What do FA Cup losers qualify for?'];What do FA Cup losers qualify for?;0
573076f78ab72b1400f9c515;['Who said that Albania is the most pro-American country in Europe?'];Who said that Albania is the most pro-American country in Europe?;1
56fdf89e761e401900d28c7f;['What part of the computer has memory cells called registers?'];What part of the computer has memory cells called registers?;1
5728d21b2ca10214002da8b3;"[""Organisms' goals shift along with which notable genetic process?""]";Organisms' goals shift along with which notable genetic process?;1
56e08070231d4119001ac200;['Who shares the calling code +290 with Saint Helena?'];Who shares the calling code +290 with Saint Helena?;1
57280fe04b864d190016437d;['These theorems have to assume what theory is correct?'];These theorems have to assume what theory is correct?;1
5705f90475f01819005e77f9;"[""Where do Eleonora's falcon breed?""]";Where do Eleonora's falcon breed?;1
5a7e620448f7d9001a063692;['Which poet was more famous, Lucan or Statius?'];Which poet was more famous, Lucan or Statius?;0
5a10eb6d06e79900185c3478;['What do ISPs remove from their networks to discourage intelligence agencies?'];What do ISPs remove from their networks to discourage intelligence agencies?;0
5acd2cd607355d001abf37d9;['Western Armenian aspirated corresponds to Eastern American what?'];Western Armenian aspirated corresponds to Eastern American what?;0
5a57a531770dc0001aeefcb5;['What is not a religious requirement regarding dietary laws?'];What is not a religious requirement regarding dietary laws?;0
57323373b9d445190005e8b7;['What type of Armenian is spoken by Armenians in Iran and Russia?'];What type of Armenian is spoken by Armenians in Iran and Russia?;1
5a6b165fa9e0c9001a4e9ed1;"[""Which judge overturned Polska's ruling?""]";Which judge overturned Polska's ruling?;0
5acd955807355d001abf4796;['What are various beers made from in Ethiopia?'];What are various beers made from in Ethiopia?;0
5acd45d907355d001abf3b9b;['When did Low Saxon stop being part of the Estonian language?'];When did Low Saxon stop being part of the Estonian language?;0
5ad27a0dd7d075001a4295cb;['Who argued that falsificationism was defensible on logical grounds alone?'];Who argued that falsificationism was defensible on logical grounds alone?;0
570ff55ab654c5140001f6f0;['Who did Demarcus Sears kidnap?'];Who did Demarcus Sears kidnap?;1
5ad50d5b5b96ef001a10aaff;['By how much has worldwide consumption of paper decreased over the last 40 years?'];By how much has worldwide consumption of paper decreased over the last 40 years?;0
56d0a745234ae51400d9c3fc;['What are the eight factors of the Noble Eightfold Path?'];What are the eight factors of the Noble Eightfold Path?;1
572a20e4af94a219006aa812;['Beginning and ending with what years does Lee argue that the rules of the Empire were incompetent?'];Beginning and ending with what years does Lee argue that the rules of the Empire were incompetent?;1
5a567c226349e2001acdcdb3;['By what percentage have DIY and independent CDs increased?'];By what percentage have DIY and independent CDs increased?;0
572671565951b619008f72cb;['When was Laidlaw Leeds first established?'];When was Laidlaw Leeds first established?;1
572786b5dd62a815002e9f8a;"[""What was Darwin's original estimate for the amount of time his book would take to write?""]";What was Darwin's original estimate for the amount of time his book would take to write?;1
5726d061f1498d1400e8ec12;['What document states that the Catholic church is not subject to any particlar government?'];What document states that the Catholic church is not subject to any particlar government?;1
57273326f1498d1400e8f47d;['What was the main aim of Executive Order 11114?'];What was the main aim of Executive Order 11114?;1
56db19b5e7c41114004b4d07;['How many people auditioned to be on American Idol?'];How many people auditioned to be on American Idol?;1
5726a292dd62a815002e8b95;"[""Who was William Gerard Hamilton's private secretary?""]";Who was William Gerard Hamilton's private secretary?;1
572efd66cb0c0d14000f16cd;['The last tsar of Russia, Nicholas ll encountered his first elevator at the Hotel Adloin in what city?'];The last tsar of Russia, Nicholas ll encountered his first elevator at the Hotel Adloin in what city?;1
5a7e4fc870df9f001a8756f1;['What kind of houses of worship are located in Romania?'];What kind of houses of worship are located in Romania?;0
5733a70c4776f41900660f64;['What entity provides help with the management of time for new students at Notre Dame?'];What entity provides help with the management of time for new students at Notre Dame?;1
573365634776f419006609cb;['St. Barts was formerly a part of what French commune?'];St. Barts was formerly a part of what French commune?;1
5a8c89b3fd22b3001a8d8a43;"[""What is the nature of the words Jehovah's Witnesses use to describe wood?""]";What is the nature of the words Jehovah's Witnesses use to describe wood?;0
572959251d046914007792ed;['What kind of exchange is demonstrated by different insects?'];What kind of exchange is demonstrated by different insects?;1
57271d57708984140094d9f2;"[""What consumer advocate took over the Brown's case?""]";What consumer advocate took over the Brown's case?;1
57270b515951b619008f852c;['What is another type of circuit in which voltage and current reversal are affected by damping?'];What is another type of circuit in which voltage and current reversal are affected by damping?;1
572ebebbc246551400ce45dd;['Who led the Prussian assault on Prague in 1757'];Who led the Prussian assault on Prague in 1757;1
5acf9b5f77cf76001a68545f;['What countries did the federalist model succeed in?'];What countries did the federalist model succeed in?;0
56d26bde59d6e41400145fb4;['The earliest Mahayana sutra include the very first version of what genre?'];The earliest Mahayana sutra include the very first version of what genre?;1
56ce0d8662d2951400fa69e9;['How many public shows did he perform during the last years of his life?'];How many public shows did he perform during the last years of his life?;1
5705e33f52bb89140068964e;['What is the name of the state that the megaregion expands to in the east?'];What is the name of the state that the megaregion expands to in the east?;1
5726763c708984140094c6e5;"[""What infamous event occurred during Bateman's term as president?""]";What infamous event occurred during Bateman's term as president?;1
5733fcd74776f41900661663;['Who did the Umayyads defeat?'];Who did the Umayyads defeat?;1
56f81eceaef2371900625de5;['In what year did Tito travel to the U.S. to visit Washington D.C., amist protest by anti-communist Croat, Serb and Albanian groups?'];In what year did Tito travel to the U.S. to visit Washington D.C., amist protest by anti-communist Croat, Serb and Albanian groups?;1
56dfc592231d4119001abde1;['What do DCSnet in the US and SORM in Russia do?'];What do DCSnet in the US and SORM in Russia do?;1
5ad02bb777cf76001a686c91;['What was the name of the old musical style introduced in the Late Middle Ages?'];What was the name of the old musical style introduced in the Late Middle Ages?;0
5a7c9af5e8bc7e001a9e1ef9;['What Latin phrase did Moore coin?'];What Latin phrase did Moore coin?;0
57343cc24776f41900661ad3;['How many US cities have at least a gold rating for bicycle-friendliness?'];How many US cities have at least a gold rating for bicycle-friendliness?;1
5acfa71b77cf76001a68572d;['What DNA astronaut is also a U of C alumni?'];What DNA astronaut is also a U of C alumni?;0
5ad283a5d7d075001a429847;['How long did the Finnish military last before the invasion by the soviets?'];How long did the Finnish military last before the invasion by the soviets?;0
5726182438643c19005acfe4;['Who has been spreading Western culture and styles?'];Who has been spreading Western culture and styles?;1
5aced34532bba1001ae4b612;['What is being dismissed?'];What is being dismissed?;0
5ad3102b604f3c001a3fdb23;['What was a lay cardinal not allowed to do that is not considered a normal status of a Cardinal?'];What was a lay cardinal not allowed to do that is not considered a normal status of a Cardinal?;0
5729649b6aef051400154df1;['Why did Senator Boxer say she voted the way she did?'];Why did Senator Boxer say she voted the way she did?;1
5ace9a8b32bba1001ae4ac71;['What did hunters in Nordic countries display as a sign of prowess in the 19th century?'];What did hunters in Nordic countries display as a sign of prowess in the 19th century?;0
5ad39f4a604f3c001a3fe958;['What is Congress unable to withdraw?'];What is Congress unable to withdraw?;0
5726a1135951b619008f7839;['What language eventually came to power in the Irrawaddy valley ?'];What language eventually came to power in the Irrawaddy valley ?;1
573413df4776f41900661808;['What does the state agency Ciencia Viva promote?'];What does the state agency Ciencia Viva promote?;1
56cebef6aab44d1400b8899b;['How many schools were reconstructed?'];How many schools were reconstructed?;1
5730ac782461fd1900a9cf75;['When was the the second German empire founded?'];When was the the second German empire founded?;1
5a870cc71d3cee001a6a1097;['Which cells serve as antigen to lymphocytes?'];Which cells serve as antigen to lymphocytes?;0
57277d55f1498d1400e8f99e;['What are ground moraines also called?'];What are ground moraines also called?;1
5705f66d52bb89140068974a;['A Constantinople correspondent of The Times exposed what anti-Semitic document as a forgery?'];A Constantinople correspondent of The Times exposed what anti-Semitic document as a forgery?;1
56f87cd7a6d7ea1400e176d8;['To what political party does Caroline Nokes belong?'];To what political party does Caroline Nokes belong?;1
56e788b100c9c71400d7725c;['Who did Zhu Yuanzhang defeat?'];Who did Zhu Yuanzhang defeat?;1
5726903d5951b619008f76b1;['How many French troops were involved in the crossing of the Rhine?'];How many French troops were involved in the crossing of the Rhine?;1
572409ef0ba9f01400d97b44;['Why was Victorias eyesight clouded?'];Why was Victorias eyesight clouded?;1
57294f546aef051400154c9c;['Global wind power installations increased by how much in 2010?'];Global wind power installations increased by how much in 2010?;1
573051012461fd1900a9cd19;['What kind of feedback has Windows 8 received?'];What kind of feedback has Windows 8 received?;1
572eaf62cb0c0d14000f147f;['What is the second most massive Neptunian moon?'];What is the second most massive Neptunian moon?;1
57101890b654c5140001f7d6;['What questions corresponds to the homosexual ones?'];What questions corresponds to the homosexual ones?;1
5ad39730604f3c001a3fe7b8;['Which is the only court unable to determine constitutionality?'];Which is the only court unable to determine constitutionality?;0
5a3bba523ff257001ab84473;['Who ruled the Fujiwara family in Japan?'];Who ruled the Fujiwara family in Japan?;0
