Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Sentença
enqueue	VERB	1	16_pert_4	16	0	0	7	73	What is a queue and how to enqueue and separate its elements ?
and	CCONJ	0	16_pert_4	16	0	0	8	74	What is a queue and how to enqueue and separate its elements ?
separate	VERB	0	16_pert_4	16	0	1	9	75	What is a queue and how to enqueue and separate its elements ?
its	PRON	0	16_pert_4	16	0	0	10	76	What is a queue and how to enqueue and separate its elements ?
elements	NOUN	0	16_pert_4	16	0	0	11	77	What is a queue and how to enqueue and separate its elements ?
?	PUNCT	0	16_pert_4	16	0	0	12		What is a queue and how to enqueue and separate its elements ?
What	PRON	0	16_pert_5	16	0	0	0	79	What is a queue and how to enqueue and order its elements ?
is	AUX	0	16_pert_5	16	0	0	1	80	What is a queue and how to enqueue and order its elements ?
a	DET	0	16_pert_5	16	0	0	2	81	What is a queue and how to enqueue and order its elements ?
queue	NOUN	1	16_pert_5	16	0	0	3	82	What is a queue and how to enqueue and order its elements ?
and	CCONJ	0	16_pert_5	16	0	0	4	83	What is a queue and how to enqueue and order its elements ?
how	SCONJ	0	16_pert_5	16	0	0	5	84	What is a queue and how to enqueue and order its elements ?
to	PART	0	16_pert_5	16	0	0	6	85	What is a queue and how to enqueue and order its elements ?
enqueue	VERB	1	16_pert_5	16	0	0	7	86	What is a queue and how to enqueue and order its elements ?
and	CCONJ	0	16_pert_5	16	0	0	8	87	What is a queue and how to enqueue and order its elements ?
order	VERB	0	16_pert_5	16	0	1	9	88	What is a queue and how to enqueue and order its elements ?
its	PRON	0	16_pert_5	16	0	0	10	89	What is a queue and how to enqueue and order its elements ?
elements	NOUN	0	16_pert_5	16	0	0	11	90	What is a queue and how to enqueue and order its elements ?
?	PUNCT	0	16_pert_5	16	0	0	12		What is a queue and how to enqueue and order its elements ?
What	PRON	0	16_pert_6	16	0	0	0	92	What is a queue and how to enqueue and distribute its elements ?
is	AUX	0	16_pert_6	16	0	0	1	93	What is a queue and how to enqueue and distribute its elements ?
a	DET	0	16_pert_6	16	0	0	2	94	What is a queue and how to enqueue and distribute its elements ?
queue	NOUN	1	16_pert_6	16	0	0	3	95	What is a queue and how to enqueue and distribute its elements ?
and	CCONJ	0	16_pert_6	16	0	0	4	96	What is a queue and how to enqueue and distribute its elements ?
how	SCONJ	0	16_pert_6	16	0	0	5	97	What is a queue and how to enqueue and distribute its elements ?
to	PART	0	16_pert_6	16	0	0	6	98	What is a queue and how to enqueue and distribute its elements ?
enqueue	VERB	1	16_pert_6	16	0	0	7	99	What is a queue and how to enqueue and distribute its elements ?
and	CCONJ	0	16_pert_6	16	0	0	8	100	What is a queue and how to enqueue and distribute its elements ?
distribute	VERB	0	16_pert_6	16	0	1	9	101	What is a queue and how to enqueue and distribute its elements ?
its	PRON	0	16_pert_6	16	0	0	10	102	What is a queue and how to enqueue and distribute its elements ?
elements	NOUN	0	16_pert_6	16	0	0	11	103	What is a queue and how to enqueue and distribute its elements ?
?	PUNCT	0	16_pert_6	16	0	0	12		What is a queue and how to enqueue and distribute its elements ?
What	PRON	0	16_pert_7	16	0	0	0	105	What is a queue and how to enqueue and organise its elements ?
is	AUX	0	16_pert_7	16	0	0	1	106	What is a queue and how to enqueue and organise its elements ?
a	DET	0	16_pert_7	16	0	0	2	107	What is a queue and how to enqueue and organise its elements ?
queue	NOUN	1	16_pert_7	16	0	0	3	108	What is a queue and how to enqueue and organise its elements ?
and	CCONJ	0	16_pert_7	16	0	0	4	109	What is a queue and how to enqueue and organise its elements ?
how	SCONJ	0	16_pert_7	16	0	0	5	110	What is a queue and how to enqueue and organise its elements ?
to	PART	0	16_pert_7	16	0	0	6	111	What is a queue and how to enqueue and organise its elements ?
enqueue	VERB	1	16_pert_7	16	0	0	7	112	What is a queue and how to enqueue and organise its elements ?
and	CCONJ	0	16_pert_7	16	0	0	8	113	What is a queue and how to enqueue and organise its elements ?
organise	VERB	0	16_pert_7	16	0	1	9	114	What is a queue and how to enqueue and organise its elements ?
its	PRON	0	16_pert_7	16	0	0	10	115	What is a queue and how to enqueue and organise its elements ?
elements	NOUN	0	16_pert_7	16	0	0	11	116	What is a queue and how to enqueue and organise its elements ?
?	PUNCT	0	16_pert_7	16	0	0	12		What is a queue and how to enqueue and organise its elements ?
What	PRON	0	16_pert_8	16	0	0	0	118	What is a queue and how to enqueue and identify its elements ?
is	AUX	0	16_pert_8	16	0	0	1	119	What is a queue and how to enqueue and identify its elements ?
a	DET	0	16_pert_8	16	0	0	2	120	What is a queue and how to enqueue and identify its elements ?
queue	NOUN	1	16_pert_8	16	0	0	3	121	What is a queue and how to enqueue and identify its elements ?
and	CCONJ	0	16_pert_8	16	0	0	4	122	What is a queue and how to enqueue and identify its elements ?
how	SCONJ	0	16_pert_8	16	0	0	5	123	What is a queue and how to enqueue and identify its elements ?
to	PART	0	16_pert_8	16	0	0	6	124	What is a queue and how to enqueue and identify its elements ?
enqueue	VERB	1	16_pert_8	16	0	0	7	125	What is a queue and how to enqueue and identify its elements ?
and	CCONJ	0	16_pert_8	16	0	0	8	126	What is a queue and how to enqueue and identify its elements ?
identify	VERB	0	16_pert_8	16	0	1	9	127	What is a queue and how to enqueue and identify its elements ?
its	PRON	0	16_pert_8	16	0	0	10	128	What is a queue and how to enqueue and identify its elements ?
elements	NOUN	0	16_pert_8	16	0	0	11	129	What is a queue and how to enqueue and identify its elements ?
?	PUNCT	0	16_pert_8	16	0	0	12		What is a queue and how to enqueue and identify its elements ?
What	PRON	0	16_pert_9	16	0	0	0	131	What is a queue and how to enqueue and connect its elements ?
is	AUX	0	16_pert_9	16	0	0	1	132	What is a queue and how to enqueue and connect its elements ?
a	DET	0	16_pert_9	16	0	0	2	133	What is a queue and how to enqueue and connect its elements ?
queue	NOUN	1	16_pert_9	16	0	0	3	134	What is a queue and how to enqueue and connect its elements ?
and	CCONJ	0	16_pert_9	16	0	0	4	135	What is a queue and how to enqueue and connect its elements ?
how	SCONJ	0	16_pert_9	16	0	0	5	136	What is a queue and how to enqueue and connect its elements ?
to	PART	0	16_pert_9	16	0	0	6	137	What is a queue and how to enqueue and connect its elements ?
enqueue	VERB	1	16_pert_9	16	0	0	7	138	What is a queue and how to enqueue and connect its elements ?
and	CCONJ	0	16_pert_9	16	0	0	8	139	What is a queue and how to enqueue and connect its elements ?
connect	VERB	0	16_pert_9	16	0	1	9	140	What is a queue and how to enqueue and connect its elements ?
its	PRON	0	16_pert_9	16	0	0	10	141	What is a queue and how to enqueue and connect its elements ?
elements	NOUN	0	16_pert_9	16	0	0	11	142	What is a queue and how to enqueue and connect its elements ?
?	PUNCT	0	16_pert_9	16	0	0	12		What is a queue and how to enqueue and connect its elements ?
What	PRON	0	16_pert_10	16	0	0	0	144	What is a queue and how to enqueue and balance its elements ?
is	AUX	0	16_pert_10	16	0	0	1	145	What is a queue and how to enqueue and balance its elements ?
a	DET	0	16_pert_10	16	0	0	2	146	What is a queue and how to enqueue and balance its elements ?
queue	NOUN	1	16_pert_10	16	0	0	3	147	What is a queue and how to enqueue and balance its elements ?
and	CCONJ	0	16_pert_10	16	0	0	4	148	What is a queue and how to enqueue and balance its elements ?
how	SCONJ	0	16_pert_10	16	0	0	5	149	What is a queue and how to enqueue and balance its elements ?
to	PART	0	16_pert_10	16	0	0	6	150	What is a queue and how to enqueue and balance its elements ?
enqueue	VERB	1	16_pert_10	16	0	0	7	151	What is a queue and how to enqueue and balance its elements ?
and	CCONJ	0	16_pert_10	16	0	0	8	152	What is a queue and how to enqueue and balance its elements ?
balance	VERB	0	16_pert_10	16	0	1	9	153	What is a queue and how to enqueue and balance its elements ?
its	PRON	0	16_pert_10	16	0	0	10	154	What is a queue and how to enqueue and balance its elements ?
elements	NOUN	0	16_pert_10	16	0	0	11	155	What is a queue and how to enqueue and balance its elements ?
?	PUNCT	0	16_pert_10	16	0	0	12		What is a queue and how to enqueue and balance its elements ?
What	PRON	0	16_pert_11	16	0	0	0	157	What is a queue and how to enqueue and store its elements ?
is	AUX	0	16_pert_11	16	0	0	1	158	What is a queue and how to enqueue and store its elements ?
a	DET	0	16_pert_11	16	0	0	2	159	What is a queue and how to enqueue and store its elements ?
queue	NOUN	1	16_pert_11	16	0	0	3	160	What is a queue and how to enqueue and store its elements ?
and	CCONJ	0	16_pert_11	16	0	0	4	161	What is a queue and how to enqueue and store its elements ?
how	SCONJ	0	16_pert_11	16	0	0	5	162	What is a queue and how to enqueue and store its elements ?
to	PART	0	16_pert_11	16	0	0	6	163	What is a queue and how to enqueue and store its elements ?
enqueue	VERB	1	16_pert_11	16	0	0	7	164	What is a queue and how to enqueue and store its elements ?
and	CCONJ	0	16_pert_11	16	0	0	8	165	What is a queue and how to enqueue and store its elements ?
store	VERB	0	16_pert_11	16	0	1	9	166	What is a queue and how to enqueue and store its elements ?
its	PRON	0	16_pert_11	16	0	0	10	167	What is a queue and how to enqueue and store its elements ?
elements	NOUN	0	16_pert_11	16	0	0	11	168	What is a queue and how to enqueue and store its elements ?
?	PUNCT	0	16_pert_11	16	0	0	12		What is a queue and how to enqueue and store its elements ?
What	PRON	0	16_pert_12	16	0	0	0	170	What is a queue and how to enqueue and control its elements ?
is	AUX	0	16_pert_12	16	0	0	1	171	What is a queue and how to enqueue and control its elements ?
a	DET	0	16_pert_12	16	0	0	2	172	What is a queue and how to enqueue and control its elements ?
queue	NOUN	1	16_pert_12	16	0	0	3	173	What is a queue and how to enqueue and control its elements ?
and	CCONJ	0	16_pert_12	16	0	0	4	174	What is a queue and how to enqueue and control its elements ?
how	SCONJ	0	16_pert_12	16	0	0	5	175	What is a queue and how to enqueue and control its elements ?
to	PART	0	16_pert_12	16	0	0	6	176	What is a queue and how to enqueue and control its elements ?
enqueue	VERB	1	16_pert_12	16	0	0	7	177	What is a queue and how to enqueue and control its elements ?
and	CCONJ	0	16_pert_12	16	0	0	8	178	What is a queue and how to enqueue and control its elements ?
control	VERB	0	16_pert_12	16	0	1	9	179	What is a queue and how to enqueue and control its elements ?
its	PRON	0	16_pert_12	16	0	0	10	180	What is a queue and how to enqueue and control its elements ?
elements	NOUN	0	16_pert_12	16	0	0	11	181	What is a queue and how to enqueue and control its elements ?
?	PUNCT	0	16_pert_12	16	0	0	12		What is a queue and how to enqueue and control its elements ?
What	PRON	0	16_pert_13	16	0	0	0	183	What is a queue and how to enqueue and use its elements ?
is	AUX	0	16_pert_13	16	0	0	1	184	What is a queue and how to enqueue and use its elements ?
a	DET	0	16_pert_13	16	0	0	2	185	What is a queue and how to enqueue and use its elements ?
queue	NOUN	1	16_pert_13	16	0	0	3	186	What is a queue and how to enqueue and use its elements ?
and	CCONJ	0	16_pert_13	16	0	0	4	187	What is a queue and how to enqueue and use its elements ?
how	SCONJ	0	16_pert_13	16	0	0	5	188	What is a queue and how to enqueue and use its elements ?
to	PART	0	16_pert_13	16	0	0	6	189	What is a queue and how to enqueue and use its elements ?
enqueue	VERB	1	16_pert_13	16	0	0	7	190	What is a queue and how to enqueue and use its elements ?
and	CCONJ	0	16_pert_13	16	0	0	8	191	What is a queue and how to enqueue and use its elements ?
use	VERB	0	16_pert_13	16	0	1	9	192	What is a queue and how to enqueue and use its elements ?
its	PRON	0	16_pert_13	16	0	0	10	193	What is a queue and how to enqueue and use its elements ?
elements	NOUN	0	16_pert_13	16	0	0	11	194	What is a queue and how to enqueue and use its elements ?
?	PUNCT	0	16_pert_13	16	0	0	12		What is a queue and how to enqueue and use its elements ?
What	PRON	0	16_pert_14	16	0	0	0	196	What is a queue and how to enqueue and process its elements ?
is	AUX	0	16_pert_14	16	0	0	1	197	What is a queue and how to enqueue and process its elements ?
a	DET	0	16_pert_14	16	0	0	2	198	What is a queue and how to enqueue and process its elements ?
queue	NOUN	1	16_pert_14	16	0	0	3	199	What is a queue and how to enqueue and process its elements ?
and	CCONJ	0	16_pert_14	16	0	0	4	200	What is a queue and how to enqueue and process its elements ?
how	SCONJ	0	16_pert_14	16	0	0	5	201	What is a queue and how to enqueue and process its elements ?
to	PART	0	16_pert_14	16	0	0	6	202	What is a queue and how to enqueue and process its elements ?
enqueue	VERB	1	16_pert_14	16	0	0	7	203	What is a queue and how to enqueue and process its elements ?
and	CCONJ	0	16_pert_14	16	0	0	8	204	What is a queue and how to enqueue and process its elements ?
process	VERB	0	16_pert_14	16	0	1	9	205	What is a queue and how to enqueue and process its elements ?
its	PRON	0	16_pert_14	16	0	0	10	206	What is a queue and how to enqueue and process its elements ?
elements	NOUN	0	16_pert_14	16	0	0	11	207	What is a queue and how to enqueue and process its elements ?
?	PUNCT	0	16_pert_14	16	0	0	12		What is a queue and how to enqueue and process its elements ?
What	PRON	0	16_pert_15	16	0	0	0	209	What is a queue and how to enqueue and express its elements ?
is	AUX	0	16_pert_15	16	0	0	1	210	What is a queue and how to enqueue and express its elements ?
a	DET	0	16_pert_15	16	0	0	2	211	What is a queue and how to enqueue and express its elements ?
queue	NOUN	1	16_pert_15	16	0	0	3	212	What is a queue and how to enqueue and express its elements ?
and	CCONJ	0	16_pert_15	16	0	0	4	213	What is a queue and how to enqueue and express its elements ?
how	SCONJ	0	16_pert_15	16	0	0	5	214	What is a queue and how to enqueue and express its elements ?
to	PART	0	16_pert_15	16	0	0	6	215	What is a queue and how to enqueue and express its elements ?
enqueue	VERB	1	16_pert_15	16	0	0	7	216	What is a queue and how to enqueue and express its elements ?
and	CCONJ	0	16_pert_15	16	0	0	8	217	What is a queue and how to enqueue and express its elements ?
express	VERB	0	16_pert_15	16	0	1	9	218	What is a queue and how to enqueue and express its elements ?
its	PRON	0	16_pert_15	16	0	0	10	219	What is a queue and how to enqueue and express its elements ?
elements	NOUN	0	16_pert_15	16	0	0	11	220	What is a queue and how to enqueue and express its elements ?
?	PUNCT	0	16_pert_15	16	0	0	12		What is a queue and how to enqueue and express its elements ?
What	PRON	0	16_pert_16	16	0	0	0	222	What is a queue and how to enqueue and sort its elements ?
is	AUX	0	16_pert_16	16	0	0	1	223	What is a queue and how to enqueue and sort its elements ?
a	DET	0	16_pert_16	16	0	0	2	224	What is a queue and how to enqueue and sort its elements ?
queue	NOUN	1	16_pert_16	16	0	0	3	225	What is a queue and how to enqueue and sort its elements ?
and	CCONJ	0	16_pert_16	16	0	0	4	226	What is a queue and how to enqueue and sort its elements ?
how	SCONJ	0	16_pert_16	16	0	0	5	227	What is a queue and how to enqueue and sort its elements ?
to	PART	0	16_pert_16	16	0	0	6	228	What is a queue and how to enqueue and sort its elements ?
enqueue	VERB	1	16_pert_16	16	0	0	7	229	What is a queue and how to enqueue and sort its elements ?
and	CCONJ	0	16_pert_16	16	0	0	8	230	What is a queue and how to enqueue and sort its elements ?
sort	VERB	0	16_pert_16	16	0	1	9	231	What is a queue and how to enqueue and sort its elements ?
its	PRON	0	16_pert_16	16	0	0	10	232	What is a queue and how to enqueue and sort its elements ?
elements	NOUN	0	16_pert_16	16	0	0	11	233	What is a queue and how to enqueue and sort its elements ?
?	PUNCT	0	16_pert_16	16	0	0	12		What is a queue and how to enqueue and sort its elements ?
What	PRON	0	16_pert_17	16	0	0	0	235	What is a queue and how to enqueue and find its elements ?
is	AUX	0	16_pert_17	16	0	0	1	236	What is a queue and how to enqueue and find its elements ?
a	DET	0	16_pert_17	16	0	0	2	237	What is a queue and how to enqueue and find its elements ?
queue	NOUN	1	16_pert_17	16	0	0	3	238	What is a queue and how to enqueue and find its elements ?
and	CCONJ	0	16_pert_17	16	0	0	4	239	What is a queue and how to enqueue and find its elements ?
how	SCONJ	0	16_pert_17	16	0	0	5	240	What is a queue and how to enqueue and find its elements ?
to	PART	0	16_pert_17	16	0	0	6	241	What is a queue and how to enqueue and find its elements ?
enqueue	VERB	1	16_pert_17	16	0	0	7	242	What is a queue and how to enqueue and find its elements ?
and	CCONJ	0	16_pert_17	16	0	0	8	243	What is a queue and how to enqueue and find its elements ?
find	VERB	0	16_pert_17	16	0	1	9	244	What is a queue and how to enqueue and find its elements ?
its	PRON	0	16_pert_17	16	0	0	10	245	What is a queue and how to enqueue and find its elements ?
elements	NOUN	0	16_pert_17	16	0	0	11	246	What is a queue and how to enqueue and find its elements ?
?	PUNCT	0	16_pert_17	16	0	0	12		What is a queue and how to enqueue and find its elements ?
What	PRON	0	16_pert_18	16	0	0	0	248	What is a queue and how to enqueue and define its elements ?
is	AUX	0	16_pert_18	16	0	0	1	249	What is a queue and how to enqueue and define its elements ?
a	DET	0	16_pert_18	16	0	0	2	250	What is a queue and how to enqueue and define its elements ?
queue	NOUN	1	16_pert_18	16	0	0	3	251	What is a queue and how to enqueue and define its elements ?
and	CCONJ	0	16_pert_18	16	0	0	4	252	What is a queue and how to enqueue and define its elements ?
how	SCONJ	0	16_pert_18	16	0	0	5	253	What is a queue and how to enqueue and define its elements ?
to	PART	0	16_pert_18	16	0	0	6	254	What is a queue and how to enqueue and define its elements ?
enqueue	VERB	1	16_pert_18	16	0	0	7	255	What is a queue and how to enqueue and define its elements ?
and	CCONJ	0	16_pert_18	16	0	0	8	256	What is a queue and how to enqueue and define its elements ?
define	VERB	0	16_pert_18	16	0	1	9	257	What is a queue and how to enqueue and define its elements ?
its	PRON	0	16_pert_18	16	0	0	10	258	What is a queue and how to enqueue and define its elements ?
elements	NOUN	0	16_pert_18	16	0	0	11	259	What is a queue and how to enqueue and define its elements ?
?	PUNCT	0	16_pert_18	16	0	0	12		What is a queue and how to enqueue and define its elements ?
What	PRON	0	16_pert_19	16	0	0	0	261	What is a queue and how to enqueue and manipulate its elements ?
is	AUX	0	16_pert_19	16	0	0	1	262	What is a queue and how to enqueue and manipulate its elements ?
a	DET	0	16_pert_19	16	0	0	2	263	What is a queue and how to enqueue and manipulate its elements ?
queue	NOUN	1	16_pert_19	16	0	0	3	264	What is a queue and how to enqueue and manipulate its elements ?
and	CCONJ	0	16_pert_19	16	0	0	4	265	What is a queue and how to enqueue and manipulate its elements ?
how	SCONJ	0	16_pert_19	16	0	0	5	266	What is a queue and how to enqueue and manipulate its elements ?
to	PART	0	16_pert_19	16	0	0	6	267	What is a queue and how to enqueue and manipulate its elements ?
enqueue	VERB	1	16_pert_19	16	0	0	7	268	What is a queue and how to enqueue and manipulate its elements ?
and	CCONJ	0	16_pert_19	16	0	0	8	269	What is a queue and how to enqueue and manipulate its elements ?
manipulate	VERB	0	16_pert_19	16	0	1	9	270	What is a queue and how to enqueue and manipulate its elements ?
its	PRON	0	16_pert_19	16	0	0	10	271	What is a queue and how to enqueue and manipulate its elements ?
elements	NOUN	0	16_pert_19	16	0	0	11	272	What is a queue and how to enqueue and manipulate its elements ?
?	PUNCT	0	16_pert_19	16	0	0	12		What is a queue and how to enqueue and manipulate its elements ?
