Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Sentença
?	PUNCT	0	14_pert_3	14	0	0	12	What is a stack and how to define an element on it ?
What	PRON	0	14_pert_4	14	0	0	0	What is a stack and how to write an element on it ?
is	AUX	0	14_pert_4	14	0	0	1	What is a stack and how to write an element on it ?
a	DET	0	14_pert_4	14	0	0	2	What is a stack and how to write an element on it ?
stack	NOUN	0	14_pert_4	14	0	0	3	What is a stack and how to write an element on it ?
and	CCONJ	0	14_pert_4	14	0	0	4	What is a stack and how to write an element on it ?
how	SCONJ	0	14_pert_4	14	0	0	5	What is a stack and how to write an element on it ?
to	PART	0	14_pert_4	14	0	0	6	What is a stack and how to write an element on it ?
write	VERB	0	14_pert_4	14	0	1	7	What is a stack and how to write an element on it ?
an	DET	0	14_pert_4	14	0	0	8	What is a stack and how to write an element on it ?
element	NOUN	0	14_pert_4	14	0	0	9	What is a stack and how to write an element on it ?
on	ADP	0	14_pert_4	14	0	0	10	What is a stack and how to write an element on it ?
it	PRON	0	14_pert_4	14	0	0	11	What is a stack and how to write an element on it ?
?	PUNCT	0	14_pert_4	14	0	0	12	What is a stack and how to write an element on it ?
What	PRON	0	14_pert_5	14	0	0	0	What is a stack and how to store an element on it ?
is	AUX	0	14_pert_5	14	0	0	1	What is a stack and how to store an element on it ?
a	DET	0	14_pert_5	14	0	0	2	What is a stack and how to store an element on it ?
stack	NOUN	0	14_pert_5	14	0	0	3	What is a stack and how to store an element on it ?
and	CCONJ	0	14_pert_5	14	0	0	4	What is a stack and how to store an element on it ?
how	SCONJ	0	14_pert_5	14	0	0	5	What is a stack and how to store an element on it ?
to	PART	0	14_pert_5	14	0	0	6	What is a stack and how to store an element on it ?
store	VERB	0	14_pert_5	14	0	1	7	What is a stack and how to store an element on it ?
an	DET	0	14_pert_5	14	0	0	8	What is a stack and how to store an element on it ?
element	NOUN	0	14_pert_5	14	0	0	9	What is a stack and how to store an element on it ?
on	ADP	0	14_pert_5	14	0	0	10	What is a stack and how to store an element on it ?
it	PRON	0	14_pert_5	14	0	0	11	What is a stack and how to store an element on it ?
?	PUNCT	0	14_pert_5	14	0	0	12	What is a stack and how to store an element on it ?
What	PRON	0	14_pert_6	14	0	0	0	What is a stack and how to create an element on it ?
is	AUX	0	14_pert_6	14	0	0	1	What is a stack and how to create an element on it ?
a	DET	0	14_pert_6	14	0	0	2	What is a stack and how to create an element on it ?
stack	NOUN	0	14_pert_6	14	0	0	3	What is a stack and how to create an element on it ?
and	CCONJ	0	14_pert_6	14	0	0	4	What is a stack and how to create an element on it ?
how	SCONJ	0	14_pert_6	14	0	0	5	What is a stack and how to create an element on it ?
to	PART	0	14_pert_6	14	0	0	6	What is a stack and how to create an element on it ?
create	VERB	0	14_pert_6	14	0	1	7	What is a stack and how to create an element on it ?
an	DET	0	14_pert_6	14	0	0	8	What is a stack and how to create an element on it ?
element	NOUN	0	14_pert_6	14	0	0	9	What is a stack and how to create an element on it ?
on	ADP	0	14_pert_6	14	0	0	10	What is a stack and how to create an element on it ?
it	PRON	0	14_pert_6	14	0	0	11	What is a stack and how to create an element on it ?
?	PUNCT	0	14_pert_6	14	0	0	12	What is a stack and how to create an element on it ?
What	PRON	0	14_pert_7	14	0	0	0	What is a stack and how to find an element on it ?
is	AUX	0	14_pert_7	14	0	0	1	What is a stack and how to find an element on it ?
a	DET	0	14_pert_7	14	0	0	2	What is a stack and how to find an element on it ?
stack	NOUN	0	14_pert_7	14	0	0	3	What is a stack and how to find an element on it ?
and	CCONJ	0	14_pert_7	14	0	0	4	What is a stack and how to find an element on it ?
how	SCONJ	0	14_pert_7	14	0	0	5	What is a stack and how to find an element on it ?
to	PART	0	14_pert_7	14	0	0	6	What is a stack and how to find an element on it ?
find	VERB	0	14_pert_7	14	0	1	7	What is a stack and how to find an element on it ?
an	DET	0	14_pert_7	14	0	0	8	What is a stack and how to find an element on it ?
element	NOUN	0	14_pert_7	14	0	0	9	What is a stack and how to find an element on it ?
on	ADP	0	14_pert_7	14	0	0	10	What is a stack and how to find an element on it ?
it	PRON	0	14_pert_7	14	0	0	11	What is a stack and how to find an element on it ?
?	PUNCT	0	14_pert_7	14	0	0	12	What is a stack and how to find an element on it ?
What	PRON	0	14_pert_8	14	0	0	0	What is a stack and how to get an element on it ?
is	AUX	0	14_pert_8	14	0	0	1	What is a stack and how to get an element on it ?
a	DET	0	14_pert_8	14	0	0	2	What is a stack and how to get an element on it ?
stack	NOUN	0	14_pert_8	14	0	0	3	What is a stack and how to get an element on it ?
and	CCONJ	0	14_pert_8	14	0	0	4	What is a stack and how to get an element on it ?
how	SCONJ	0	14_pert_8	14	0	0	5	What is a stack and how to get an element on it ?
to	PART	0	14_pert_8	14	0	0	6	What is a stack and how to get an element on it ?
get	VERB	0	14_pert_8	14	0	1	7	What is a stack and how to get an element on it ?
an	DET	0	14_pert_8	14	0	0	8	What is a stack and how to get an element on it ?
element	NOUN	0	14_pert_8	14	0	0	9	What is a stack and how to get an element on it ?
on	ADP	0	14_pert_8	14	0	0	10	What is a stack and how to get an element on it ?
it	PRON	0	14_pert_8	14	0	0	11	What is a stack and how to get an element on it ?
?	PUNCT	0	14_pert_8	14	0	0	12	What is a stack and how to get an element on it ?
What	PRON	0	14_pert_9	14	0	0	0	What is a stack and how to represent an element on it ?
is	AUX	0	14_pert_9	14	0	0	1	What is a stack and how to represent an element on it ?
a	DET	0	14_pert_9	14	0	0	2	What is a stack and how to represent an element on it ?
stack	NOUN	0	14_pert_9	14	0	0	3	What is a stack and how to represent an element on it ?
and	CCONJ	0	14_pert_9	14	0	0	4	What is a stack and how to represent an element on it ?
how	SCONJ	0	14_pert_9	14	0	0	5	What is a stack and how to represent an element on it ?
to	PART	0	14_pert_9	14	0	0	6	What is a stack and how to represent an element on it ?
represent	VERB	0	14_pert_9	14	0	1	7	What is a stack and how to represent an element on it ?
an	DET	0	14_pert_9	14	0	0	8	What is a stack and how to represent an element on it ?
element	NOUN	0	14_pert_9	14	0	0	9	What is a stack and how to represent an element on it ?
on	ADP	0	14_pert_9	14	0	0	10	What is a stack and how to represent an element on it ?
it	PRON	0	14_pert_9	14	0	0	11	What is a stack and how to represent an element on it ?
?	PUNCT	0	14_pert_9	14	0	0	12	What is a stack and how to represent an element on it ?
What	PRON	0	14_pert_10	14	0	0	0	What is a stack and how to set an element on it ?
is	AUX	0	14_pert_10	14	0	0	1	What is a stack and how to set an element on it ?
a	DET	0	14_pert_10	14	0	0	2	What is a stack and how to set an element on it ?
stack	NOUN	0	14_pert_10	14	0	0	3	What is a stack and how to set an element on it ?
and	CCONJ	0	14_pert_10	14	0	0	4	What is a stack and how to set an element on it ?
how	SCONJ	0	14_pert_10	14	0	0	5	What is a stack and how to set an element on it ?
to	PART	0	14_pert_10	14	0	0	6	What is a stack and how to set an element on it ?
set	VERB	0	14_pert_10	14	0	1	7	What is a stack and how to set an element on it ?
an	DET	0	14_pert_10	14	0	0	8	What is a stack and how to set an element on it ?
element	NOUN	0	14_pert_10	14	0	0	9	What is a stack and how to set an element on it ?
on	ADP	0	14_pert_10	14	0	0	10	What is a stack and how to set an element on it ?
it	PRON	0	14_pert_10	14	0	0	11	What is a stack and how to set an element on it ?
?	PUNCT	0	14_pert_10	14	0	0	12	What is a stack and how to set an element on it ?
What	PRON	0	14_pert_11	14	0	0	0	What is a stack and how to build an element on it ?
is	AUX	0	14_pert_11	14	0	0	1	What is a stack and how to build an element on it ?
a	DET	0	14_pert_11	14	0	0	2	What is a stack and how to build an element on it ?
stack	NOUN	0	14_pert_11	14	0	0	3	What is a stack and how to build an element on it ?
and	CCONJ	0	14_pert_11	14	0	0	4	What is a stack and how to build an element on it ?
how	SCONJ	0	14_pert_11	14	0	0	5	What is a stack and how to build an element on it ?
to	PART	0	14_pert_11	14	0	0	6	What is a stack and how to build an element on it ?
build	VERB	0	14_pert_11	14	0	1	7	What is a stack and how to build an element on it ?
an	DET	0	14_pert_11	14	0	0	8	What is a stack and how to build an element on it ?
element	NOUN	0	14_pert_11	14	0	0	9	What is a stack and how to build an element on it ?
on	ADP	0	14_pert_11	14	0	0	10	What is a stack and how to build an element on it ?
it	PRON	0	14_pert_11	14	0	0	11	What is a stack and how to build an element on it ?
?	PUNCT	0	14_pert_11	14	0	0	12	What is a stack and how to build an element on it ?
What	PRON	0	14_pert_12	14	0	0	0	What is a stack and how to execute an element on it ?
is	AUX	0	14_pert_12	14	0	0	1	What is a stack and how to execute an element on it ?
a	DET	0	14_pert_12	14	0	0	2	What is a stack and how to execute an element on it ?
stack	NOUN	0	14_pert_12	14	0	0	3	What is a stack and how to execute an element on it ?
and	CCONJ	0	14_pert_12	14	0	0	4	What is a stack and how to execute an element on it ?
how	SCONJ	0	14_pert_12	14	0	0	5	What is a stack and how to execute an element on it ?
to	PART	0	14_pert_12	14	0	0	6	What is a stack and how to execute an element on it ?
execute	VERB	0	14_pert_12	14	0	1	7	What is a stack and how to execute an element on it ?
an	DET	0	14_pert_12	14	0	0	8	What is a stack and how to execute an element on it ?
element	NOUN	0	14_pert_12	14	0	0	9	What is a stack and how to execute an element on it ?
on	ADP	0	14_pert_12	14	0	0	10	What is a stack and how to execute an element on it ?
it	PRON	0	14_pert_12	14	0	0	11	What is a stack and how to execute an element on it ?
?	PUNCT	0	14_pert_12	14	0	0	12	What is a stack and how to execute an element on it ?
What	PRON	0	14_pert_13	14	0	0	0	What is a stack and how to construct an element on it ?
is	AUX	0	14_pert_13	14	0	0	1	What is a stack and how to construct an element on it ?
a	DET	0	14_pert_13	14	0	0	2	What is a stack and how to construct an element on it ?
stack	NOUN	0	14_pert_13	14	0	0	3	What is a stack and how to construct an element on it ?
and	CCONJ	0	14_pert_13	14	0	0	4	What is a stack and how to construct an element on it ?
how	SCONJ	0	14_pert_13	14	0	0	5	What is a stack and how to construct an element on it ?
to	PART	0	14_pert_13	14	0	0	6	What is a stack and how to construct an element on it ?
construct	VERB	0	14_pert_13	14	0	1	7	What is a stack and how to construct an element on it ?
an	DET	0	14_pert_13	14	0	0	8	What is a stack and how to construct an element on it ?
element	NOUN	0	14_pert_13	14	0	0	9	What is a stack and how to construct an element on it ?
on	ADP	0	14_pert_13	14	0	0	10	What is a stack and how to construct an element on it ?
it	PRON	0	14_pert_13	14	0	0	11	What is a stack and how to construct an element on it ?
?	PUNCT	0	14_pert_13	14	0	0	12	What is a stack and how to construct an element on it ?
What	PRON	0	14_pert_14	14	0	0	0	What is a stack and how to have an element on it ?
is	AUX	0	14_pert_14	14	0	0	1	What is a stack and how to have an element on it ?
a	DET	0	14_pert_14	14	0	0	2	What is a stack and how to have an element on it ?
stack	NOUN	0	14_pert_14	14	0	0	3	What is a stack and how to have an element on it ?
and	CCONJ	0	14_pert_14	14	0	0	4	What is a stack and how to have an element on it ?
how	SCONJ	0	14_pert_14	14	0	0	5	What is a stack and how to have an element on it ?
to	PART	0	14_pert_14	14	0	0	6	What is a stack and how to have an element on it ?
have	VERB	0	14_pert_14	14	0	1	7	What is a stack and how to have an element on it ?
an	DET	0	14_pert_14	14	0	0	8	What is a stack and how to have an element on it ?
element	NOUN	0	14_pert_14	14	0	0	9	What is a stack and how to have an element on it ?
on	ADP	0	14_pert_14	14	0	0	10	What is a stack and how to have an element on it ?
it	PRON	0	14_pert_14	14	0	0	11	What is a stack and how to have an element on it ?
?	PUNCT	0	14_pert_14	14	0	0	12	What is a stack and how to have an element on it ?
What	PRON	0	14_pert_15	14	0	0	0	What is a stack and how to form an element on it ?
is	AUX	0	14_pert_15	14	0	0	1	What is a stack and how to form an element on it ?
a	DET	0	14_pert_15	14	0	0	2	What is a stack and how to form an element on it ?
stack	NOUN	0	14_pert_15	14	0	0	3	What is a stack and how to form an element on it ?
and	CCONJ	0	14_pert_15	14	0	0	4	What is a stack and how to form an element on it ?
how	SCONJ	0	14_pert_15	14	0	0	5	What is a stack and how to form an element on it ?
to	PART	0	14_pert_15	14	0	0	6	What is a stack and how to form an element on it ?
form	VERB	0	14_pert_15	14	0	1	7	What is a stack and how to form an element on it ?
an	DET	0	14_pert_15	14	0	0	8	What is a stack and how to form an element on it ?
element	NOUN	0	14_pert_15	14	0	0	9	What is a stack and how to form an element on it ?
on	ADP	0	14_pert_15	14	0	0	10	What is a stack and how to form an element on it ?
it	PRON	0	14_pert_15	14	0	0	11	What is a stack and how to form an element on it ?
?	PUNCT	0	14_pert_15	14	0	0	12	What is a stack and how to form an element on it ?
What	PRON	0	14_pert_16	14	0	0	0	What is a stack and how to manage an element on it ?
is	AUX	0	14_pert_16	14	0	0	1	What is a stack and how to manage an element on it ?
a	DET	0	14_pert_16	14	0	0	2	What is a stack and how to manage an element on it ?
stack	NOUN	0	14_pert_16	14	0	0	3	What is a stack and how to manage an element on it ?
and	CCONJ	0	14_pert_16	14	0	0	4	What is a stack and how to manage an element on it ?
how	SCONJ	0	14_pert_16	14	0	0	5	What is a stack and how to manage an element on it ?
to	PART	0	14_pert_16	14	0	0	6	What is a stack and how to manage an element on it ?
manage	VERB	0	14_pert_16	14	0	1	7	What is a stack and how to manage an element on it ?
an	DET	0	14_pert_16	14	0	0	8	What is a stack and how to manage an element on it ?
element	NOUN	0	14_pert_16	14	0	0	9	What is a stack and how to manage an element on it ?
on	ADP	0	14_pert_16	14	0	0	10	What is a stack and how to manage an element on it ?
it	PRON	0	14_pert_16	14	0	0	11	What is a stack and how to manage an element on it ?
?	PUNCT	0	14_pert_16	14	0	0	12	What is a stack and how to manage an element on it ?
What	PRON	0	14_pert_17	14	0	0	0	What is a stack and how to load an element on it ?
is	AUX	0	14_pert_17	14	0	0	1	What is a stack and how to load an element on it ?
a	DET	0	14_pert_17	14	0	0	2	What is a stack and how to load an element on it ?
stack	NOUN	0	14_pert_17	14	0	0	3	What is a stack and how to load an element on it ?
and	CCONJ	0	14_pert_17	14	0	0	4	What is a stack and how to load an element on it ?
how	SCONJ	0	14_pert_17	14	0	0	5	What is a stack and how to load an element on it ?
to	PART	0	14_pert_17	14	0	0	6	What is a stack and how to load an element on it ?
load	VERB	0	14_pert_17	14	0	1	7	What is a stack and how to load an element on it ?
an	DET	0	14_pert_17	14	0	0	8	What is a stack and how to load an element on it ?
element	NOUN	0	14_pert_17	14	0	0	9	What is a stack and how to load an element on it ?
on	ADP	0	14_pert_17	14	0	0	10	What is a stack and how to load an element on it ?
it	PRON	0	14_pert_17	14	0	0	11	What is a stack and how to load an element on it ?
?	PUNCT	0	14_pert_17	14	0	0	12	What is a stack and how to load an element on it ?
What	PRON	0	14_pert_18	14	0	0	0	What is a stack and how to use an element on it ?
is	AUX	0	14_pert_18	14	0	0	1	What is a stack and how to use an element on it ?
a	DET	0	14_pert_18	14	0	0	2	What is a stack and how to use an element on it ?
stack	NOUN	0	14_pert_18	14	0	0	3	What is a stack and how to use an element on it ?
and	CCONJ	0	14_pert_18	14	0	0	4	What is a stack and how to use an element on it ?
how	SCONJ	0	14_pert_18	14	0	0	5	What is a stack and how to use an element on it ?
to	PART	0	14_pert_18	14	0	0	6	What is a stack and how to use an element on it ?
use	VERB	0	14_pert_18	14	0	1	7	What is a stack and how to use an element on it ?
an	DET	0	14_pert_18	14	0	0	8	What is a stack and how to use an element on it ?
element	NOUN	0	14_pert_18	14	0	0	9	What is a stack and how to use an element on it ?
on	ADP	0	14_pert_18	14	0	0	10	What is a stack and how to use an element on it ?
it	PRON	0	14_pert_18	14	0	0	11	What is a stack and how to use an element on it ?
?	PUNCT	0	14_pert_18	14	0	0	12	What is a stack and how to use an element on it ?
What	PRON	0	14_pert_19	14	0	0	0	What is a stack and how to type an element on it ?
is	AUX	0	14_pert_19	14	0	0	1	What is a stack and how to type an element on it ?
a	DET	0	14_pert_19	14	0	0	2	What is a stack and how to type an element on it ?
stack	NOUN	0	14_pert_19	14	0	0	3	What is a stack and how to type an element on it ?
and	CCONJ	0	14_pert_19	14	0	0	4	What is a stack and how to type an element on it ?
how	SCONJ	0	14_pert_19	14	0	0	5	What is a stack and how to type an element on it ?
to	PART	0	14_pert_19	14	0	0	6	What is a stack and how to type an element on it ?
type	VERB	0	14_pert_19	14	0	1	7	What is a stack and how to type an element on it ?
an	DET	0	14_pert_19	14	0	0	8	What is a stack and how to type an element on it ?
element	NOUN	0	14_pert_19	14	0	0	9	What is a stack and how to type an element on it ?
on	ADP	0	14_pert_19	14	0	0	10	What is a stack and how to type an element on it ?
it	PRON	0	14_pert_19	14	0	0	11	What is a stack and how to type an element on it ?
?	PUNCT	0	14_pert_19	14	0	0	12	What is a stack and how to type an element on it ?
