Sentença	Id	Origem	__next__	Classe
Como empilhar e carregar elementos em uma fila ?	4p0_pert_17	4p0	82	0
Como empilhar e montar elementos em uma fila ?	4p0_pert_18	4p0	83	0
Como empilhar e localizar elementos em uma fila ?	4p0_pert_19	4p0		0
Como empilhar elementos em uma estrutura de dados fila ?	5p0	5p0	85	1
Como adicionar elementos em uma estrutura de dados fila ?	5p0_pert_0	5p0	86	0
Como identificar elementos em uma estrutura de dados fila ?	5p0_pert_1	5p0	87	0
Como definir elementos em uma estrutura de dados fila ?	5p0_pert_2	5p0	88	0
Como obter elementos em uma estrutura de dados fila ?	5p0_pert_3	5p0	89	0
Como criar elementos em uma estrutura de dados fila ?	5p0_pert_4	5p0	90	0
Como encontrar elementos em uma estrutura de dados fila ?	5p0_pert_5	5p0	91	0
Como localizar elementos em uma estrutura de dados fila ?	5p0_pert_6	5p0	92	0
Como incluir elementos em uma estrutura de dados fila ?	5p0_pert_7	5p0	93	0
Como organizar elementos em uma estrutura de dados fila ?	5p0_pert_8	5p0	94	0
Como colocar elementos em uma estrutura de dados fila ?	5p0_pert_9	5p0	95	0
Como introduzir elementos em uma estrutura de dados fila ?	5p0_pert_10	5p0	96	0
Como construir elementos em uma estrutura de dados fila ?	5p0_pert_11	5p0	97	0
Como escrever elementos em uma estrutura de dados fila ?	5p0_pert_12	5p0	98	0
Como reconhecer elementos em uma estrutura de dados fila ?	5p0_pert_13	5p0	99	0
Como representar elementos em uma estrutura de dados fila ?	5p0_pert_14	5p0	100	0
Como classificar elementos em uma estrutura de dados fila ?	5p0_pert_15	5p0	101	0
Como buscar elementos em uma estrutura de dados fila ?	5p0_pert_16	5p0	102	0
Como analisar elementos em uma estrutura de dados fila ?	5p0_pert_17	5p0	103	0
Como tratar elementos em uma estrutura de dados fila ?	5p0_pert_18	5p0	104	0
Como procurar elementos em uma estrutura de dados fila ?	5p0_pert_19	5p0		0
Como empilhar e desempilhar elementos em uma estrutura de dados fila ?	6p0	6p0	106	1
Como introduzir e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_0	6p0	107	0
Como separar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_1	6p0	108	0
Como juntar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_2	6p0	109	0
Como criar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_3	6p0	110	0
Como adicionar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_4	6p0	111	0
Como incluir e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_5	6p0	112	0
Como mover e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_6	6p0	113	0
Como colocar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_7	6p0	114	0
Como organizar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_8	6p0	115	0
Como localizar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_9	6p0	116	0
Como lançar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_10	6p0	117	0
Como identificar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_11	6p0	118	0
Como cortar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_12	6p0	119	0
Como capturar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_13	6p0	120	0
Como abrir e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_14	6p0	121	0
Como fechar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_15	6p0	122	0
Como colar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_16	6p0	123	0
Como reunir e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_17	6p0	124	0
Como unir e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_18	6p0	125	0
Como definir e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_19	6p0		0
Como desempilhar elementos em uma fila ?	7p0	7p0	127	1
Como desempilhar elementos em uma imagem ?	7p0_pert_0	7p0	128	0
Como desempilhar elementos em uma pintura ?	7p0_pert_1	7p0	129	0
Como desempilhar elementos em uma construção ?	7p0_pert_2	7p0	130	0
Como desempilhar elementos em uma composição ?	7p0_pert_3	7p0	131	0
Como desempilhar elementos em uma peça ?	7p0_pert_4	7p0	132	0
Como desempilhar elementos em uma fotografia ?	7p0_pert_5	7p0	133	0
Como desempilhar elementos em uma cena ?	7p0_pert_6	7p0	134	0
Como desempilhar elementos em uma caixa ?	7p0_pert_7	7p0	135	0
Como desempilhar elementos em uma planta ?	7p0_pert_8	7p0	136	0
Como desempilhar elementos em uma foto ?	7p0_pert_9	7p0	137	0
Como desempilhar elementos em uma estrutura ?	7p0_pert_10	7p0	138	0
Como desempilhar elementos em uma tabela ?	7p0_pert_11	7p0	139	0
Como desempilhar elementos em uma tela ?	7p0_pert_12	7p0	140	0
Como desempilhar elementos em uma montagem ?	7p0_pert_13	7p0	141	0
Como desempilhar elementos em uma folha ?	7p0_pert_14	7p0	142	0
Como desempilhar elementos em uma lista ?	7p0_pert_15	7p0	143	0
Como desempilhar elementos em uma coleção ?	7p0_pert_16	7p0	144	0
Como desempilhar elementos em uma página ?	7p0_pert_17	7p0	145	0
Como desempilhar elementos em uma escultura ?	7p0_pert_18	7p0	146	0
Como desempilhar elementos em uma parede ?	7p0_pert_19	7p0		0
Como desempilhar elementos em uma estrutura de dados fila ?	8p0	8p0	148	1
Como desempilhar elementos em uma estrutura de dados complexa ?	8p0_pert_0	8p0	149	0
Como desempilhar elementos em uma estrutura de dados simples ?	8p0_pert_1	8p0	150	0
Como desempilhar elementos em uma estrutura de dados dinâmica ?	8p0_pert_2	8p0	151	0
Como desempilhar elementos em uma estrutura de dados existente ?	8p0_pert_3	8p0	152	0
Como desempilhar elementos em uma estrutura de dados aberta ?	8p0_pert_4	8p0	153	0
Como desempilhar elementos em uma estrutura de dados sólida ?	8p0_pert_5	8p0	154	0
Como desempilhar elementos em uma estrutura de dados comum ?	8p0_pert_6	8p0	155	0
Como desempilhar elementos em uma estrutura de dados básica ?	8p0_pert_7	8p0	156	0
Como desempilhar elementos em uma estrutura de dados eletrônica ?	8p0_pert_8	8p0	157	0
Como desempilhar elementos em uma estrutura de dados padrão ?	8p0_pert_9	8p0	158	0
Como desempilhar elementos em uma estrutura de dados única ?	8p0_pert_10	8p0	159	0
Como desempilhar elementos em uma estrutura de dados matemática ?	8p0_pert_11	8p0	160	0
Como desempilhar elementos em uma estrutura de dados lógica ?	8p0_pert_12	8p0	161	0
Como desempilhar elementos em uma estrutura de dados fechada ?	8p0_pert_13	8p0	162	0
Como desempilhar elementos em uma estrutura de dados definida ?	8p0_pert_14	8p0	163	0
Como desempilhar elementos em uma estrutura de dados completa ?	8p0_pert_15	8p0	164	0
Como desempilhar elementos em uma estrutura de dados física ?	8p0_pert_16	8p0	165	0
Como desempilhar elementos em uma estrutura de dados real ?	8p0_pert_17	8p0	166	0
Como desempilhar elementos em uma estrutura de dados linear ?	8p0_pert_18	8p0	167	0
Como desempilhar elementos em uma estrutura de dados primária ?	8p0_pert_19	8p0		0
O que é uma fila e como empilhar seu elemento ?	9p0	9p0	169	1
O que é uma fila e como identificar seu elemento ?	9p0_pert_0	9p0	170	0
O que é uma fila e como é seu elemento ?	9p0_pert_1	9p0	171	0
O que é uma fila e como definir seu elemento ?	9p0_pert_2	9p0	172	0
O que é uma fila e como localizar seu elemento ?	9p0_pert_3	9p0	173	0
O que é uma fila e como organizar seu elemento ?	9p0_pert_4	9p0	174	0
O que é uma fila e como classificar seu elemento ?	9p0_pert_5	9p0	175	0
O que é uma fila e como formar seu elemento ?	9p0_pert_6	9p0	176	0
O que é uma fila e como reconhecer seu elemento ?	9p0_pert_7	9p0	177	0
O que é uma fila e como funciona seu elemento ?	9p0_pert_8	9p0	178	0
O que é uma fila e como representar seu elemento ?	9p0_pert_9	9p0	179	0
O que é uma fila e como determinar seu elemento ?	9p0_pert_10	9p0	180	0
O que é uma fila e como distinguir seu elemento ?	9p0_pert_11	9p0	181	0
O que é uma fila e como encontrar seu elemento ?	9p0_pert_12	9p0	182	0
O que é uma fila e como calcular seu elemento ?	9p0_pert_13	9p0	183	0
O que é uma fila e como escolher seu elemento ?	9p0_pert_14	9p0	184	0
O que é uma fila e como surge seu elemento ?	9p0_pert_15	9p0	185	0
O que é uma fila e como surgiu seu elemento ?	9p0_pert_16	9p0	186	0
O que é uma fila e como seria seu elemento ?	9p0_pert_17	9p0	187	0
O que é uma fila e como ocorre seu elemento ?	9p0_pert_18	9p0	188	0
O que é uma fila e como dividir seu elemento ?	9p0_pert_19	9p0		0
O que é uma pilha e como enfileirar seu elemento ?	10p0	10p0	190	1
O que é uma pilha e como identificar seu elemento ?	10p0_pert_0	10p0	191	0
O que é uma pilha e como funciona seu elemento ?	10p0_pert_1	10p0	192	0
O que é uma pilha e como localizar seu elemento ?	10p0_pert_2	10p0	193	0
O que é uma pilha e como é seu elemento ?	10p0_pert_3	10p0	194	0
O que é uma pilha e como encontrar seu elemento ?	10p0_pert_4	10p0	195	0
O que é uma pilha e como classificar seu elemento ?	10p0_pert_5	10p0	196	0
O que é uma pilha e como calcular seu elemento ?	10p0_pert_6	10p0	197	0
O que é uma pilha e como medir seu elemento ?	10p0_pert_7	10p0	198	0
O que é uma pilha e como utilizar seu elemento ?	10p0_pert_8	10p0	199	0
O que é uma pilha e como usar seu elemento ?	10p0_pert_9	10p0	200	0
O que é uma pilha e como reconhecer seu elemento ?	10p0_pert_10	10p0	201	0
O que é uma pilha e como descobrir seu elemento ?	10p0_pert_11	10p0	202	0
O que é uma pilha e como substituir seu elemento ?	10p0_pert_12	10p0	203	0
O que é uma pilha e como escolher seu elemento ?	10p0_pert_13	10p0	204	0
O que é uma pilha e como formar seu elemento ?	10p0_pert_14	10p0	205	0
O que é uma pilha e como obter seu elemento ?	10p0_pert_15	10p0	206	0
O que é uma pilha e como representar seu elemento ?	10p0_pert_16	10p0	207	0
O que é uma pilha e como determinar seu elemento ?	10p0_pert_17	10p0	208	0
O que é uma pilha e como organizar seu elemento ?	10p0_pert_18	10p0	209	0
O que é uma pilha e como achar seu elemento ?	10p0_pert_19	10p0		0
O que é uma pilha e como desenfileirar um elemento nela ?	11p0	11p0	211	1
O que é uma pilha e como desenfileirar um produto nela ?	11p0_pert_0	11p0	212	0
O que é uma pilha e como desenfileirar um carro nela ?	11p0_pert_1	11p0	213	0
O que é uma pilha e como desenfileirar um objeto nela ?	11p0_pert_2	11p0	214	0
O que é uma pilha e como desenfileirar um veículo nela ?	11p0_pert_3	11p0	215	0
O que é uma pilha e como desenfileirar um equipamento nela ?	11p0_pert_4	11p0	216	0
O que é uma pilha e como desenfileirar um aparelho nela ?	11p0_pert_5	11p0	217	0
O que é uma pilha e como desenfileirar um material nela ?	11p0_pert_6	11p0	218	0
O que é uma pilha e como desenfileirar um vidro nela ?	11p0_pert_7	11p0	219	0
O que é uma pilha e como desenfileirar um motor nela ?	11p0_pert_8	11p0	220	0
O que é uma pilha e como desenfileirar um peixe nela ?	11p0_pert_9	11p0	221	0
O que é uma pilha e como desenfileirar um livro nela ?	11p0_pert_10	11p0	222	0
O que é uma pilha e como desenfileirar um papel nela ?	11p0_pert_11	11p0	223	0
O que é uma pilha e como desenfileirar um computador nela ?	11p0_pert_12	11p0	224	0
O que é uma pilha e como desenfileirar um lote nela ?	11p0_pert_13	11p0	225	0
O que é uma pilha e como desenfileirar um alimento nela ?	11p0_pert_14	11p0	226	0
O que é uma pilha e como desenfileirar um lixo nela ?	11p0_pert_15	11p0	227	0
O que é uma pilha e como desenfileirar um filme nela ?	11p0_pert_16	11p0	228	0
O que é uma pilha e como desenfileirar um item nela ?	11p0_pert_17	11p0	229	0
O que é uma pilha e como desenfileirar um circuito nela ?	11p0_pert_18	11p0	230	0
O que é uma pilha e como desenfileirar um disco nela ?	11p0_pert_19	11p0		0
O que é uma fila e como desempilhar um elemento nela ?	12p0	12p0	232	1
O que é uma fila e como colocar um elemento nela ?	12p0_pert_0	12p0	233	0
O que é uma fila e como adicionar um elemento nela ?	12p0_pert_1	12p0	234	0
O que é uma fila e como identificar um elemento nela ?	12p0_pert_2	12p0	235	0
O que é uma fila e como incluir um elemento nela ?	12p0_pert_3	12p0	236	0
O que é uma fila e como organizar um elemento nela ?	12p0_pert_4	12p0	237	0
O que é uma fila e como localizar um elemento nela ?	12p0_pert_5	12p0	238	0
O que é uma fila e como classificar um elemento nela ?	12p0_pert_6	12p0	239	0
O que é uma fila e como introduzir um elemento nela ?	12p0_pert_7	12p0	240	0
O que é uma fila e como desenhar um elemento nela ?	12p0_pert_8	12p0	241	0
O que é uma fila e como representar um elemento nela ?	12p0_pert_9	12p0	242	0
O que é uma fila e como definir um elemento nela ?	12p0_pert_10	12p0	243	0
O que é uma fila e como cada um elemento nela ?	12p0_pert_11	12p0	244	0
O que é uma fila e como escrever um elemento nela ?	12p0_pert_12	12p0	245	0
O que é uma fila e como encontrar um elemento nela ?	12p0_pert_13	12p0	246	0
O que é uma fila e como há um elemento nela ?	12p0_pert_14	12p0	247	0
O que é uma fila e como mover um elemento nela ?	12p0_pert_15	12p0	248	0
O que é uma fila e como é um elemento nela ?	12p0_pert_16	12p0	249	0
O que é uma fila e como substituir um elemento nela ?	12p0_pert_17	12p0	250	0
O que é uma fila e como por um elemento nela ?	12p0_pert_18	12p0	251	0
O que é uma fila e como fica um elemento nela ?	12p0_pert_19	12p0		0
O que é uma pilha e como enfileirar um elemento nela ?	13p0	13p0	253	1
O que é uma pilha e como colocar um elemento nela ?	13p0_pert_0	13p0	254	0
O que é uma pilha e como adicionar um elemento nela ?	13p0_pert_1	13p0	255	0
O que é uma pilha e como ligar um elemento nela ?	13p0_pert_2	13p0	256	0
O que é uma pilha e como introduzir um elemento nela ?	13p0_pert_3	13p0	257	0
O que é uma pilha e como escrever um elemento nela ?	13p0_pert_4	13p0	258	0
O que é uma pilha e como incluir um elemento nela ?	13p0_pert_5	13p0	259	0
O que é uma pilha e como localizar um elemento nela ?	13p0_pert_6	13p0	260	0
O que é uma pilha e como organizar um elemento nela ?	13p0_pert_7	13p0	261	0
O que é uma pilha e como por um elemento nela ?	13p0_pert_8	13p0	262	0
O que é uma pilha e como cabe um elemento nela ?	13p0_pert_9	13p0	263	0
O que é uma pilha e como prender um elemento nela ?	13p0_pert_10	13p0	264	0
O que é uma pilha e como fica um elemento nela ?	13p0_pert_11	13p0	265	0
O que é uma pilha e como carregar um elemento nela ?	13p0_pert_12	13p0	266	0
O que é uma pilha e como transformar um elemento nela ?	13p0_pert_13	13p0	267	0
O que é uma pilha e como substituir um elemento nela ?	13p0_pert_14	13p0	268	0
O que é uma pilha e como encontrar um elemento nela ?	13p0_pert_15	13p0	269	0
O que é uma pilha e como fixar um elemento nela ?	13p0_pert_16	13p0	270	0
O que é uma pilha e como usar um elemento nela ?	13p0_pert_17	13p0	271	0
O que é uma pilha e como pôr um elemento nela ?	13p0_pert_18	13p0	272	0
O que é uma pilha e como identificar um elemento nela ?	13p0_pert_19	13p0		0
O que é uma fila e como empilhar um elemento nela ?	14p0	14p0	274	1
O que é uma fila e como colocar um elemento nela ?	14p0_pert_0	14p0	275	0
O que é uma fila e como adicionar um elemento nela ?	14p0_pert_1	14p0	276	0
O que é uma fila e como identificar um elemento nela ?	14p0_pert_2	14p0	277	0
O que é uma fila e como incluir um elemento nela ?	14p0_pert_3	14p0	278	0
O que é uma fila e como organizar um elemento nela ?	14p0_pert_4	14p0	279	0
O que é uma fila e como localizar um elemento nela ?	14p0_pert_5	14p0	280	0
O que é uma fila e como classificar um elemento nela ?	14p0_pert_6	14p0	281	0
O que é uma fila e como introduzir um elemento nela ?	14p0_pert_7	14p0	282	0
O que é uma fila e como desenhar um elemento nela ?	14p0_pert_8	14p0	283	0
O que é uma fila e como representar um elemento nela ?	14p0_pert_9	14p0	284	0
O que é uma fila e como definir um elemento nela ?	14p0_pert_10	14p0	285	0
O que é uma fila e como cada um elemento nela ?	14p0_pert_11	14p0	286	0
O que é uma fila e como escrever um elemento nela ?	14p0_pert_12	14p0	287	0
O que é uma fila e como encontrar um elemento nela ?	14p0_pert_13	14p0	288	0
O que é uma fila e como há um elemento nela ?	14p0_pert_14	14p0	289	0
O que é uma fila e como mover um elemento nela ?	14p0_pert_15	14p0	290	0
O que é uma fila e como é um elemento nela ?	14p0_pert_16	14p0	291	0
O que é uma fila e como substituir um elemento nela ?	14p0_pert_17	14p0	292	0
O que é uma fila e como por um elemento nela ?	14p0_pert_18	14p0	293	0
O que é uma fila e como fica um elemento nela ?	14p0_pert_19	14p0		0
O que é uma fila e como empilhar e desempilhar seus elementos ?	15p0	15p0	295	1
O que é uma fila e como organizar e desempilhar seus elementos ?	15p0_pert_0	15p0	296	0
O que é uma fila e como juntar e desempilhar seus elementos ?	15p0_pert_1	15p0	297	0
O que é uma fila e como separar e desempilhar seus elementos ?	15p0_pert_2	15p0	298	0
O que é uma fila e como reunir e desempilhar seus elementos ?	15p0_pert_3	15p0	299	0
O que é uma fila e como fechar e desempilhar seus elementos ?	15p0_pert_4	15p0	300	0
O que é uma fila e como montar e desempilhar seus elementos ?	15p0_pert_5	15p0	301	0
O que é uma fila e como formar e desempilhar seus elementos ?	15p0_pert_6	15p0	302	0
O que é uma fila e como abrir e desempilhar seus elementos ?	15p0_pert_7	15p0	303	0
O que é uma fila e como acomodar e desempilhar seus elementos ?	15p0_pert_8	15p0	304	0
O que é uma fila e como colocar e desempilhar seus elementos ?	15p0_pert_9	15p0	305	0
O que é uma fila e como cortar e desempilhar seus elementos ?	15p0_pert_10	15p0	306	0
O que é uma fila e como recolher e desempilhar seus elementos ?	15p0_pert_11	15p0	307	0
O que é uma fila e como unir e desempilhar seus elementos ?	15p0_pert_12	15p0	308	0
O que é uma fila e como localizar e desempilhar seus elementos ?	15p0_pert_13	15p0	309	0
O que é uma fila e como preparar e desempilhar seus elementos ?	15p0_pert_14	15p0	310	0
O que é uma fila e como parar e desempilhar seus elementos ?	15p0_pert_15	15p0	311	0
O que é uma fila e como prender e desempilhar seus elementos ?	15p0_pert_16	15p0	312	0
O que é uma fila e como criar e desempilhar seus elementos ?	15p0_pert_17	15p0	313	0
O que é uma fila e como identificar e desempilhar seus elementos ?	15p0_pert_18	15p0	314	0
O que é uma fila e como classificar e desempilhar seus elementos ?	15p0_pert_19	15p0		0
O que é uma pilha e como enfileirar e desenfileirar seus elementos ?	16p0	16p0	316	1
O que é uma pilha e como separar e desenfileirar seus elementos ?	16p0_pert_0	16p0	317	0
O que é uma pilha e como retirar e desenfileirar seus elementos ?	16p0_pert_1	16p0	318	0
O que é uma pilha e como juntar e desenfileirar seus elementos ?	16p0_pert_2	16p0	319	0
O que é uma pilha e como organizar e desenfileirar seus elementos ?	16p0_pert_3	16p0	320	0
O que é uma pilha e como localizar e desenfileirar seus elementos ?	16p0_pert_4	16p0	321	0
O que é uma pilha e como identificar e desenfileirar seus elementos ?	16p0_pert_5	16p0	322	0
O que é uma pilha e como preparar e desenfileirar seus elementos ?	16p0_pert_6	16p0	323	0
O que é uma pilha e como ligar e desenfileirar seus elementos ?	16p0_pert_7	16p0	324	0
O que é uma pilha e como carregar e desenfileirar seus elementos ?	16p0_pert_8	16p0	325	0
O que é uma pilha e como montar e desenfileirar seus elementos ?	16p0_pert_9	16p0	326	0
O que é uma pilha e como transportar e desenfileirar seus elementos ?	16p0_pert_10	16p0	327	0
O que é uma pilha e como classificar e desenfileirar seus elementos ?	16p0_pert_11	16p0	328	0
O que é uma pilha e como reunir e desenfileirar seus elementos ?	16p0_pert_12	16p0	329	0
O que é uma pilha e como cortar e desenfileirar seus elementos ?	16p0_pert_13	16p0	330	0
O que é uma pilha e como remover e desenfileirar seus elementos ?	16p0_pert_14	16p0	331	0
O que é uma pilha e como recolher e desenfileirar seus elementos ?	16p0_pert_15	16p0	332	0
O que é uma pilha e como utilizar e desenfileirar seus elementos ?	16p0_pert_16	16p0	333	0
O que é uma pilha e como prender e desenfileirar seus elementos ?	16p0_pert_17	16p0	334	0
O que é uma pilha e como proteger e desenfileirar seus elementos ?	16p0_pert_18	16p0	335	0
O que é uma pilha e como eliminar e desenfileirar seus elementos ?	16p0_pert_19	16p0		0
Como são implementadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0	17p0	337	1
Como são feitas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_0	17p0	338	0
Como são realizadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_1	17p0	339	0
Como são executadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_2	17p0	340	0
Como são organizadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_3	17p0	341	0
Como são conhecidas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_4	17p0	342	0
Como são definidas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_5	17p0	343	0
Como são desenvolvidas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_6	17p0	344	0
Como são descritas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_7	17p0	345	0
Como são obtidas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_8	17p0	346	0
Como são possíveis as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_9	17p0	347	0
Como são representadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_10	17p0	348	0
Como são iniciadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_11	17p0	349	0
Como são registradas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_12	17p0	350	0
Como são classificadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_13	17p0	351	0
Como são dadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_14	17p0	352	0
Como são aplicadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_15	17p0	353	0
Como são coordenadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_16	17p0	354	0
Como são consideradas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_17	17p0	355	0
Como são chamadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_18	17p0	356	0
