Sentença	Id	Origem	Classe
Como ver elementos em uma fila ?	3p0_pert_9	3p0	0
Como juntar elementos em uma fila ?	3p0_pert_10	3p0	0
Como separar elementos em uma fila ?	3p0_pert_11	3p0	0
Como incluir elementos em uma fila ?	3p0_pert_12	3p0	0
Como procurar elementos em uma fila ?	3p0_pert_13	3p0	0
Como reconhecer elementos em uma fila ?	3p0_pert_14	3p0	0
Como os elementos em uma fila ?	3p0_pert_15	3p0	0
Como escolher elementos em uma fila ?	3p0_pert_16	3p0	0
Como obter elementos em uma fila ?	3p0_pert_17	3p0	0
Como reunir elementos em uma fila ?	3p0_pert_18	3p0	0
Como entrar elementos em uma fila ?	3p0_pert_19	3p0	0
Como empilhar e desempilhar elementos em uma fila ?	4p0	4p0	1
Como empilhar e organizar elementos em uma fila ?	4p0_pert_0	4p0	0
Como empilhar e colocar elementos em uma fila ?	4p0_pert_1	4p0	0
Como empilhar e distribuir elementos em uma fila ?	4p0_pert_2	4p0	0
Como empilhar e juntar elementos em uma fila ?	4p0_pert_3	4p0	0
Como empilhar e separar elementos em uma fila ?	4p0_pert_4	4p0	0
Como empilhar e reunir elementos em uma fila ?	4p0_pert_5	4p0	0
Como empilhar e dividir elementos em uma fila ?	4p0_pert_6	4p0	0
Como empilhar e colar elementos em uma fila ?	4p0_pert_7	4p0	0
Como empilhar e unir elementos em uma fila ?	4p0_pert_8	4p0	0
Como empilhar e classificar elementos em uma fila ?	4p0_pert_9	4p0	0
Como empilhar e concentrar elementos em uma fila ?	4p0_pert_10	4p0	0
Como empilhar e acomodar elementos em uma fila ?	4p0_pert_11	4p0	0
Como empilhar e adicionar elementos em uma fila ?	4p0_pert_12	4p0	0
Como empilhar e manter elementos em uma fila ?	4p0_pert_13	4p0	0
Como empilhar e mover elementos em uma fila ?	4p0_pert_14	4p0	0
Como empilhar e lançar elementos em uma fila ?	4p0_pert_15	4p0	0
Como empilhar e jogar elementos em uma fila ?	4p0_pert_16	4p0	0
Como empilhar e carregar elementos em uma fila ?	4p0_pert_17	4p0	0
Como empilhar e montar elementos em uma fila ?	4p0_pert_18	4p0	0
Como empilhar e localizar elementos em uma fila ?	4p0_pert_19	4p0	0
Como empilhar elementos em uma estrutura de dados fila ?	5p0	5p0	1
Como adicionar elementos em uma estrutura de dados fila ?	5p0_pert_0	5p0	0
Como identificar elementos em uma estrutura de dados fila ?	5p0_pert_1	5p0	0
Como definir elementos em uma estrutura de dados fila ?	5p0_pert_2	5p0	0
Como obter elementos em uma estrutura de dados fila ?	5p0_pert_3	5p0	0
Como criar elementos em uma estrutura de dados fila ?	5p0_pert_4	5p0	0
Como encontrar elementos em uma estrutura de dados fila ?	5p0_pert_5	5p0	0
Como localizar elementos em uma estrutura de dados fila ?	5p0_pert_6	5p0	0
Como incluir elementos em uma estrutura de dados fila ?	5p0_pert_7	5p0	0
Como organizar elementos em uma estrutura de dados fila ?	5p0_pert_8	5p0	0
Como colocar elementos em uma estrutura de dados fila ?	5p0_pert_9	5p0	0
Como introduzir elementos em uma estrutura de dados fila ?	5p0_pert_10	5p0	0
Como construir elementos em uma estrutura de dados fila ?	5p0_pert_11	5p0	0
Como escrever elementos em uma estrutura de dados fila ?	5p0_pert_12	5p0	0
Como reconhecer elementos em uma estrutura de dados fila ?	5p0_pert_13	5p0	0
Como representar elementos em uma estrutura de dados fila ?	5p0_pert_14	5p0	0
Como classificar elementos em uma estrutura de dados fila ?	5p0_pert_15	5p0	0
Como buscar elementos em uma estrutura de dados fila ?	5p0_pert_16	5p0	0
Como analisar elementos em uma estrutura de dados fila ?	5p0_pert_17	5p0	0
Como tratar elementos em uma estrutura de dados fila ?	5p0_pert_18	5p0	0
Como procurar elementos em uma estrutura de dados fila ?	5p0_pert_19	5p0	0
Como empilhar e desempilhar elementos em uma estrutura de dados fila ?	6p0	6p0	1
Como introduzir e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_0	6p0	0
Como separar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_1	6p0	0
Como juntar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_2	6p0	0
Como criar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_3	6p0	0
Como adicionar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_4	6p0	0
Como incluir e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_5	6p0	0
Como mover e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_6	6p0	0
Como colocar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_7	6p0	0
Como organizar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_8	6p0	0
Como localizar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_9	6p0	0
Como lançar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_10	6p0	0
Como identificar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_11	6p0	0
Como cortar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_12	6p0	0
Como capturar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_13	6p0	0
Como abrir e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_14	6p0	0
Como fechar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_15	6p0	0
Como colar e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_16	6p0	0
Como reunir e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_17	6p0	0
Como unir e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_18	6p0	0
Como definir e desempilhar elementos em uma estrutura de dados fila ?	6p0_pert_19	6p0	0
Como desempilhar elementos em uma fila ?	7p0	7p0	1
Como desempilhar elementos em uma imagem ?	7p0_pert_0	7p0	0
Como desempilhar elementos em uma pintura ?	7p0_pert_1	7p0	0
Como desempilhar elementos em uma construção ?	7p0_pert_2	7p0	0
Como desempilhar elementos em uma composição ?	7p0_pert_3	7p0	0
Como desempilhar elementos em uma peça ?	7p0_pert_4	7p0	0
Como desempilhar elementos em uma fotografia ?	7p0_pert_5	7p0	0
Como desempilhar elementos em uma cena ?	7p0_pert_6	7p0	0
Como desempilhar elementos em uma caixa ?	7p0_pert_7	7p0	0
Como desempilhar elementos em uma planta ?	7p0_pert_8	7p0	0
Como desempilhar elementos em uma foto ?	7p0_pert_9	7p0	0
Como desempilhar elementos em uma estrutura ?	7p0_pert_10	7p0	0
Como desempilhar elementos em uma tabela ?	7p0_pert_11	7p0	0
Como desempilhar elementos em uma tela ?	7p0_pert_12	7p0	0
Como desempilhar elementos em uma montagem ?	7p0_pert_13	7p0	0
Como desempilhar elementos em uma folha ?	7p0_pert_14	7p0	0
Como desempilhar elementos em uma lista ?	7p0_pert_15	7p0	0
Como desempilhar elementos em uma coleção ?	7p0_pert_16	7p0	0
Como desempilhar elementos em uma página ?	7p0_pert_17	7p0	0
Como desempilhar elementos em uma escultura ?	7p0_pert_18	7p0	0
Como desempilhar elementos em uma parede ?	7p0_pert_19	7p0	0
Como desempilhar elementos em uma estrutura de dados fila ?	8p0	8p0	1
Como desempilhar elementos em uma estrutura de dados complexa ?	8p0_pert_0	8p0	0
Como desempilhar elementos em uma estrutura de dados simples ?	8p0_pert_1	8p0	0
Como desempilhar elementos em uma estrutura de dados dinâmica ?	8p0_pert_2	8p0	0
Como desempilhar elementos em uma estrutura de dados existente ?	8p0_pert_3	8p0	0
Como desempilhar elementos em uma estrutura de dados aberta ?	8p0_pert_4	8p0	0
Como desempilhar elementos em uma estrutura de dados sólida ?	8p0_pert_5	8p0	0
Como desempilhar elementos em uma estrutura de dados comum ?	8p0_pert_6	8p0	0
Como desempilhar elementos em uma estrutura de dados básica ?	8p0_pert_7	8p0	0
Como desempilhar elementos em uma estrutura de dados eletrônica ?	8p0_pert_8	8p0	0
Como desempilhar elementos em uma estrutura de dados padrão ?	8p0_pert_9	8p0	0
Como desempilhar elementos em uma estrutura de dados única ?	8p0_pert_10	8p0	0
Como desempilhar elementos em uma estrutura de dados matemática ?	8p0_pert_11	8p0	0
Como desempilhar elementos em uma estrutura de dados lógica ?	8p0_pert_12	8p0	0
Como desempilhar elementos em uma estrutura de dados fechada ?	8p0_pert_13	8p0	0
Como desempilhar elementos em uma estrutura de dados definida ?	8p0_pert_14	8p0	0
Como desempilhar elementos em uma estrutura de dados completa ?	8p0_pert_15	8p0	0
Como desempilhar elementos em uma estrutura de dados física ?	8p0_pert_16	8p0	0
Como desempilhar elementos em uma estrutura de dados real ?	8p0_pert_17	8p0	0
Como desempilhar elementos em uma estrutura de dados linear ?	8p0_pert_18	8p0	0
Como desempilhar elementos em uma estrutura de dados primária ?	8p0_pert_19	8p0	0
O que é uma fila e como empilhar seu elemento ?	9p0	9p0	1
O que é uma fila e como identificar seu elemento ?	9p0_pert_0	9p0	0
O que é uma fila e como é seu elemento ?	9p0_pert_1	9p0	0
O que é uma fila e como definir seu elemento ?	9p0_pert_2	9p0	0
O que é uma fila e como localizar seu elemento ?	9p0_pert_3	9p0	0
O que é uma fila e como organizar seu elemento ?	9p0_pert_4	9p0	0
O que é uma fila e como classificar seu elemento ?	9p0_pert_5	9p0	0
O que é uma fila e como formar seu elemento ?	9p0_pert_6	9p0	0
O que é uma fila e como reconhecer seu elemento ?	9p0_pert_7	9p0	0
O que é uma fila e como funciona seu elemento ?	9p0_pert_8	9p0	0
O que é uma fila e como representar seu elemento ?	9p0_pert_9	9p0	0
O que é uma fila e como determinar seu elemento ?	9p0_pert_10	9p0	0
O que é uma fila e como distinguir seu elemento ?	9p0_pert_11	9p0	0
O que é uma fila e como encontrar seu elemento ?	9p0_pert_12	9p0	0
O que é uma fila e como calcular seu elemento ?	9p0_pert_13	9p0	0
O que é uma fila e como escolher seu elemento ?	9p0_pert_14	9p0	0
O que é uma fila e como surge seu elemento ?	9p0_pert_15	9p0	0
O que é uma fila e como surgiu seu elemento ?	9p0_pert_16	9p0	0
O que é uma fila e como seria seu elemento ?	9p0_pert_17	9p0	0
O que é uma fila e como ocorre seu elemento ?	9p0_pert_18	9p0	0
O que é uma fila e como dividir seu elemento ?	9p0_pert_19	9p0	0
O que é uma pilha e como enfileirar seu elemento ?	10p0	10p0	1
O que é uma pilha e como identificar seu elemento ?	10p0_pert_0	10p0	0
O que é uma pilha e como funciona seu elemento ?	10p0_pert_1	10p0	0
O que é uma pilha e como localizar seu elemento ?	10p0_pert_2	10p0	0
O que é uma pilha e como é seu elemento ?	10p0_pert_3	10p0	0
O que é uma pilha e como encontrar seu elemento ?	10p0_pert_4	10p0	0
O que é uma pilha e como classificar seu elemento ?	10p0_pert_5	10p0	0
O que é uma pilha e como calcular seu elemento ?	10p0_pert_6	10p0	0
O que é uma pilha e como medir seu elemento ?	10p0_pert_7	10p0	0
O que é uma pilha e como utilizar seu elemento ?	10p0_pert_8	10p0	0
O que é uma pilha e como usar seu elemento ?	10p0_pert_9	10p0	0
O que é uma pilha e como reconhecer seu elemento ?	10p0_pert_10	10p0	0
O que é uma pilha e como descobrir seu elemento ?	10p0_pert_11	10p0	0
O que é uma pilha e como substituir seu elemento ?	10p0_pert_12	10p0	0
O que é uma pilha e como escolher seu elemento ?	10p0_pert_13	10p0	0
O que é uma pilha e como formar seu elemento ?	10p0_pert_14	10p0	0
O que é uma pilha e como obter seu elemento ?	10p0_pert_15	10p0	0
O que é uma pilha e como representar seu elemento ?	10p0_pert_16	10p0	0
O que é uma pilha e como determinar seu elemento ?	10p0_pert_17	10p0	0
O que é uma pilha e como organizar seu elemento ?	10p0_pert_18	10p0	0
O que é uma pilha e como achar seu elemento ?	10p0_pert_19	10p0	0
O que é uma pilha e como desenfileirar um elemento nela ?	11p0	11p0	1
O que é uma pilha e como desenfileirar um produto nela ?	11p0_pert_0	11p0	0
O que é uma pilha e como desenfileirar um carro nela ?	11p0_pert_1	11p0	0
O que é uma pilha e como desenfileirar um objeto nela ?	11p0_pert_2	11p0	0
O que é uma pilha e como desenfileirar um veículo nela ?	11p0_pert_3	11p0	0
O que é uma pilha e como desenfileirar um equipamento nela ?	11p0_pert_4	11p0	0
O que é uma pilha e como desenfileirar um aparelho nela ?	11p0_pert_5	11p0	0
O que é uma pilha e como desenfileirar um material nela ?	11p0_pert_6	11p0	0
O que é uma pilha e como desenfileirar um vidro nela ?	11p0_pert_7	11p0	0
O que é uma pilha e como desenfileirar um motor nela ?	11p0_pert_8	11p0	0
O que é uma pilha e como desenfileirar um peixe nela ?	11p0_pert_9	11p0	0
O que é uma pilha e como desenfileirar um livro nela ?	11p0_pert_10	11p0	0
O que é uma pilha e como desenfileirar um papel nela ?	11p0_pert_11	11p0	0
O que é uma pilha e como desenfileirar um computador nela ?	11p0_pert_12	11p0	0
O que é uma pilha e como desenfileirar um lote nela ?	11p0_pert_13	11p0	0
O que é uma pilha e como desenfileirar um alimento nela ?	11p0_pert_14	11p0	0
O que é uma pilha e como desenfileirar um lixo nela ?	11p0_pert_15	11p0	0
O que é uma pilha e como desenfileirar um filme nela ?	11p0_pert_16	11p0	0
O que é uma pilha e como desenfileirar um item nela ?	11p0_pert_17	11p0	0
O que é uma pilha e como desenfileirar um circuito nela ?	11p0_pert_18	11p0	0
O que é uma pilha e como desenfileirar um disco nela ?	11p0_pert_19	11p0	0
O que é uma fila e como desempilhar um elemento nela ?	12p0	12p0	1
O que é uma fila e como colocar um elemento nela ?	12p0_pert_0	12p0	0
O que é uma fila e como adicionar um elemento nela ?	12p0_pert_1	12p0	0
O que é uma fila e como identificar um elemento nela ?	12p0_pert_2	12p0	0
O que é uma fila e como incluir um elemento nela ?	12p0_pert_3	12p0	0
O que é uma fila e como organizar um elemento nela ?	12p0_pert_4	12p0	0
O que é uma fila e como localizar um elemento nela ?	12p0_pert_5	12p0	0
O que é uma fila e como classificar um elemento nela ?	12p0_pert_6	12p0	0
O que é uma fila e como introduzir um elemento nela ?	12p0_pert_7	12p0	0
O que é uma fila e como desenhar um elemento nela ?	12p0_pert_8	12p0	0
O que é uma fila e como representar um elemento nela ?	12p0_pert_9	12p0	0
O que é uma fila e como definir um elemento nela ?	12p0_pert_10	12p0	0
O que é uma fila e como cada um elemento nela ?	12p0_pert_11	12p0	0
O que é uma fila e como escrever um elemento nela ?	12p0_pert_12	12p0	0
O que é uma fila e como encontrar um elemento nela ?	12p0_pert_13	12p0	0
O que é uma fila e como há um elemento nela ?	12p0_pert_14	12p0	0
O que é uma fila e como mover um elemento nela ?	12p0_pert_15	12p0	0
O que é uma fila e como é um elemento nela ?	12p0_pert_16	12p0	0
O que é uma fila e como substituir um elemento nela ?	12p0_pert_17	12p0	0
O que é uma fila e como por um elemento nela ?	12p0_pert_18	12p0	0
O que é uma fila e como fica um elemento nela ?	12p0_pert_19	12p0	0
O que é uma pilha e como enfileirar um elemento nela ?	13p0	13p0	1
O que é uma pilha e como colocar um elemento nela ?	13p0_pert_0	13p0	0
O que é uma pilha e como adicionar um elemento nela ?	13p0_pert_1	13p0	0
O que é uma pilha e como ligar um elemento nela ?	13p0_pert_2	13p0	0
O que é uma pilha e como introduzir um elemento nela ?	13p0_pert_3	13p0	0
O que é uma pilha e como escrever um elemento nela ?	13p0_pert_4	13p0	0
O que é uma pilha e como incluir um elemento nela ?	13p0_pert_5	13p0	0
O que é uma pilha e como localizar um elemento nela ?	13p0_pert_6	13p0	0
O que é uma pilha e como organizar um elemento nela ?	13p0_pert_7	13p0	0
O que é uma pilha e como por um elemento nela ?	13p0_pert_8	13p0	0
O que é uma pilha e como cabe um elemento nela ?	13p0_pert_9	13p0	0
O que é uma pilha e como prender um elemento nela ?	13p0_pert_10	13p0	0
O que é uma pilha e como fica um elemento nela ?	13p0_pert_11	13p0	0
O que é uma pilha e como carregar um elemento nela ?	13p0_pert_12	13p0	0
O que é uma pilha e como transformar um elemento nela ?	13p0_pert_13	13p0	0
O que é uma pilha e como substituir um elemento nela ?	13p0_pert_14	13p0	0
O que é uma pilha e como encontrar um elemento nela ?	13p0_pert_15	13p0	0
O que é uma pilha e como fixar um elemento nela ?	13p0_pert_16	13p0	0
O que é uma pilha e como usar um elemento nela ?	13p0_pert_17	13p0	0
O que é uma pilha e como pôr um elemento nela ?	13p0_pert_18	13p0	0
O que é uma pilha e como identificar um elemento nela ?	13p0_pert_19	13p0	0
O que é uma fila e como empilhar um elemento nela ?	14p0	14p0	1
O que é uma fila e como colocar um elemento nela ?	14p0_pert_0	14p0	0
O que é uma fila e como adicionar um elemento nela ?	14p0_pert_1	14p0	0
O que é uma fila e como identificar um elemento nela ?	14p0_pert_2	14p0	0
O que é uma fila e como incluir um elemento nela ?	14p0_pert_3	14p0	0
O que é uma fila e como organizar um elemento nela ?	14p0_pert_4	14p0	0
O que é uma fila e como localizar um elemento nela ?	14p0_pert_5	14p0	0
O que é uma fila e como classificar um elemento nela ?	14p0_pert_6	14p0	0
O que é uma fila e como introduzir um elemento nela ?	14p0_pert_7	14p0	0
O que é uma fila e como desenhar um elemento nela ?	14p0_pert_8	14p0	0
O que é uma fila e como representar um elemento nela ?	14p0_pert_9	14p0	0
O que é uma fila e como definir um elemento nela ?	14p0_pert_10	14p0	0
O que é uma fila e como cada um elemento nela ?	14p0_pert_11	14p0	0
O que é uma fila e como escrever um elemento nela ?	14p0_pert_12	14p0	0
O que é uma fila e como encontrar um elemento nela ?	14p0_pert_13	14p0	0
O que é uma fila e como há um elemento nela ?	14p0_pert_14	14p0	0
O que é uma fila e como mover um elemento nela ?	14p0_pert_15	14p0	0
O que é uma fila e como é um elemento nela ?	14p0_pert_16	14p0	0
O que é uma fila e como substituir um elemento nela ?	14p0_pert_17	14p0	0
O que é uma fila e como por um elemento nela ?	14p0_pert_18	14p0	0
O que é uma fila e como fica um elemento nela ?	14p0_pert_19	14p0	0
O que é uma fila e como empilhar e desempilhar seus elementos ?	15p0	15p0	1
O que é uma fila e como organizar e desempilhar seus elementos ?	15p0_pert_0	15p0	0
O que é uma fila e como juntar e desempilhar seus elementos ?	15p0_pert_1	15p0	0
O que é uma fila e como separar e desempilhar seus elementos ?	15p0_pert_2	15p0	0
O que é uma fila e como reunir e desempilhar seus elementos ?	15p0_pert_3	15p0	0
O que é uma fila e como fechar e desempilhar seus elementos ?	15p0_pert_4	15p0	0
O que é uma fila e como montar e desempilhar seus elementos ?	15p0_pert_5	15p0	0
O que é uma fila e como formar e desempilhar seus elementos ?	15p0_pert_6	15p0	0
O que é uma fila e como abrir e desempilhar seus elementos ?	15p0_pert_7	15p0	0
O que é uma fila e como acomodar e desempilhar seus elementos ?	15p0_pert_8	15p0	0
O que é uma fila e como colocar e desempilhar seus elementos ?	15p0_pert_9	15p0	0
O que é uma fila e como cortar e desempilhar seus elementos ?	15p0_pert_10	15p0	0
O que é uma fila e como recolher e desempilhar seus elementos ?	15p0_pert_11	15p0	0
O que é uma fila e como unir e desempilhar seus elementos ?	15p0_pert_12	15p0	0
O que é uma fila e como localizar e desempilhar seus elementos ?	15p0_pert_13	15p0	0
O que é uma fila e como preparar e desempilhar seus elementos ?	15p0_pert_14	15p0	0
O que é uma fila e como parar e desempilhar seus elementos ?	15p0_pert_15	15p0	0
O que é uma fila e como prender e desempilhar seus elementos ?	15p0_pert_16	15p0	0
O que é uma fila e como criar e desempilhar seus elementos ?	15p0_pert_17	15p0	0
O que é uma fila e como identificar e desempilhar seus elementos ?	15p0_pert_18	15p0	0
O que é uma fila e como classificar e desempilhar seus elementos ?	15p0_pert_19	15p0	0
O que é uma pilha e como enfileirar e desenfileirar seus elementos ?	16p0	16p0	1
O que é uma pilha e como separar e desenfileirar seus elementos ?	16p0_pert_0	16p0	0
O que é uma pilha e como retirar e desenfileirar seus elementos ?	16p0_pert_1	16p0	0
O que é uma pilha e como juntar e desenfileirar seus elementos ?	16p0_pert_2	16p0	0
O que é uma pilha e como organizar e desenfileirar seus elementos ?	16p0_pert_3	16p0	0
O que é uma pilha e como localizar e desenfileirar seus elementos ?	16p0_pert_4	16p0	0
O que é uma pilha e como identificar e desenfileirar seus elementos ?	16p0_pert_5	16p0	0
O que é uma pilha e como preparar e desenfileirar seus elementos ?	16p0_pert_6	16p0	0
O que é uma pilha e como ligar e desenfileirar seus elementos ?	16p0_pert_7	16p0	0
O que é uma pilha e como carregar e desenfileirar seus elementos ?	16p0_pert_8	16p0	0
O que é uma pilha e como montar e desenfileirar seus elementos ?	16p0_pert_9	16p0	0
O que é uma pilha e como transportar e desenfileirar seus elementos ?	16p0_pert_10	16p0	0
O que é uma pilha e como classificar e desenfileirar seus elementos ?	16p0_pert_11	16p0	0
O que é uma pilha e como reunir e desenfileirar seus elementos ?	16p0_pert_12	16p0	0
O que é uma pilha e como cortar e desenfileirar seus elementos ?	16p0_pert_13	16p0	0
O que é uma pilha e como remover e desenfileirar seus elementos ?	16p0_pert_14	16p0	0
O que é uma pilha e como recolher e desenfileirar seus elementos ?	16p0_pert_15	16p0	0
O que é uma pilha e como utilizar e desenfileirar seus elementos ?	16p0_pert_16	16p0	0
O que é uma pilha e como prender e desenfileirar seus elementos ?	16p0_pert_17	16p0	0
O que é uma pilha e como proteger e desenfileirar seus elementos ?	16p0_pert_18	16p0	0
O que é uma pilha e como eliminar e desenfileirar seus elementos ?	16p0_pert_19	16p0	0
Como são implementadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0	17p0	1
Como são feitas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_0	17p0	0
Como são realizadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_1	17p0	0
Como são executadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_2	17p0	0
Como são organizadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_3	17p0	0
Como são conhecidas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_4	17p0	0
Como são definidas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_5	17p0	0
Como são desenvolvidas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_6	17p0	0
Como são descritas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_7	17p0	0
Como são obtidas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_8	17p0	0
Como são possíveis as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_9	17p0	0
Como são representadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_10	17p0	0
Como são iniciadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_11	17p0	0
Como são registradas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_12	17p0	0
Como são classificadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_13	17p0	0
Como são dadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_14	17p0	0
Como são aplicadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_15	17p0	0
Como são coordenadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_16	17p0	0
Como são consideradas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_17	17p0	0
Como são chamadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_18	17p0	0
Como são apresentadas as operações de empilhar e desempilhar elementos em uma fila ?	17p0_pert_19	17p0	0
Como são implementadas as operações de enfileirar e desenfileirar elementos em uma pilha ?	18p0	18p0	1
Como são implementadas as operações de separar e desenfileirar elementos em uma pilha ?	18p0_pert_0	18p0	0
Como são implementadas as operações de juntar e desenfileirar elementos em uma pilha ?	18p0_pert_1	18p0	0
Como são implementadas as operações de retirar e desenfileirar elementos em uma pilha ?	18p0_pert_2	18p0	0
Como são implementadas as operações de carregar e desenfileirar elementos em uma pilha ?	18p0_pert_3	18p0	0
Como são implementadas as operações de remover e desenfileirar elementos em uma pilha ?	18p0_pert_4	18p0	0
Como são implementadas as operações de envolver e desenfileirar elementos em uma pilha ?	18p0_pert_5	18p0	0
Como são implementadas as operações de cortar e desenfileirar elementos em uma pilha ?	18p0_pert_6	18p0	0
Como são implementadas as operações de prender e desenfileirar elementos em uma pilha ?	18p0_pert_7	18p0	0
Como são implementadas as operações de capturar e desenfileirar elementos em uma pilha ?	18p0_pert_8	18p0	0
Como são implementadas as operações de localizar e desenfileirar elementos em uma pilha ?	18p0_pert_9	18p0	0
Como são implementadas as operações de transportar e desenfileirar elementos em uma pilha ?	18p0_pert_10	18p0	0
Como são implementadas as operações de transferir e desenfileirar elementos em uma pilha ?	18p0_pert_11	18p0	0
Como são implementadas as operações de ligar e desenfileirar elementos em uma pilha ?	18p0_pert_12	18p0	0
