Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Sentença
em	ADP	0	3p0_pert_3	3p0	0	0	3	Como adicionar elementos em uma fila ?
uma	DET	0	3p0_pert_3	3p0	0	0	4	Como adicionar elementos em uma fila ?
fila	NOUN	1	3p0_pert_3	3p0	0	0	5	Como adicionar elementos em uma fila ?
?	PUNCT	0	3p0_pert_3	3p0	0	0	6	Como adicionar elementos em uma fila ?
Como	SCONJ	0	3p0_pert_4	3p0	0	0	0	Como organizar elementos em uma fila ?
organizar	VERB	0	3p0_pert_4	3p0	0	1	1	Como organizar elementos em uma fila ?
elementos	NOUN	0	3p0_pert_4	3p0	0	0	2	Como organizar elementos em uma fila ?
em	ADP	0	3p0_pert_4	3p0	0	0	3	Como organizar elementos em uma fila ?
uma	DET	0	3p0_pert_4	3p0	0	0	4	Como organizar elementos em uma fila ?
fila	NOUN	1	3p0_pert_4	3p0	0	0	5	Como organizar elementos em uma fila ?
?	PUNCT	0	3p0_pert_4	3p0	0	0	6	Como organizar elementos em uma fila ?
Como	SCONJ	0	3p0_pert_5	3p0	0	0	0	Como localizar elementos em uma fila ?
localizar	VERB	0	3p0_pert_5	3p0	0	1	1	Como localizar elementos em uma fila ?
elementos	NOUN	0	3p0_pert_5	3p0	0	0	2	Como localizar elementos em uma fila ?
em	ADP	0	3p0_pert_5	3p0	0	0	3	Como localizar elementos em uma fila ?
uma	DET	0	3p0_pert_5	3p0	0	0	4	Como localizar elementos em uma fila ?
fila	NOUN	1	3p0_pert_5	3p0	0	0	5	Como localizar elementos em uma fila ?
?	PUNCT	0	3p0_pert_5	3p0	0	0	6	Como localizar elementos em uma fila ?
Como	SCONJ	0	3p0_pert_6	3p0	0	0	0	Como classificar elementos em uma fila ?
classificar	VERB	0	3p0_pert_6	3p0	0	1	1	Como classificar elementos em uma fila ?
elementos	NOUN	0	3p0_pert_6	3p0	0	0	2	Como classificar elementos em uma fila ?
em	ADP	0	3p0_pert_6	3p0	0	0	3	Como classificar elementos em uma fila ?
uma	DET	0	3p0_pert_6	3p0	0	0	4	Como classificar elementos em uma fila ?
fila	NOUN	1	3p0_pert_6	3p0	0	0	5	Como classificar elementos em uma fila ?
?	PUNCT	0	3p0_pert_6	3p0	0	0	6	Como classificar elementos em uma fila ?
Como	SCONJ	0	3p0_pert_7	3p0	0	0	0	Como conseguir elementos em uma fila ?
conseguir	VERB	0	3p0_pert_7	3p0	0	1	1	Como conseguir elementos em uma fila ?
elementos	NOUN	0	3p0_pert_7	3p0	0	0	2	Como conseguir elementos em uma fila ?
em	ADP	0	3p0_pert_7	3p0	0	0	3	Como conseguir elementos em uma fila ?
uma	DET	0	3p0_pert_7	3p0	0	0	4	Como conseguir elementos em uma fila ?
fila	NOUN	1	3p0_pert_7	3p0	0	0	5	Como conseguir elementos em uma fila ?
?	PUNCT	0	3p0_pert_7	3p0	0	0	6	Como conseguir elementos em uma fila ?
Como	SCONJ	0	3p0_pert_8	3p0	0	0	0	Como achar elementos em uma fila ?
achar	VERB	0	3p0_pert_8	3p0	0	1	1	Como achar elementos em uma fila ?
elementos	NOUN	0	3p0_pert_8	3p0	0	0	2	Como achar elementos em uma fila ?
em	ADP	0	3p0_pert_8	3p0	0	0	3	Como achar elementos em uma fila ?
uma	DET	0	3p0_pert_8	3p0	0	0	4	Como achar elementos em uma fila ?
fila	NOUN	1	3p0_pert_8	3p0	0	0	5	Como achar elementos em uma fila ?
?	PUNCT	0	3p0_pert_8	3p0	0	0	6	Como achar elementos em uma fila ?
Como	SCONJ	0	3p0_pert_9	3p0	0	0	0	Como ver elementos em uma fila ?
ver	VERB	0	3p0_pert_9	3p0	0	1	1	Como ver elementos em uma fila ?
elementos	NOUN	0	3p0_pert_9	3p0	0	0	2	Como ver elementos em uma fila ?
em	ADP	0	3p0_pert_9	3p0	0	0	3	Como ver elementos em uma fila ?
uma	DET	0	3p0_pert_9	3p0	0	0	4	Como ver elementos em uma fila ?
fila	NOUN	1	3p0_pert_9	3p0	0	0	5	Como ver elementos em uma fila ?
?	PUNCT	0	3p0_pert_9	3p0	0	0	6	Como ver elementos em uma fila ?
Como	SCONJ	0	3p0_pert_10	3p0	0	0	0	Como juntar elementos em uma fila ?
juntar	VERB	0	3p0_pert_10	3p0	0	1	1	Como juntar elementos em uma fila ?
elementos	NOUN	0	3p0_pert_10	3p0	0	0	2	Como juntar elementos em uma fila ?
em	ADP	0	3p0_pert_10	3p0	0	0	3	Como juntar elementos em uma fila ?
uma	DET	0	3p0_pert_10	3p0	0	0	4	Como juntar elementos em uma fila ?
fila	NOUN	1	3p0_pert_10	3p0	0	0	5	Como juntar elementos em uma fila ?
?	PUNCT	0	3p0_pert_10	3p0	0	0	6	Como juntar elementos em uma fila ?
Como	ADV	0	3p0_pert_11	3p0	0	0	0	Como separar elementos em uma fila ?
separar	VERB	0	3p0_pert_11	3p0	0	1	1	Como separar elementos em uma fila ?
elementos	NOUN	0	3p0_pert_11	3p0	0	0	2	Como separar elementos em uma fila ?
em	ADP	0	3p0_pert_11	3p0	0	0	3	Como separar elementos em uma fila ?
uma	DET	0	3p0_pert_11	3p0	0	0	4	Como separar elementos em uma fila ?
fila	NOUN	1	3p0_pert_11	3p0	0	0	5	Como separar elementos em uma fila ?
?	PUNCT	0	3p0_pert_11	3p0	0	0	6	Como separar elementos em uma fila ?
Como	SCONJ	0	3p0_pert_12	3p0	0	0	0	Como incluir elementos em uma fila ?
incluir	VERB	0	3p0_pert_12	3p0	0	1	1	Como incluir elementos em uma fila ?
elementos	NOUN	0	3p0_pert_12	3p0	0	0	2	Como incluir elementos em uma fila ?
em	ADP	0	3p0_pert_12	3p0	0	0	3	Como incluir elementos em uma fila ?
uma	DET	0	3p0_pert_12	3p0	0	0	4	Como incluir elementos em uma fila ?
fila	NOUN	1	3p0_pert_12	3p0	0	0	5	Como incluir elementos em uma fila ?
?	PUNCT	0	3p0_pert_12	3p0	0	0	6	Como incluir elementos em uma fila ?
Como	SCONJ	0	3p0_pert_13	3p0	0	0	0	Como procurar elementos em uma fila ?
procurar	VERB	0	3p0_pert_13	3p0	0	1	1	Como procurar elementos em uma fila ?
elementos	NOUN	0	3p0_pert_13	3p0	0	0	2	Como procurar elementos em uma fila ?
em	ADP	0	3p0_pert_13	3p0	0	0	3	Como procurar elementos em uma fila ?
uma	DET	0	3p0_pert_13	3p0	0	0	4	Como procurar elementos em uma fila ?
fila	NOUN	1	3p0_pert_13	3p0	0	0	5	Como procurar elementos em uma fila ?
?	PUNCT	0	3p0_pert_13	3p0	0	0	6	Como procurar elementos em uma fila ?
Como	SCONJ	0	3p0_pert_14	3p0	0	0	0	Como reconhecer elementos em uma fila ?
reconhecer	VERB	0	3p0_pert_14	3p0	0	1	1	Como reconhecer elementos em uma fila ?
elementos	NOUN	0	3p0_pert_14	3p0	0	0	2	Como reconhecer elementos em uma fila ?
em	ADP	0	3p0_pert_14	3p0	0	0	3	Como reconhecer elementos em uma fila ?
uma	DET	0	3p0_pert_14	3p0	0	0	4	Como reconhecer elementos em uma fila ?
fila	NOUN	1	3p0_pert_14	3p0	0	0	5	Como reconhecer elementos em uma fila ?
?	PUNCT	0	3p0_pert_14	3p0	0	0	6	Como reconhecer elementos em uma fila ?
Como	ADP	0	3p0_pert_15	3p0	0	0	0	Como os elementos em uma fila ?
os	DET	0	3p0_pert_15	3p0	0	1	1	Como os elementos em uma fila ?
elementos	NOUN	0	3p0_pert_15	3p0	0	0	2	Como os elementos em uma fila ?
em	ADP	0	3p0_pert_15	3p0	0	0	3	Como os elementos em uma fila ?
uma	DET	0	3p0_pert_15	3p0	0	0	4	Como os elementos em uma fila ?
fila	NOUN	1	3p0_pert_15	3p0	0	0	5	Como os elementos em uma fila ?
?	PUNCT	0	3p0_pert_15	3p0	0	0	6	Como os elementos em uma fila ?
Como	SCONJ	0	3p0_pert_16	3p0	0	0	0	Como escolher elementos em uma fila ?
escolher	VERB	0	3p0_pert_16	3p0	0	1	1	Como escolher elementos em uma fila ?
elementos	NOUN	0	3p0_pert_16	3p0	0	0	2	Como escolher elementos em uma fila ?
em	ADP	0	3p0_pert_16	3p0	0	0	3	Como escolher elementos em uma fila ?
uma	DET	0	3p0_pert_16	3p0	0	0	4	Como escolher elementos em uma fila ?
fila	NOUN	1	3p0_pert_16	3p0	0	0	5	Como escolher elementos em uma fila ?
?	PUNCT	0	3p0_pert_16	3p0	0	0	6	Como escolher elementos em uma fila ?
Como	SCONJ	0	3p0_pert_17	3p0	0	0	0	Como obter elementos em uma fila ?
obter	VERB	0	3p0_pert_17	3p0	0	1	1	Como obter elementos em uma fila ?
elementos	NOUN	0	3p0_pert_17	3p0	0	0	2	Como obter elementos em uma fila ?
em	ADP	0	3p0_pert_17	3p0	0	0	3	Como obter elementos em uma fila ?
uma	DET	0	3p0_pert_17	3p0	0	0	4	Como obter elementos em uma fila ?
fila	NOUN	1	3p0_pert_17	3p0	0	0	5	Como obter elementos em uma fila ?
?	PUNCT	0	3p0_pert_17	3p0	0	0	6	Como obter elementos em uma fila ?
Como	SCONJ	0	3p0_pert_18	3p0	0	0	0	Como reunir elementos em uma fila ?
reunir	VERB	0	3p0_pert_18	3p0	0	1	1	Como reunir elementos em uma fila ?
elementos	NOUN	0	3p0_pert_18	3p0	0	0	2	Como reunir elementos em uma fila ?
em	ADP	0	3p0_pert_18	3p0	0	0	3	Como reunir elementos em uma fila ?
uma	DET	0	3p0_pert_18	3p0	0	0	4	Como reunir elementos em uma fila ?
fila	NOUN	1	3p0_pert_18	3p0	0	0	5	Como reunir elementos em uma fila ?
?	PUNCT	0	3p0_pert_18	3p0	0	0	6	Como reunir elementos em uma fila ?
Como	SCONJ	0	3p0_pert_19	3p0	0	0	0	Como entrar elementos em uma fila ?
entrar	VERB	0	3p0_pert_19	3p0	0	1	1	Como entrar elementos em uma fila ?
elementos	NOUN	0	3p0_pert_19	3p0	0	0	2	Como entrar elementos em uma fila ?
em	ADP	0	3p0_pert_19	3p0	0	0	3	Como entrar elementos em uma fila ?
uma	DET	0	3p0_pert_19	3p0	0	0	4	Como entrar elementos em uma fila ?
fila	NOUN	1	3p0_pert_19	3p0	0	0	5	Como entrar elementos em uma fila ?
?	PUNCT	0	3p0_pert_19	3p0	0	0	6	Como entrar elementos em uma fila ?
