Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Sentence
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_4	56d370aa59d6e414001463c2	0	0	2	Where was Christina Christian at when she was removed from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_4	56d370aa59d6e414001463c2	0	0	3	Where was Christina Christian at when she was removed from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_4	56d370aa59d6e414001463c2	0	0	4	Where was Christina Christian at when she was removed from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_4	56d370aa59d6e414001463c2	0	0	5	Where was Christina Christian at when she was removed from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_4	56d370aa59d6e414001463c2	0	0	6	Where was Christina Christian at when she was removed from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_4	56d370aa59d6e414001463c2	0	0	7	Where was Christina Christian at when she was removed from the show ?
removed	VERB	0	56d370aa59d6e414001463c2_pert_4	56d370aa59d6e414001463c2	0	1	8	Where was Christina Christian at when she was removed from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_4	56d370aa59d6e414001463c2	0	0	9	Where was Christina Christian at when she was removed from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_4	56d370aa59d6e414001463c2	0	0	10	Where was Christina Christian at when she was removed from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_4	56d370aa59d6e414001463c2	0	0	11	Where was Christina Christian at when she was removed from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_4	56d370aa59d6e414001463c2	0	0	12	Where was Christina Christian at when she was removed from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	0	Where was Christina Christian at when she was missing from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	1	Where was Christina Christian at when she was missing from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	2	Where was Christina Christian at when she was missing from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	3	Where was Christina Christian at when she was missing from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	4	Where was Christina Christian at when she was missing from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	5	Where was Christina Christian at when she was missing from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	6	Where was Christina Christian at when she was missing from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	7	Where was Christina Christian at when she was missing from the show ?
missing	VERB	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	1	8	Where was Christina Christian at when she was missing from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	9	Where was Christina Christian at when she was missing from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	10	Where was Christina Christian at when she was missing from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	11	Where was Christina Christian at when she was missing from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_5	56d370aa59d6e414001463c2	0	0	12	Where was Christina Christian at when she was missing from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	0	Where was Christina Christian at when she was pulled from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	1	Where was Christina Christian at when she was pulled from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	2	Where was Christina Christian at when she was pulled from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	3	Where was Christina Christian at when she was pulled from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	4	Where was Christina Christian at when she was pulled from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	5	Where was Christina Christian at when she was pulled from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	6	Where was Christina Christian at when she was pulled from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	7	Where was Christina Christian at when she was pulled from the show ?
pulled	VERB	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	1	8	Where was Christina Christian at when she was pulled from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	9	Where was Christina Christian at when she was pulled from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	10	Where was Christina Christian at when she was pulled from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	11	Where was Christina Christian at when she was pulled from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_6	56d370aa59d6e414001463c2	0	0	12	Where was Christina Christian at when she was pulled from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	0	Where was Christina Christian at when she was dismissed from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	1	Where was Christina Christian at when she was dismissed from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	2	Where was Christina Christian at when she was dismissed from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	3	Where was Christina Christian at when she was dismissed from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	4	Where was Christina Christian at when she was dismissed from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	5	Where was Christina Christian at when she was dismissed from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	6	Where was Christina Christian at when she was dismissed from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	7	Where was Christina Christian at when she was dismissed from the show ?
dismissed	VERB	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	1	8	Where was Christina Christian at when she was dismissed from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	9	Where was Christina Christian at when she was dismissed from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	10	Where was Christina Christian at when she was dismissed from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	11	Where was Christina Christian at when she was dismissed from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_7	56d370aa59d6e414001463c2	0	0	12	Where was Christina Christian at when she was dismissed from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	0	Where was Christina Christian at when she was ejected from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	1	Where was Christina Christian at when she was ejected from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	2	Where was Christina Christian at when she was ejected from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	3	Where was Christina Christian at when she was ejected from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	4	Where was Christina Christian at when she was ejected from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	5	Where was Christina Christian at when she was ejected from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	6	Where was Christina Christian at when she was ejected from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	7	Where was Christina Christian at when she was ejected from the show ?
ejected	VERB	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	1	8	Where was Christina Christian at when she was ejected from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	9	Where was Christina Christian at when she was ejected from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	10	Where was Christina Christian at when she was ejected from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	11	Where was Christina Christian at when she was ejected from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_8	56d370aa59d6e414001463c2	0	0	12	Where was Christina Christian at when she was ejected from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	0	Where was Christina Christian at when she was dropped from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	1	Where was Christina Christian at when she was dropped from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	2	Where was Christina Christian at when she was dropped from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	3	Where was Christina Christian at when she was dropped from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	4	Where was Christina Christian at when she was dropped from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	5	Where was Christina Christian at when she was dropped from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	6	Where was Christina Christian at when she was dropped from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	7	Where was Christina Christian at when she was dropped from the show ?
dropped	VERB	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	1	8	Where was Christina Christian at when she was dropped from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	9	Where was Christina Christian at when she was dropped from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	10	Where was Christina Christian at when she was dropped from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	11	Where was Christina Christian at when she was dropped from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_9	56d370aa59d6e414001463c2	0	0	12	Where was Christina Christian at when she was dropped from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	0	Where was Christina Christian at when she was banned from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	1	Where was Christina Christian at when she was banned from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	2	Where was Christina Christian at when she was banned from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	3	Where was Christina Christian at when she was banned from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	4	Where was Christina Christian at when she was banned from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	5	Where was Christina Christian at when she was banned from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	6	Where was Christina Christian at when she was banned from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	7	Where was Christina Christian at when she was banned from the show ?
banned	VERB	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	1	8	Where was Christina Christian at when she was banned from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	9	Where was Christina Christian at when she was banned from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	10	Where was Christina Christian at when she was banned from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	11	Where was Christina Christian at when she was banned from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_10	56d370aa59d6e414001463c2	0	0	12	Where was Christina Christian at when she was banned from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	0	Where was Christina Christian at when she was cut from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	1	Where was Christina Christian at when she was cut from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	2	Where was Christina Christian at when she was cut from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	3	Where was Christina Christian at when she was cut from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	4	Where was Christina Christian at when she was cut from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	5	Where was Christina Christian at when she was cut from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	6	Where was Christina Christian at when she was cut from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	7	Where was Christina Christian at when she was cut from the show ?
cut	VERB	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	1	8	Where was Christina Christian at when she was cut from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	9	Where was Christina Christian at when she was cut from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	10	Where was Christina Christian at when she was cut from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	11	Where was Christina Christian at when she was cut from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_11	56d370aa59d6e414001463c2	0	0	12	Where was Christina Christian at when she was cut from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	0	Where was Christina Christian at when she was taken from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	1	Where was Christina Christian at when she was taken from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	2	Where was Christina Christian at when she was taken from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	3	Where was Christina Christian at when she was taken from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	4	Where was Christina Christian at when she was taken from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	5	Where was Christina Christian at when she was taken from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	6	Where was Christina Christian at when she was taken from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	7	Where was Christina Christian at when she was taken from the show ?
taken	VERB	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	1	8	Where was Christina Christian at when she was taken from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	9	Where was Christina Christian at when she was taken from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	10	Where was Christina Christian at when she was taken from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	11	Where was Christina Christian at when she was taken from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_12	56d370aa59d6e414001463c2	0	0	12	Where was Christina Christian at when she was taken from the show ?
Where	SCONJ	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	0	Where was Christina Christian at when she was suspended from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	1	Where was Christina Christian at when she was suspended from the show ?
Christina	PROPN	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	2	Where was Christina Christian at when she was suspended from the show ?
Christian	PROPN	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	3	Where was Christina Christian at when she was suspended from the show ?
at	ADP	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	4	Where was Christina Christian at when she was suspended from the show ?
when	SCONJ	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	5	Where was Christina Christian at when she was suspended from the show ?
she	PRON	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	6	Where was Christina Christian at when she was suspended from the show ?
was	AUX	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	7	Where was Christina Christian at when she was suspended from the show ?
suspended	VERB	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	1	8	Where was Christina Christian at when she was suspended from the show ?
from	ADP	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	9	Where was Christina Christian at when she was suspended from the show ?
the	DET	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	10	Where was Christina Christian at when she was suspended from the show ?
show	NOUN	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	11	Where was Christina Christian at when she was suspended from the show ?
?	PUNCT	0	56d370aa59d6e414001463c2_pert_13	56d370aa59d6e414001463c2	0	0	12	Where was Christina Christian at when she was suspended from the show ?
