Sentença	Id	Origem	__next__	Classe
What treaty involves nuclear weapons ?	573121fca5e9cc1400cdbc66_pert_9	573121fca5e9cc1400cdbc66	137	0
What treaty prohibited nuclear weapons ?	573121fca5e9cc1400cdbc66_pert_10	573121fca5e9cc1400cdbc66	138	0
What treaty contains nuclear weapons ?	573121fca5e9cc1400cdbc66_pert_11	573121fca5e9cc1400cdbc66	139	0
What treaty mentions nuclear weapons ?	573121fca5e9cc1400cdbc66_pert_12	573121fca5e9cc1400cdbc66	140	0
What treaty concerns nuclear weapons ?	573121fca5e9cc1400cdbc66_pert_13	573121fca5e9cc1400cdbc66	141	0
What treaty regards nuclear weapons ?	573121fca5e9cc1400cdbc66_pert_14	573121fca5e9cc1400cdbc66	142	0
What treaty uses nuclear weapons ?	573121fca5e9cc1400cdbc66_pert_15	573121fca5e9cc1400cdbc66	143	0
What treaty on nuclear weapons ?	573121fca5e9cc1400cdbc66_pert_16	573121fca5e9cc1400cdbc66	144	0
What treaty controls nuclear weapons ?	573121fca5e9cc1400cdbc66_pert_17	573121fca5e9cc1400cdbc66	145	0
What treaty discusses nuclear weapons ?	573121fca5e9cc1400cdbc66_pert_18	573121fca5e9cc1400cdbc66	146	0
What treaty has nuclear weapons ?	573121fca5e9cc1400cdbc66_pert_19	573121fca5e9cc1400cdbc66		0
Who convinced Michael Dell to use retailers to sell PCs ?	5ad35760604f3c001a3fddf6	5ad35760604f3c001a3fddf6	148	1
Who convinced Michael Dell to allow retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_0	5ad35760604f3c001a3fddf6	149	0
Who convinced Michael Dell to force retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_1	5ad35760604f3c001a3fddf6	150	0
Who convinced Michael Dell to pay retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_2	5ad35760604f3c001a3fddf6	151	0
Who convinced Michael Dell to persuade retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_3	5ad35760604f3c001a3fddf6	152	0
Who convinced Michael Dell to encourage retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_4	5ad35760604f3c001a3fddf6	153	0
Who convinced Michael Dell to get retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_5	5ad35760604f3c001a3fddf6	154	0
Who convinced Michael Dell to convince retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_6	5ad35760604f3c001a3fddf6	155	0
Who convinced Michael Dell to hire retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_7	5ad35760604f3c001a3fddf6	156	0
Who convinced Michael Dell to require retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_8	5ad35760604f3c001a3fddf6	157	0
Who convinced Michael Dell to permit retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_9	5ad35760604f3c001a3fddf6	158	0
Who convinced Michael Dell to use retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_10	5ad35760604f3c001a3fddf6	159	0
Who convinced Michael Dell to push retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_11	5ad35760604f3c001a3fddf6	160	0
Who convinced Michael Dell to pressure retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_12	5ad35760604f3c001a3fddf6	161	0
Who convinced Michael Dell to ask retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_13	5ad35760604f3c001a3fddf6	162	0
Who convinced Michael Dell to license retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_14	5ad35760604f3c001a3fddf6	163	0
Who convinced Michael Dell to order retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_15	5ad35760604f3c001a3fddf6	164	0
Who convinced Michael Dell to urge retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_16	5ad35760604f3c001a3fddf6	165	0
Who convinced Michael Dell to want retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_17	5ad35760604f3c001a3fddf6	166	0
Who convinced Michael Dell to invite retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_18	5ad35760604f3c001a3fddf6	167	0
Who convinced Michael Dell to enable retailers to sell PCs ?	5ad35760604f3c001a3fddf6_pert_19	5ad35760604f3c001a3fddf6		0
How are the bit bytes transmitted ?	5728046cff5b5019007d9b05	5728046cff5b5019007d9b05	169	1
How are the bit bytes represented ?	5728046cff5b5019007d9b05_pert_0	5728046cff5b5019007d9b05	170	0
How are the bit bytes allocated ?	5728046cff5b5019007d9b05_pert_1	5728046cff5b5019007d9b05	171	0
How are the bit bytes encoded ?	5728046cff5b5019007d9b05_pert_2	5728046cff5b5019007d9b05	172	0
How are the bit bytes calculated ?	5728046cff5b5019007d9b05_pert_3	5728046cff5b5019007d9b05	173	0
How are the bit bytes used ?	5728046cff5b5019007d9b05_pert_4	5728046cff5b5019007d9b05	174	0
How are the bit bytes stored ?	5728046cff5b5019007d9b05_pert_5	5728046cff5b5019007d9b05	175	0
How are the bit bytes working ?	5728046cff5b5019007d9b05_pert_6	5728046cff5b5019007d9b05	176	0
How are the bit bytes defined ?	5728046cff5b5019007d9b05_pert_7	5728046cff5b5019007d9b05	177	0
How are the bit bytes distributed ?	5728046cff5b5019007d9b05_pert_8	5728046cff5b5019007d9b05	178	0
How are the bit bytes connected ?	5728046cff5b5019007d9b05_pert_9	5728046cff5b5019007d9b05	179	0
How are the bit bytes measured ?	5728046cff5b5019007d9b05_pert_10	5728046cff5b5019007d9b05	180	0
How are the bit bytes available ?	5728046cff5b5019007d9b05_pert_11	5728046cff5b5019007d9b05	181	0
How are the bit bytes interpreted ?	5728046cff5b5019007d9b05_pert_12	5728046cff5b5019007d9b05	182	0
How are the bit bytes sorted ?	5728046cff5b5019007d9b05_pert_13	5728046cff5b5019007d9b05	183	0
How are the bit bytes handled ?	5728046cff5b5019007d9b05_pert_14	5728046cff5b5019007d9b05	184	0
How are the bit bytes coded ?	5728046cff5b5019007d9b05_pert_15	5728046cff5b5019007d9b05	185	0
How are the bit bytes changed ?	5728046cff5b5019007d9b05_pert_16	5728046cff5b5019007d9b05	186	0
How are the bit bytes written ?	5728046cff5b5019007d9b05_pert_17	5728046cff5b5019007d9b05	187	0
How are the bit bytes related ?	5728046cff5b5019007d9b05_pert_18	5728046cff5b5019007d9b05	188	0
How are the bit bytes generated ?	5728046cff5b5019007d9b05_pert_19	5728046cff5b5019007d9b05		0
In what year was Nero made emperor ?	5acd4d2c07355d001abf3c73	5acd4d2c07355d001abf3c73	190	1
In what year was Nero made emperor ?	5acd4d2c07355d001abf3c73_pert_0	5acd4d2c07355d001abf3c73	191	0
In what year was Nero elected emperor ?	5acd4d2c07355d001abf3c73_pert_1	5acd4d2c07355d001abf3c73	192	0
In what year was Nero the emperor ?	5acd4d2c07355d001abf3c73_pert_2	5acd4d2c07355d001abf3c73	193	0
In what year was Nero crowned emperor ?	5acd4d2c07355d001abf3c73_pert_3	5acd4d2c07355d001abf3c73	194	0
In what year was Nero first emperor ?	5acd4d2c07355d001abf3c73_pert_4	5acd4d2c07355d001abf3c73	195	0
In what year was Nero already emperor ?	5acd4d2c07355d001abf3c73_pert_5	5acd4d2c07355d001abf3c73	196	0
In what year was Nero appointed emperor ?	5acd4d2c07355d001abf3c73_pert_6	5acd4d2c07355d001abf3c73	197	0
In what year was Nero proclaimed emperor ?	5acd4d2c07355d001abf3c73_pert_7	5acd4d2c07355d001abf3c73	198	0
In what year was Nero declared emperor ?	5acd4d2c07355d001abf3c73_pert_8	5acd4d2c07355d001abf3c73	199	0
In what year was Nero still emperor ?	5acd4d2c07355d001abf3c73_pert_9	5acd4d2c07355d001abf3c73	200	0
In what year was Nero also emperor ?	5acd4d2c07355d001abf3c73_pert_10	5acd4d2c07355d001abf3c73	201	0
In what year was Nero an emperor ?	5acd4d2c07355d001abf3c73_pert_11	5acd4d2c07355d001abf3c73	202	0
In what year was Nero named emperor ?	5acd4d2c07355d001abf3c73_pert_12	5acd4d2c07355d001abf3c73	203	0
In what year was Nero last emperor ?	5acd4d2c07355d001abf3c73_pert_13	5acd4d2c07355d001abf3c73	204	0
In what year was Nero sole emperor ?	5acd4d2c07355d001abf3c73_pert_14	5acd4d2c07355d001abf3c73	205	0
In what year was Nero himself emperor ?	5acd4d2c07355d001abf3c73_pert_15	5acd4d2c07355d001abf3c73	206	0
In what year was Nero again emperor ?	5acd4d2c07355d001abf3c73_pert_16	5acd4d2c07355d001abf3c73	207	0
In what year was Nero created emperor ?	5acd4d2c07355d001abf3c73_pert_17	5acd4d2c07355d001abf3c73	208	0
In what year was Nero actually emperor ?	5acd4d2c07355d001abf3c73_pert_18	5acd4d2c07355d001abf3c73	209	0
In what year was Nero once emperor ?	5acd4d2c07355d001abf3c73_pert_19	5acd4d2c07355d001abf3c73		0
What questions corresponds to the homosexual ones ?	57101890b654c5140001f7d6	57101890b654c5140001f7d6	211	1
What questions apply to the homosexual ones ?	57101890b654c5140001f7d6_pert_0	57101890b654c5140001f7d6	212	0
What questions related to the homosexual ones ?	57101890b654c5140001f7d6_pert_1	57101890b654c5140001f7d6	213	0
What questions applied to the homosexual ones ?	57101890b654c5140001f7d6_pert_2	57101890b654c5140001f7d6	214	0
What questions belong to the homosexual ones ?	57101890b654c5140001f7d6_pert_3	57101890b654c5140001f7d6	215	0
What questions relate to the homosexual ones ?	57101890b654c5140001f7d6_pert_4	57101890b654c5140001f7d6	216	0
What questions relevant to the homosexual ones ?	57101890b654c5140001f7d6_pert_5	57101890b654c5140001f7d6	217	0
What questions pertaining to the homosexual ones ?	57101890b654c5140001f7d6_pert_6	57101890b654c5140001f7d6	218	0
What questions relating to the homosexual ones ?	57101890b654c5140001f7d6_pert_7	57101890b654c5140001f7d6	219	0
What questions happen to the homosexual ones ?	57101890b654c5140001f7d6_pert_8	57101890b654c5140001f7d6	220	0
What questions refer to the homosexual ones ?	57101890b654c5140001f7d6_pert_9	57101890b654c5140001f7d6	221	0
What questions correspond to the homosexual ones ?	57101890b654c5140001f7d6_pert_10	57101890b654c5140001f7d6	222	0
What questions applies to the homosexual ones ?	57101890b654c5140001f7d6_pert_11	57101890b654c5140001f7d6	223	0
What questions arise to the homosexual ones ?	57101890b654c5140001f7d6_pert_12	57101890b654c5140001f7d6	224	0
What questions occur to the homosexual ones ?	57101890b654c5140001f7d6_pert_13	57101890b654c5140001f7d6	225	0
What questions come to the homosexual ones ?	57101890b654c5140001f7d6_pert_14	57101890b654c5140001f7d6	226	0
What questions matter to the homosexual ones ?	57101890b654c5140001f7d6_pert_15	57101890b654c5140001f7d6	227	0
What questions happened to the homosexual ones ?	57101890b654c5140001f7d6_pert_16	57101890b654c5140001f7d6	228	0
What questions applicable to the homosexual ones ?	57101890b654c5140001f7d6_pert_17	57101890b654c5140001f7d6	229	0
What questions remain to the homosexual ones ?	57101890b654c5140001f7d6_pert_18	57101890b654c5140001f7d6	230	0
What questions referred to the homosexual ones ?	57101890b654c5140001f7d6_pert_19	57101890b654c5140001f7d6		0
What was the name of the incomplete standard ?	5a8c3316fd22b3001a8d8643	5a8c3316fd22b3001a8d8643	232	1
What was the purpose of the incomplete standard ?	5a8c3316fd22b3001a8d8643_pert_0	5a8c3316fd22b3001a8d8643	233	0
What was the meaning of the incomplete standard ?	5a8c3316fd22b3001a8d8643_pert_1	5a8c3316fd22b3001a8d8643	234	0
What was the significance of the incomplete standard ?	5a8c3316fd22b3001a8d8643_pert_2	5a8c3316fd22b3001a8d8643	235	0
What was the nature of the incomplete standard ?	5a8c3316fd22b3001a8d8643_pert_3	5a8c3316fd22b3001a8d8643	236	0
What was the effect of the incomplete standard ?	5a8c3316fd22b3001a8d8643_pert_4	5a8c3316fd22b3001a8d8643	237	0
What was the value of the incomplete standard ?	5a8c3316fd22b3001a8d8643_pert_5	5a8c3316fd22b3001a8d8643	238	0
What was the point of the incomplete standard ?	5a8c3316fd22b3001a8d8643_pert_6	5a8c3316fd22b3001a8d8643	239	0
What was the cause of the incomplete standard ?	5a8c3316fd22b3001a8d8643_pert_7	5a8c3316fd22b3001a8d8643	240	0
What was the status of the incomplete standard ?	5a8c3316fd22b3001a8d8643_pert_8	5a8c3316fd22b3001a8d8643	241	0
What was the use of the incomplete standard ?	5a8c3316fd22b3001a8d8643_pert_9	5a8c3316fd22b3001a8d8643	242	0
